,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
262,"Campbell County, Kentucky",87403,22948,1910,899,4708,4781,4188,4753,1709,64455,0.2625539169136071
263,"Christian County, Kentucky",70116,20065,1625,679,4313,5328,3384,4316,420,50051,0.28616863483370414
264,"Daviess County, Kentucky",94022,25945,1576,2012,5596,5382,5030,5928,421,68077,0.27594605517857523
265,"Fayette County, Kentucky",298210,95308,5498,4051,16233,13058,12709,34392,9367,202902,0.3196002816806948
266,"Hardin County, Kentucky",103661,29977,2050,1745,5822,6033,5379,6584,2364,73684,0.2891830100037623
267,"Jefferson County, Kentucky",728138,188607,11790,9368,36201,40088,37551,42409,11200,539531,0.25902644828315513
268,"Kenton County, Kentucky",157351,43297,2662,1984,9362,8515,10048,8846,1880,114054,0.27516189919352274
269,"McCracken County, Kentucky",62386,16077,381,773,3570,4353,3823,2688,489,46309,0.2577020485365306
270,"Madison County, Kentucky",82892,26525,719,902,3914,4711,3491,11247,1541,56367,0.31999469188824015
271,"Pike County, Kentucky",61606,13433,87,562,3606,2694,3062,2625,797,48173,0.2180469434795312
272,"Warren County, Kentucky",114119,35284,1556,1596,6631,5718,4739,13549,1495,78835,0.30918602511413523
273,"Ascension Parish, Louisiana",109961,31961,2034,1621,7549,7846,6866,5303,742,78000,0.29065759678431446
274,"Bossier Parish, Louisiana",118361,31364,1782,1601,7251,7807,5948,5326,1649,86997,0.26498593286640026
275,"Caddo Parish, Louisiana",244610,60315,4652,4327,14208,13117,11099,10443,2469,184295,0.2465761824945832
276,"Calcasieu Parish, Louisiana",187223,51149,3373,2819,11348,11080,10739,10931,859,136074,0.2731982715798807
277,"East Baton Rouge Parish, Louisiana",429582,129495,8813,4807,24233,23539,22290,37618,8195,300087,0.3014441945891588
278,"Iberia Parish, Louisiana",70824,18577,1107,1617,4584,4059,4248,2790,172,52247,0.26229809104258445
279,"Jefferson Parish, Louisiana",419979,104545,9363,6834,21705,20442,19655,21072,5474,315434,0.24892911312232277
280,"Lafayette Parish, Louisiana",220992,57705,4572,2970,12428,12103,10900,12969,1763,163287,0.26111804952215467
281,"Lafourche Parish, Louisiana",93534,23636,1708,1983,5393,5319,3903,4868,462,69898,0.25269955310368425
282,"Livingston Parish, Louisiana",127753,35054,2086,2616,7744,8048,8404,5334,822,92699,0.27438885975280425
283,"Orleans Parish, Louisiana",364897,95934,6638,3749,17898,16482,15684,26331,9152,268963,0.26290706692573523
284,"Ouachita Parish, Louisiana",149513,38975,2665,2078,9401,8774,7352,7556,1149,110538,0.26067967333944203
285,"Rapides Parish, Louisiana",126394,34454,2109,1755,7609,7543,8131,6596,711,91940,0.2725920534202573
286,"St. Landry Parish, Louisiana",79929,18878,1400,1763,4480,5358,4313,1374,190,61051,0.23618461384478726
287,"St. Tammany Parish, Louisiana",233656,62491,5111,3965,15110,13080,14452,8801,1972,171165,0.2674487280446468
288,"Tangipahoa Parish, Louisiana",120669,33935,2111,644,7614,7482,5780,9959,345,86734,0.28122384373782827
289,"Terrebonne Parish, Louisiana",107870,25682,1925,1667,8048,5353,4888,3385,416,82188,0.23808287753777696
290,"Androscoggin County, Maine",104146,26090,1451,1106,5020,6417,5467,6034,595,78056,0.2505137019184606
291,"Aroostook County, Maine",68166,14956,960,583,3718,2544,3593,3273,285,53210,0.21940556875861866
292,"Cumberland County, Maine",276469,68190,3060,3240,12035,14254,15621,15377,4603,208279,0.2466460977541786
293,"Kennebec County, Maine",117738,27240,1526,1379,6253,4484,5877,6411,1310,90498,0.23136115782500127
294,"Penobscot County, Maine",148934,39505,1693,1088,6139,7466,6830,14093,2196,109429,0.2652517222393812
295,"York County, Maine",194856,44877,2214,2300,9254,9516,10218,9750,1625,149979,0.23030853553393274
296,"Allegany County, Maryland",71797,17934,659,652,2852,2883,3315,6680,893,53863,0.2497875955819881
297,"Anne Arundel County, Maryland",537602,148573,9521,8987,25239,27936,28594,38608,9688,389029,0.27636243912783065
298,"Baltimore County, Maryland",792597,214681,13697,11704,38311,34926,41397,59420,15226,577916,0.27085769943615734
299,"Calvert County, Maryland",87974,24055,918,830,4699,5833,6514,4346,915,63919,0.27343305976765864
300,"Carroll County, Maryland",162482,43532,2737,2325,8907,7505,10381,9611,2066,118950,0.2679189079405719
301,"Cecil County, Maryland",97726,25184,1175,1229,5183,5361,5065,6089,1082,72542,0.25770010028037577
302,"Charles County, Maryland",147844,40647,1808,1755,8882,8421,8818,8407,2556,107197,0.27493168474878926
303,"Frederick County, Maryland",233958,67152,4308,3302,12936,14243,13284,15986,3093,166806,0.2870258764393609
304,"Harford County, Maryland",241008,65741,4074,2791,11692,14496,15177,13978,3533,175267,0.272775177587466
305,"Howard County, Maryland",293396,86591,5436,5435,16186,16247,19238,16537,7512,206805,0.29513353965289235
306,"Montgomery County, Maryland",975681,268255,17303,14242,52935,52425,55047,56964,19339,707426,0.2749412974117565
307,"Prince George's County, Maryland",857236,243998,12526,11816,42262,44287,45454,67288,20365,613238,0.2846334031701888
308,"St. Mary's County, Maryland",105156,29652,1051,1715,6221,5226,6388,7105,1946,75504,0.28198105671573664
309,"Washington County, Maryland",145472,36024,1497,2461,6948,7140,8078,8121,1779,109448,0.2476352837659481
310,"Wicomico County, Maryland",96570,28996,1879,737,4220,4629,5145,11584,802,67574,0.3002588795692244
311,"Baltimore city, Maryland",598185,160985,10513,8614,27937,27965,27771,42497,15688,437200,0.2691224286800906
312,"Barnstable County, Massachusetts",210332,40396,2170,2026,8256,7955,10150,8624,1215,169936,0.19205826978300972
313,"Berkshire County, Massachusetts",126352,29655,1786,1366,5526,5549,6230,8026,1172,96697,0.23470146891224516
314,"Bristol County, Massachusetts",536118,139209,10778,5574,28027,24217,29497,34636,6480,396909,0.2596611193804349
315,"Essex County, Massachusetts",737997,198135,13171,8034,36871,39053,45106,46317,9583,539862,0.2684767011248013
316,"Franklin County, Massachusetts",69081,15556,915,1117,2579,3167,3175,3874,729,53525,0.22518492783833471
317,"Hampden County, Massachusetts",451560,121320,7596,5279,22259,26750,26510,28361,4565,330240,0.2686686154663832
318,"Hampshire County, Massachusetts",156503,54955,1947,1429,5131,5391,6150,31458,3449,101548,0.35114342856047487
319,"Middlesex County, Massachusetts",1499964,410631,28845,20768,68112,70302,79188,96392,47024,1089333,0.2737605702536861
320,"Norfolk County, Massachusetts",664452,179539,12416,8771,31104,37432,35699,39278,14839,484913,0.27020612474640754
321,"Plymouth County, Massachusetts",486393,126492,8002,5613,27248,27678,28188,24169,5594,359901,0.26006130844810676
322,"Suffolk County, Massachusetts",729820,217347,9294,10749,25364,27309,29908,85166,29557,512473,0.29780904880655507
323,"Worcester County, Massachusetts",783039,211704,14264,8500,37831,44540,43834,49428,13307,571335,0.27036201262006104
324,"Allegan County, Michigan",109046,26935,945,1434,6839,6908,6737,3616,456,82111,0.24700585074188874
325,"Bay County, Michigan",103537,25125,1264,1732,4898,5027,5126,5935,1143,78412,0.24266687271217052
326,"Berrien County, Michigan",150995,39476,2885,2257,7932,7650,8075,8157,2520,111519,0.26143912050067886
327,"Calhoun County, Michigan",130747,34674,2649,2534,7299,6348,7155,8132,557,96073,0.26519920151131576
328,"Clinton County, Michigan",74206,21291,1017,864,4408,4351,4073,4769,1809,52915,0.28691749993262
329,"Eaton County, Michigan",105074,27432,1916,1707,4800,5175,6374,6017,1443,77642,0.26107314844776064
330,"Genesee County, Michigan",401549,108868,4518,5351,24019,22540,23626,24704,4110,292681,0.2711200874613061
331,"Grand Traverse County, Michigan",86809,20865,2053,1308,3846,4054,3896,4946,762,65944,0.24035526270317595
332,"Ingham County, Michigan",273317,100484,4107,1872,13507,12316,13111,45639,9932,172833,0.36764635935562
333,"Isabella County, Michigan",68650,31642,932,1235,2813,1983,3326,19351,2002,37008,0.46091769847050257
334,"Jackson County, Michigan",155324,39176,2098,2612,7610,8154,9096,8391,1215,116148,0.25222116350338647
335,"Kalamazoo County, Michigan",247843,82298,3559,3808,12553,12910,12295,32354,4819,165545,0.3320569876897875
336,"Kent County, Michigan",595303,172378,12285,10583,33691,33715,35621,37382,9101,422925,0.28956346599966737
337,"Lapeer County, Michigan",85966,20626,1099,1738,3821,4397,5375,3562,634,65340,0.2399320661656934
338,"Lenawee County, Michigan",95594,24030,1615,1052,4748,4900,5547,5594,574,71564,0.251375609347867
339,"Livingston County, Michigan",179085,49036,3209,1902,7353,12003,13133,9254,2182,130049,0.27381411061786304
340,"Macomb County, Michigan",827817,211239,9510,11226,41151,44836,47029,48234,9253,616578,0.25517596280337324
341,"Marquette County, Michigan",65975,19054,784,1118,2595,2255,3173,8356,773,46921,0.28880636604774534
342,"Midland County, Michigan",81588,22107,1699,590,4092,4703,5202,4893,928,59481,0.27095896455361085
343,"Monroe County, Michigan",146292,37083,3378,2024,6780,7863,9154,6702,1182,109209,0.25348617832827497
344,"Muskegon County, Michigan",165151,41591,2504,2886,9813,9829,9079,6651,829,123560,0.25183619838814175
345,"Oakland County, Michigan",1191878,312360,19946,13879,61190,64272,70294,61003,21776,879518,0.2620738028556614
346,"Ottawa County, Michigan",262229,80818,3989,4159,14241,17396,14608,23545,2880,181411,0.30819627119807497
347,"Saginaw County, Michigan",189510,52780,2474,2643,9138,10078,11764,15270,1413,136730,0.27850773046277244
348,"St. Clair County, Michigan",155598,37469,1640,1773,8956,8504,9204,6253,1139,118129,0.24080643710073393
349,"Shiawassee County, Michigan",66968,16278,616,787,2950,3756,4182,3555,432,50690,0.243071317644248
350,"Van Buren County, Michigan",72681,17448,666,1039,4025,4024,4226,2791,677,55233,0.240062739918273
351,"Washtenaw County, Michigan",342541,122406,5420,3919,17258,13629,17160,47256,17764,220135,0.3573470037163434
352,"Wayne County, Michigan",1706664,478742,24712,23003,94477,99001,104770,113546,19233,1227922,0.2805133289270764
353,"Anoka County, Minnesota",327373,89282,5860,3786,17219,20507,20607,18162,3141,238091,0.2727225519514438
354,"Blue Earth County, Minnesota",62916,21204,1132,754,2652,2771,2497,10745,653,41712,0.3370207896242609
355,"Carver County, Minnesota",92275,29078,2344,1314,6695,6524,7213,4368,620,63197,0.31512327282579244
356,"Dakota County, Minnesota",393449,106327,6550,5948,21645,24610,24355,18239,4980,287122,0.2702434114713724
357,"Hennepin County, Minnesota",1152599,305581,20143,14692,58229,59591,57730,71440,23756,847018,0.26512342974442976
358,"Olmsted County, Minnesota",142537,38660,2827,1552,8524,9116,7789,6095,2757,103877,0.2712278215480893
359,"Ramsey County, Minnesota",504868,147386,8696,6622,26931,25936,27049,40281,11871,357482,0.2919297717423168
360,"Rice County, Minnesota",62852,20760,979,1147,3490,3832,3232,7490,590,42092,0.33029975179787435
361,"St. Louis County, Minnesota",194784,52034,2384,1705,9511,8909,8893,18395,2237,142750,0.2671369311647774
362,"Scott County, Minnesota",130913,40260,2697,2753,10358,7761,9267,5758,1666,90653,0.30753248340500944
363,"Sherburne County, Minnesota",86191,25182,1477,2003,5775,4957,6609,3121,1240,61009,0.29216507523987423
364,"Stearns County, Minnesota",146864,47676,2587,2374,8301,6800,7729,19011,874,99188,0.3246268656716418
365,"Washington County, Minnesota",237532,68699,4237,2917,15132,14385,16825,12227,2976,168833,0.2892199787818062
366,"Wright County, Minnesota",122511,34848,2352,2054,8019,8402,8270,4966,785,87663,0.28444792712491124
367,"DeSoto County, Mississippi",161770,46560,2429,2256,11485,9967,9896,8222,2305,115210,0.28781603511157816
368,"Forrest County, Mississippi",73852,23982,1630,1638,4441,2809,3087,8661,1716,49870,0.3247305421654119
369,"Harrison County, Mississippi",189226,45925,2433,2832,10700,8594,8561,11404,1401,143301,0.24269920624015728
370,"Hinds County, Mississippi",236241,77599,4305,3419,15427,14395,13711,21609,4733,158642,0.3284738889523834
371,"Jackson County, Mississippi",135276,34908,1671,1840,7407,7556,8115,7265,1054,100368,0.2580502084626985
372,"Jones County, Mississippi",66472,17299,478,1121,4872,3698,3815,2859,456,49173,0.26024491515224457
373,"Lauderdale County, Mississippi",77565,19501,1385,949,4290,5245,3925,3256,451,58064,0.25141494230645267
374,"Lee County, Mississippi",82011,23581,1669,1650,4792,5987,4349,4706,428,58430,0.287534599017205
375,"Madison County, Mississippi",97398,30441,2718,2226,4947,6851,6474,5543,1682,66957,0.31254235199901437
376,"Rankin County, Mississippi",141811,38060,2217,1948,7125,9835,7873,7073,1989,103751,0.2683853861830182
377,"Boone County, Missouri",163914,60660,2184,2941,7381,6999,6676,26309,8170,103254,0.37007211098502873
378,"Buchanan County, Missouri",86166,21589,1269,1573,4058,4062,5006,4836,785,64577,0.25055126151846435
379,"Cape Girardeau County, Missouri",74877,21975,1387,1314,4292,3033,3536,6794,1619,52902,0.29348130934732963
380,"Cass County, Missouri",97486,27335,1606,1422,5938,6159,6701,4232,1277,70151,0.28039923681349116
381,"Christian County, Missouri",78381,20940,1362,1260,5362,4617,4592,3164,583,57441,0.26715658131434916
382,"Clay County, Missouri",220219,59795,3518,3490,13810,12458,12601,11103,2815,160424,0.27152516358715645
383,"Cole County, Missouri",73441,19478,1514,1053,3416,3680,4982,3964,869,53963,0.26521970016748136
384,"Franklin County, Missouri",98529,24713,1682,2116,5646,5178,5248,3670,1173,73816,0.2508195556638147
385,"Greene County, Missouri",273014,77365,3664,3554,13738,12004,12235,27586,4584,195649,0.28337374640128343
386,"Jackson County, Missouri",652507,168860,11370,8470,34118,37164,34670,33863,9205,483647,0.2587864957770568
387,"Jasper County, Missouri",110944,30142,1417,1533,7028,6998,5643,6824,699,80802,0.2716866166714739
388,"Jefferson County, Missouri",212959,55024,4062,2828,12941,11667,11216,10894,1416,157935,0.25837837330190316
389,"Platte County, Missouri",89637,24682,1867,1357,4328,5160,5112,5136,1722,64955,0.2753550431183551
390,"St. Charles County, Missouri",360948,103498,8027,5878,20374,22091,20873,20539,5716,257450,0.28673936411893125
391,"St. Francois County, Missouri",63978,14034,1223,1488,3441,2598,3774,1459,51,49944,0.21935665384976086
392,"St. Louis County, Missouri",968671,264138,19427,11006,49757,54416,54034,57375,18123,704533,0.27268081732600646
393,"St. Louis city, Missouri",305064,79041,4563,3345,13596,13521,12566,21465,9985,226023,0.259096451892062
394,"Cascade County, Montana",78882,17550,751,1493,3975,3629,2868,3798,1036,61332,0.22248421693161938
395,"Flathead County, Montana",89772,20672,814,1729,4057,4433,5425,3415,799,69100,0.23027224524350576
396,"Gallatin County, Montana",91667,28283,1581,913,4877,3784,3825,11627,1676,63384,0.3085406962156501
397,"Lewis and Clark County, Montana",63077,15701,401,791,3092,3612,3231,4003,571,47376,0.2489179891244035
398,"Missoula County, Montana",108107,30957,979,1883,4911,4890,4123,11601,2570,77150,0.2863551851406477
399,"Yellowstone County, Montana",147594,35912,1955,2913,8148,7767,7187,7443,499,111682,0.24331612396167865
400,"Douglas County, Nebraska",513859,157125,9277,7037,31022,31296,27689,39141,11663,356734,0.30577454126521086
401,"Lancaster County, Nebraska",285037,89913,4394,4584,15811,14173,13019,31599,6333,195124,0.3154432582436666
402,"Sarpy County, Nebraska",161194,52055,3646,1895,10643,11585,10775,10579,2932,109139,0.3229338560988622
403,"Clark County, Nevada",1952249,496463,21538,26726,114273,105846,110097,98494,19489,1455786,0.2543031139982656
404,"Washoe County, Nevada",417489,109480,5113,5633,22517,22353,22575,26850,4439,308009,0.2622344540814249
405,"Cheshire County, New Hampshire",74592,18475,1424,1165,2628,3097,3288,6220,653,56117,0.24768071643071643
406,"Grafton County, New Hampshire",87464,23442,689,744,3305,3726,4067,8805,2106,64022,0.268018842037867
407,"Hillsborough County, New Hampshire",391091,98579,5939,4893,23359,18226,20786,19210,6166,292512,0.2520615406644489
408,"Merrimack County, New Hampshire",142165,34899,1609,1555,6018,7425,7419,8369,2504,107266,0.24548236204410367
409,"Rockingham County, New Hampshire",291639,71188,4561,3479,14658,14935,17450,12786,3319,220451,0.24409629713447104
410,"Strafford County, New Hampshire",120733,36951,1762,937,5671,5950,6354,13802,2475,83782,0.30605551092079214
411,"Atlantic County, New Jersey",266292,67261,3608,2633,14708,13167,14728,16067,2350,199031,0.2525836300001502
412,"Bergen County, New Jersey",896938,229109,15671,11789,44815,48230,49771,46610,12223,667829,0.25543460083082664
413,"Burlington County, New Jersey",436704,112890,7147,4981,22521,24514,24143,22741,6843,323814,0.25850461639920863
414,"Camden County, New Jersey",491904,129838,9737,7281,24841,25516,29728,25913,6822,362066,0.26394987639864687
415,"Cape May County, New Jersey",93239,19226,1072,1150,3607,3597,5047,3895,858,74013,0.2062012677098639
416,"Cumberland County, New Jersey",150690,37159,3466,2754,9984,5645,9069,5075,1166,113531,0.2465923418939545
417,"Essex County, New Jersey",759332,223040,19876,12665,39599,43711,46385,48795,12009,536292,0.2937318590550642
418,"Gloucester County, New Jersey",282260,75713,4245,4220,15134,15439,16514,16843,3318,206547,0.2682385035074045
419,"Hudson County, New Jersey",633548,149909,13074,10042,28546,25292,27204,32687,13064,483639,0.23661821992966595
420,"Hunterdon County, New Jersey",123218,31482,1382,848,6291,7240,8488,5501,1732,91736,0.255498384976221
421,"Mercer County, New Jersey",357049,100877,6574,4303,17072,19039,19834,27332,6723,256172,0.2825298488442763
422,"Middlesex County, New Jersey",801567,216607,15311,9916,36670,44327,42081,55766,12536,584960,0.27022943808814487
423,"Monmouth County, New Jersey",610987,162012,11330,7635,31655,33853,35931,34018,7590,448975,0.26516439793318025
424,"Morris County, New Jersey",484490,126766,7786,7028,24210,27534,29735,23856,6617,357724,0.26164833123490683
425,"Ocean County, New Jersey",561984,141975,11433,7530,29416,31760,29325,26213,6298,420009,0.25263174752306117
426,"Passaic County, New Jersey",485466,137358,11323,8415,24075,29501,27732,32274,4038,348108,0.2829405148867274
427,"Salem County, New Jersey",62988,13805,1053,783,2892,3113,3317,2118,529,49183,0.21916873055185115
428,"Somerset County, New Jersey",321967,86790,7030,4622,18487,20602,19641,12899,3509,235177,0.26956178738814845
429,"Sussex County, New Jersey",142316,36243,3198,2117,7437,7203,8700,6185,1403,106073,0.2546656735714888
430,"Union County, New Jersey",526137,141691,11527,8076,26986,31673,29800,26977,6652,384446,0.2693043826988028
431,"Warren County, New Jersey",104640,25881,1142,971,5585,6576,6122,4362,1123,78759,0.24733371559633027
432,"Bernalillo County, New Mexico",648550,183334,8847,8771,35087,33235,38476,46724,12194,465216,0.28268290802559554
433,"Chaves County, New Mexico",62764,18290,918,1049,4097,4647,3209,3434,936,44474,0.2914090880122363
434,"Doña Ana County, New Mexico",204776,67131,3161,2560,12066,13290,10747,21571,3736,137645,0.3278265031058327
435,"Lea County, New Mexico",64822,18688,581,1852,3640,5120,4933,2234,328,46134,0.2882971830551356
436,"McKinley County, New Mexico",69313,22556,1594,893,5550,4918,5351,3457,793,46757,0.32542235944195175
437,"Otero County, New Mexico",62469,17049,666,1176,4412,2948,3286,3980,581,45420,0.2729193680065312
438,"Sandoval County, New Mexico",131830,37794,2254,2323,7997,7653,8730,7605,1232,94036,0.28668740043996055
439,"San Juan County, New Mexico",120909,34483,2257,2650,7948,7262,7345,6065,956,86426,0.28519795879545773
440,"Santa Fe County, New Mexico",143351,34961,1842,1765,7967,6245,6573,7893,2676,108390,0.24388389338058333
441,"Valencia County, New Mexico",73877,20268,1332,710,5217,4115,4357,4136,401,53609,0.2743479025948536
442,"Albany County, New York",298165,83567,3115,2073,14245,12048,14552,29564,7970,214598,0.28027099089430346
443,"Bronx County, New York",1353327,406402,23547,19757,83842,79035,87543,97209,15469,946925,0.3002984496725477
444,"Broome County, New York",192091,53722,2570,2932,8449,8804,9520,18342,3105,138369,0.2796695316282387
445,"Cattaraugus County, New York",76488,18691,804,1330,3735,4307,4035,4052,428,57797,0.24436512917058886
446,"Cayuga County, New York",77153,17001,1043,1078,2776,4320,4051,3236,497,60152,0.2203543608155224
447,"Chautauqua County, New York",129527,31391,1585,1101,5818,6739,6524,8876,748,98136,0.24235101561836528
448,"Chemung County, New York",85209,19237,562,1270,4682,4051,3998,4222,452,65972,0.2257625368212278
449,"Clinton County, New York",79634,19517,973,1598,3263,3010,4198,5978,497,60117,0.24508375819373635
450,"Dutchess County, New York",289300,80327,3315,2896,12519,16126,17043,24247,4181,208973,0.2776598686484618
451,"Erie County, New York",890268,228560,11318,10242,43027,45365,46533,57303,14772,661708,0.25673168079724307
452,"Jefferson County, New York",113293,30524,1947,1739,6713,6021,5047,8101,956,82769,0.26942529547280064
453,"Kings County, New York",2478006,670123,51095,42481,126220,125306,130565,152511,41945,1807883,0.2704283201897009
454,"Livingston County, New York",62730,16172,792,552,2326,2826,3028,6467,181,46558,0.2578032839151921
455,"Madison County, New York",70514,19626,1131,766,3101,3626,3572,7167,263,50888,0.2783277079728848
456,"Monroe County, New York",725614,196527,11367,9588,35951,37245,37320,53386,11670,529087,0.2708423486867673
457,"Nassau County, New York",1309939,347557,22732,14921,64512,70544,76897,77556,20395,962382,0.2653230417599598
458,"New York County, New York",1574973,340951,24154,10427,49611,47234,49230,99368,60927,1234022,0.21648053649173668
459,"Niagara County, New York",207682,49692,2663,2369,8445,11353,10824,11989,2049,157990,0.23926965264202002
460,"Oneida County, New York",225520,56326,2354,2863,10880,11817,12816,13737,1859,169194,0.24976055338772615
461,"Onondaga County, New York",452916,127986,5913,4710,22049,24030,26206,35872,9206,324930,0.28258220067297246
462,"Ontario County, New York",105769,26354,1001,1227,5012,5863,5622,6690,939,79415,0.24916563454320265
463,"Orange County, New York",360236,107873,6132,5981,22023,22657,25221,22335,3524,252363,0.29945091551094283
464,"Oswego County, New York",117539,31199,1068,727,5381,7445,6283,9292,1003,86340,0.2654353023251857
465,"Putnam County, New York",97467,25824,1868,1374,5324,4541,6282,5059,1376,71643,0.2649512142571332
466,"Queens County, New York",2212625,542908,31426,29262,98957,101056,106728,140448,35031,1669717,0.24536828427772442
467,"Rensselaer County, New York",155078,41180,2539,1639,7007,8165,7293,11607,2930,113898,0.2655437908665317
468,"Richmond County, New York",454360,120757,5561,6070,23067,24636,25008,28720,7695,333603,0.2657738357249758
469,"Rockland County, New York",306923,94506,6844,4686,20683,18898,22045,16055,5295,212417,0.30791436288580526
470,"St. Lawrence County, New York",107791,30248,1170,1125,5117,5139,5076,11665,956,77543,0.280617120167732
471,"Saratoga County, New York",216421,51666,3442,2358,9863,13448,11571,9348,1636,164755,0.2387291436598112
472,"Schenectady County, New York",149451,39119,1905,1409,8518,7949,7103,11212,1023,110332,0.26175134324962696
473,"Steuben County, New York",94926,22141,1138,1333,4739,5509,4909,4033,480,72785,0.2332448433516634
474,"Suffolk County, New York",1453440,384593,22593,15062,79302,78540,85632,82251,21213,1068847,0.26460879018053723
475,"Sullivan County, New York",74084,17961,287,997,3682,4772,4098,3051,1074,56123,0.24244101290427084
476,"Tompkins County, New York",100780,41308,552,993,4396,3455,3816,20942,7154,59472,0.4098829132764437
477,"Ulster County, New York",176036,43201,2041,1403,8818,8450,9270,11301,1918,132835,0.24541002976663864
478,"Warren County, New York",63770,13630,640,714,2912,3115,3273,2268,708,50140,0.21373686686529716
479,"Wayne County, New York",89675,21565,1040,873,4743,4990,4931,4166,822,68110,0.24047950933928072
480,"Westchester County, New York",936793,257818,19016,12257,47698,52566,55487,56010,14784,678975,0.2752134142761528
481,"Alamance County, North Carolina",149628,40171,1643,1873,7297,8729,9190,9607,1832,109457,0.2684724784131312
482,"Brunswick County, North Carolina",112213,19637,1432,1043,4606,4469,4711,2990,386,92576,0.17499754930355663
483,"Buncombe County, North Carolina",241633,56285,2937,2783,12789,10397,10907,13871,2601,185348,0.2329358986562266
484,"Burke County, North Carolina",87802,19575,1142,1289,4061,4255,5225,3307,296,68227,0.22294480763536137
485,"Cabarrus County, North Carolina",179815,52520,3126,3593,11241,11970,10032,9922,2636,127295,0.2920779690237188
486,"Caldwell County, North Carolina",79489,18167,430,1643,3410,4777,4330,3248,329,61322,0.2285473461736844
487,"Carteret County, North Carolina",66480,13377,853,1280,2508,2870,2625,2868,373,53103,0.20121841155234657
488,"Catawba County, North Carolina",150159,37921,1608,2169,10338,6476,8688,7677,965,112238,0.2525389753527927
489,"Chatham County, North Carolina",65353,14574,922,461,3285,3839,2562,2664,841,50779,0.22300429972610286
490,"Cleveland County, North Carolina",94188,25171,1206,1379,3568,5595,5468,7064,891,69017,0.26724211152163757
491,"Craven County, North Carolina",99875,27187,2817,828,4691,5006,4986,8286,573,72688,0.27221026282853567
492,"Cumberland County, North Carolina",309503,95443,5783,5813,15928,18430,17662,27013,4814,214060,0.30837503998345733
493,"Davidson County, North Carolina",158407,39780,2154,2655,8917,7606,9679,8068,701,118627,0.25112526592890466
494,"Durham County, North Carolina",276353,79005,4243,3659,12571,15142,12349,19173,11868,197348,0.2858843580493065
495,"Forsyth County, North Carolina",348349,95717,6597,5865,18360,19098,18263,22180,5354,252632,0.2747732877085911
496,"Gaston County, North Carolina",201476,48791,3206,2567,10329,11098,11723,8607,1261,152685,0.24216780162401477
497,"Guilford County, North Carolina",487368,141038,6800,6629,25167,24570,27942,43400,6530,346330,0.2893870750644277
498,"Harnett County, North Carolina",119819,35743,1677,1846,7935,9218,6697,7475,895,84076,0.29830828165816775
499,"Henderson County, North Carolina",106741,23759,1258,1947,4235,5471,4943,5019,886,82982,0.22258551072221547
500,"Iredell County, North Carolina",159517,42327,2190,1661,9302,10346,9445,8105,1278,117190,0.26534475949271863
501,"Johnston County, North Carolina",170507,49687,3006,2963,10903,10808,12818,7724,1465,120820,0.2914073908989074
502,"Lincoln County, North Carolina",77230,18288,1509,1110,3999,4188,4109,2939,434,58942,0.23679917130648712
503,"Mecklenburg County, North Carolina",950605,269630,21265,14428,57255,49610,51552,58840,16680,680975,0.28364041847034255
504,"Moore County, North Carolina",89318,20869,1298,1246,4546,4954,4416,3610,799,68449,0.23364831277010234
505,"Nash County, North Carolina",92095,23872,604,1612,4436,5057,6031,5551,581,68223,0.25921059775232097
506,"New Hanover County, North Carolina",207007,57584,3223,3292,11141,7714,8254,22194,1766,149423,0.2781741680233036
507,"Onslow County, North Carolina",173514,43311,3548,2925,10207,7931,7816,9821,1063,130203,0.24961098239911478
508,"Orange County, North Carolina",136140,51127,1771,1647,6340,7886,6517,19189,7777,85013,0.37554723079183194
509,"Pitt County, North Carolina",167207,63514,2472,1479,8158,9314,8554,29191,4346,103693,0.3798525181362024
510,"Randolph County, North Carolina",138627,32413,1735,1812,8467,6825,6504,5946,1124,106214,0.2338144805845903
511,"Robeson County, North Carolina",129568,36624,1857,1763,7724,8388,7602,8224,1066,92944,0.2826623857742652
512,"Rockingham County, North Carolina",88303,19207,1069,967,3653,4635,5241,3217,425,69096,0.21751242879630364
513,"Rowan County, North Carolina",133779,34640,1259,2849,7091,6293,7978,8732,438,99139,0.25893451139566
514,"Rutherford County, North Carolina",64923,16178,422,979,2188,4359,4058,3540,632,48745,0.24918749903732113
515,"Surry County, North Carolina",70457,14747,1161,1127,2955,3053,3510,2703,238,55710,0.2093049661495664
516,"Union County, North Carolina",205496,63889,4207,3391,14710,15207,14619,10105,1650,141607,0.31090142873827226
517,"Wake County, North Carolina",936181,286949,17123,14822,57079,56275,55845,68435,17370,649232,0.30651017271232806
518,"Wayne County, North Carolina",118729,32606,1123,1688,7779,5632,7116,7959,1309,86123,0.2746254074404737
519,"Wilkes County, North Carolina",66829,14777,1123,1146,2753,3690,3334,2363,368,52052,0.22111658112496071
520,"Wilson County, North Carolina",78754,21090,183,513,3661,5684,4925,5168,956,57664,0.2677959214770043
521,"Burleigh County, North Dakota",85200,21178,1504,1032,5039,3892,3678,4803,1230,64022,0.2485680751173709
