,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
58,"Mendocino County, California",84639,19104,1395,1409,3920,4439,3683,3502,756,65535,0.22571155141246943
59,"Merced County, California",250921,87373,4151,5084,17233,18816,17917,21987,2185,163548,0.3482091973170839
60,"Monterey County, California",409298,121131,5410,6213,25447,26559,23772,28121,5609,288167,0.2959481844524039
61,"Napa County, California",135174,35154,1188,1531,7379,7580,8540,8104,832,100020,0.2600648053619779
62,"Nevada County, California",96645,20824,802,563,4334,3586,5742,5379,418,75821,0.2154689844275441
63,"Orange County, California",3003583,864391,49614,38443,156117,166570,179270,229260,45117,2139192,0.28778662017996504
64,"Placer County, California",355388,96441,5178,4886,16321,22875,20667,21477,5037,258947,0.2713681947617815
65,"Riverside County, California",2201274,658651,28225,34129,138200,141905,156308,138353,21531,1542623,0.29921354633725744
66,"Sacramento County, California",1406253,410434,23442,17818,79607,81325,83544,108958,15740,995819,0.2918635551355268
67,"San Bernardino County, California",1999082,627730,28031,32507,122081,130452,150229,143530,20900,1371352,0.31400913019075755
68,"San Diego County, California",3086194,861153,45070,38822,163509,156872,173265,236927,46688,2225041,0.27903398166155463
69,"San Francisco County, California",815038,169712,12681,7338,22362,21692,21991,60865,22783,645326,0.20822587413102212
70,"San Joaquin County, California",674382,206219,11438,11852,42394,46169,48283,41341,4742,468163,0.30578959699398855
71,"San Luis Obispo County, California",268847,79172,3615,3388,12091,9657,10747,37244,2430,189675,0.29448719903885856
72,"San Mateo County, California",719385,188059,13560,9332,34186,37158,36132,46359,11332,531326,0.2614163486867255
73,"Santa Barbara County, California",418725,131625,5863,4483,20099,23639,22815,48510,6216,287100,0.31434712520150454
74,"Santa Clara County, California",1791365,503746,31120,25271,99244,95199,93826,126384,32702,1287619,0.2812079057031928
75,"Santa Cruz County, California",259002,79778,3667,4172,10999,11599,12409,33347,3585,179224,0.30802078748426653
76,"Shasta County, California",173860,45243,2944,2208,9771,8054,8257,13061,948,128617,0.26022661911883127
77,"Solano County, California",408259,110943,5197,5078,21678,22278,24187,29741,2784,297316,0.2717466118321948
78,"Sonoma County, California",480116,123622,6540,6093,23148,23367,26816,33917,3741,356494,0.2574836081280357
79,"Stanislaus County, California",502212,150499,6832,8056,29695,35408,33227,33821,3460,351713,0.2996722499661498
80,"Sutter County, California",91790,26861,1424,1546,6811,5245,6275,5047,513,64929,0.2926353633293387
81,"Tulare County, California",431474,135873,6463,8028,34493,32080,31514,20882,2413,295601,0.3149042584257684
82,"Ventura County, California",808157,230770,15253,10479,47178,44946,48544,54853,9517,577387,0.28555095111469675
83,"Yolo County, California",196896,74746,3334,2628,9714,9405,10089,32476,7100,122150,0.3796217292377702
84,"Yuba County, California",69042,20915,1549,1415,4540,3784,4810,4258,559,48127,0.3029315489122563
85,"Adams County, Colorado",445749,128160,6678,8703,24853,32405,28583,22723,4215,317589,0.2875160684600526
86,"Arapahoe County, Colorado",583646,163520,10318,7822,32987,34964,35152,31532,10745,420126,0.2801698289716712
87,"Boulder County, Colorado",300725,93735,5126,3065,16267,14137,15105,31773,8262,206990,0.31169673289550254
88,"Denver County, Colorado",622497,151415,12416,8522,30487,25529,23073,36766,14622,471082,0.24323812002306838
89,"Douglas County, Colorado",294429,93426,7956,4918,21621,21728,19805,12587,4811,201003,0.3173124929949156
90,"El Paso County, Colorado",628410,192723,10657,9651,37682,34943,36796,52833,10161,435687,0.3066835346350313
91,"Jefferson County, Colorado",535018,138150,8667,6490,28531,25187,28836,31569,8870,396868,0.2582156114373722
92,"Larimer County, Colorado",306296,92852,3983,3331,14448,15917,14567,35033,5573,213444,0.30314467051479616
93,"Mesa County, Colorado",142217,36304,1938,1846,6279,8687,6750,10442,362,105913,0.2552718732640964
94,"Pueblo County, Colorado",155143,43325,2309,2427,8057,9457,9428,9950,1697,111818,0.2792584905538761
95,"Weld County, Colorado",257123,77005,3595,4363,17885,16836,13745,17311,3270,180118,0.2994870159417866
96,"Fairfield County, Connecticut",909263,254053,19585,11648,52185,51448,59058,46980,13149,655210,0.2794054085561603
97,"Hartford County, Connecticut",869480,235636,15653,11370,44571,47006,51202,53906,11928,633844,0.2710079587799604
98,"Litchfield County, Connecticut",183028,40332,2471,1824,8356,9182,9734,6619,2146,142696,0.22035972638066306
99,"Middlesex County, Connecticut",160388,37454,1991,2079,6633,8064,7911,8915,1861,122934,0.2335212110631718
100,"New Haven County, Connecticut",836440,225699,11753,8667,41799,42721,47321,56851,16587,610741,0.26983286308641385
101,"New London County, Connecticut",265802,66722,4206,3403,13292,12145,14253,16706,2717,199080,0.2510214370095033
102,"Tolland County, Connecticut",147597,48707,1573,2650,5755,8155,7307,20618,2649,98890,0.32999993224794544
103,"Windham County, Connecticut",114524,31159,2018,1433,5939,5858,5993,8842,1076,83365,0.27207397576053927
104,"Kent County, Delaware",163586,46791,2324,2004,8591,10385,8131,13452,1904,116795,0.2860330346117638
105,"New Castle County, Delaware",528636,143733,8380,7262,28270,27570,27696,32964,11591,384903,0.2718940821283454
106,"Sussex County, Delaware",199348,38609,2458,1834,7711,8683,9317,7497,1109,160739,0.1936763850151494
107,"District of Columbia, District of Columbia",620005,162510,13372,8155,22886,18839,22446,50484,26328,457495,0.26211078942911753
108,"Alachua County, Florida",245866,92600,4065,3313,11128,7975,8775,44452,12892,153266,0.37662791927309996
109,"Bay County, Florida",168532,40541,3183,2842,7741,7711,8421,9023,1620,127991,0.24055372273514822
110,"Brevard County, Florida",535670,117560,8673,5760,22852,22380,26203,27389,4303,418110,0.2194634756473202
111,"Broward County, Florida",1776388,470869,29628,21520,92575,94042,95322,109911,27871,1305519,0.2650710317790933
112,"Charlotte County, Florida",161610,24120,1864,768,3654,6461,6820,3474,1079,137490,0.14924819008724707
113,"Citrus County, Florida",136753,22461,1179,745,5032,5645,5936,3205,719,114292,0.16424502570327526
114,"Clay County, Florida",191514,56658,3406,2324,10385,13156,12638,13122,1627,134856,0.2958426015852627
115,"Collier County, Florida",329101,64171,3954,3088,12528,15619,12644,13177,3161,264930,0.19498877244371787
116,"Columbia County, Florida",64896,14405,1523,1207,3109,2951,2749,2699,167,50491,0.22197053747534518
117,"Duval County, Florida",849133,223018,15545,10764,45335,42697,46728,50022,11927,626115,0.2626420124998086
118,"Escambia County, Florida",292314,74248,3801,4809,11935,14199,15276,21626,2602,218066,0.2540008347188297
119,"Flagler County, Florida",97083,21561,995,983,4238,4720,4987,5098,540,75522,0.22208831618305985
120,"Hernando County, Florida",170118,36710,1648,2032,8861,7629,6089,9307,1144,133408,0.2157913918574166
121,"Highlands County, Florida",94906,16351,1159,981,4218,3714,3774,2239,266,78555,0.17228626219627843
122,"Hillsborough County, Florida",1242335,341536,19838,17398,66472,65928,69025,83889,18986,900799,0.2749145761811428
123,"Indian River County, Florida",138553,28420,2319,1020,5971,6230,7236,5203,441,110133,0.20512006235880853
124,"Lake County, Florida",299407,60317,3529,3520,11104,16720,15688,7470,2286,239090,0.2014548758045069
125,"Lee County, Florida",640587,133430,6370,7649,26405,30528,27887,29363,5228,507157,0.20829333096050967
126,"Leon County, Florida",274338,104651,5006,3352,12113,12969,13407,48351,9453,169687,0.3814673869460301
127,"Manatee County, Florida",332028,69198,4769,3382,15816,16118,15100,10560,3453,262830,0.20841013408507716
128,"Marion County, Florida",328795,68297,4375,3871,16785,13149,15305,12650,2162,260498,0.20771909548502868
129,"Martin County, Florida",148019,31373,2095,1389,6283,5740,6619,7861,1386,116646,0.21195251960896913
130,"Miami-Dade County, Florida",2524928,647903,42913,32063,118882,117588,129227,172169,35061,1877025,0.25660256450877017
131,"Monroe County, Florida",73873,12363,1119,342,2321,2001,3251,2835,494,61510,0.16735478456269542
132,"Nassau County, Florida",73555,16498,637,1288,3550,2838,4489,3329,367,57057,0.22429474542859085
133,"Okaloosa County, Florida",188034,46896,5043,2790,8800,9204,9845,8968,2246,141138,0.2494017039471585
134,"Orange County, Florida",1178960,349663,19757,14845,61379,66099,60114,108877,18592,829297,0.2965859740788492
135,"Osceola County, Florida",286044,81590,3877,3832,14746,20637,19985,16047,2466,204454,0.285235837843129
136,"Palm Beach County, Florida",1334047,315209,23116,17639,57572,63451,65460,74327,13644,1018838,0.23628028097960566
137,"Pasco County, Florida",459935,104136,6061,5322,22531,20634,23582,21554,4452,355799,0.22641460206333502
138,"Pinellas County, Florida",903612,179866,9198,9138,35208,37250,36720,42513,9839,723746,0.19905224808878147
139,"Polk County, Florida",603395,144630,7860,7626,33706,33886,31197,26467,3888,458765,0.2396937329609957
140,"Putnam County, Florida",70740,15772,1210,888,4327,3920,3317,1857,253,54968,0.22295730845349165
141,"St. Johns County, Florida",204752,55738,5584,2544,9146,11649,13152,10908,2755,149014,0.27222200515745876
142,"St. Lucie County, Florida",278765,67130,3775,5748,13053,15199,14024,13688,1643,211635,0.240812153606084
143,"Santa Rosa County, Florida",156209,38233,2201,2606,9099,7568,8592,6878,1289,117976,0.24475542382321122
144,"Sarasota County, Florida",381232,66732,4320,2834,13679,13055,17237,13774,1833,314500,0.17504301842447642
145,"Seminole County, Florida",421133,116859,6100,3922,20126,22774,26643,30981,6313,304274,0.27748715963840404
146,"Sumter County, Florida",106055,9099,659,633,1697,1898,2502,1593,117,96956,0.08579510631276224
147,"Volusia County, Florida",487789,107388,5249,5464,20351,19562,20641,32189,3932,380401,0.2201525659660222
148,"Barrow County, Georgia",69101,20947,1406,1030,4340,4799,5000,4037,335,48154,0.30313598934892405
149,"Bartow County, Georgia",98472,28603,2019,1653,5034,7156,8086,4105,550,69869,0.29046835648712327
150,"Bibb County, Georgia",148385,41123,2512,2822,7313,9269,8715,8452,2040,107262,0.27713717693836976
151,"Bulloch County, Georgia",68404,29046,760,447,2975,3790,2620,17675,779,39358,0.42462429097713583
152,"Carroll County, Georgia",108838,34982,2004,1235,6582,6806,7296,10232,827,73856,0.3214134769106378
153,"Catoosa County, Georgia",63285,15760,528,759,2851,4543,3730,2985,364,47525,0.24903215611914356
154,"Chatham County, Georgia",267418,78236,6776,2624,15129,13905,12483,23169,4150,189182,0.29256071019901425
155,"Cherokee County, Georgia",216102,60180,3629,3655,14786,13869,12011,10403,1827,155922,0.27847960685231976
156,"Clarke County, Georgia",116794,50440,1739,1324,5081,4084,4153,28225,5834,66354,0.4318715002483004
157,"Clayton County, Georgia",252311,80976,5292,3344,17710,16101,17922,16721,3886,171335,0.3209372560054853
158,"Cobb County, Georgia",691372,202515,13103,11203,39430,40130,41849,44932,11868,488857,0.2929175610235879
159,"Columbia County, Georgia",130681,38332,1124,1802,8087,9131,9628,7302,1258,92349,0.2933249669041406
160,"Coweta County, Georgia",129276,34450,3329,1352,10257,6690,7206,4749,867,94826,0.2664841115133513
161,"DeKalb County, Georgia",681688,188022,13272,10751,37972,34213,34000,42305,15509,493666,0.2758182629003298
162,"Dougherty County, Georgia",89173,32279,2228,863,6340,5395,5564,10705,1184,56894,0.36198176578112207
163,"Douglas County, Georgia",130509,38106,2371,1473,7924,9413,9331,5350,2244,92403,0.29197986345769256
164,"Fayette County, Georgia",106833,30943,974,1372,6609,6440,8750,5179,1619,75890,0.28963896923235327
165,"Floyd County, Georgia",93031,26201,953,1653,5899,4070,5152,6814,1660,66830,0.28163730369446743
166,"Forsyth County, Georgia",188546,58592,4817,3460,13029,15671,13084,7295,1236,129954,0.3107570566333945
167,"Fulton County, Georgia",947957,284333,23658,12447,53195,50595,50662,72174,21602,663624,0.2999429299008288
168,"Glynn County, Georgia",78141,19313,1890,1103,3350,4964,4475,3335,196,58828,0.24715578249574488
169,"Gwinnett County, Georgia",825714,261428,18217,16287,54771,55747,54431,51084,10891,564286,0.31660841405135437
170,"Hall County, Georgia",179628,49526,3198,2413,11705,12517,10365,7842,1486,130102,0.27571425390250964
171,"Henry County, Georgia",203505,66020,3919,2853,14438,14528,15559,11479,3244,137485,0.32441463354708727
172,"Houston County, Georgia",142812,43038,2989,2195,8838,9652,7643,10372,1349,99774,0.301361230148727
173,"Liberty County, Georgia",59114,16850,802,927,3375,3656,3557,3988,545,42264,0.2850424603308861
174,"Lowndes County, Georgia",106848,39361,2266,2584,5786,5366,6830,14660,1869,67487,0.3683831236897275
175,"Muscogee County, Georgia",194234,61086,3612,4003,9080,12053,11129,18668,2541,133148,0.31449694698147596
176,"Newton County, Georgia",98455,30740,2129,1363,5212,7231,6419,7114,1272,67715,0.3122238586156112
177,"Paulding County, Georgia",141682,45538,2256,2877,10287,9792,9056,9960,1310,96144,0.32140991798534746
178,"Richmond County, Georgia",193538,53616,3141,2892,8892,11435,9927,13479,3850,139922,0.277030867323213
179,"Rockdale County, Georgia",84347,25008,1019,979,5879,5335,7184,3434,1178,59339,0.29648950170130534
180,"Troup County, Georgia",66154,17614,1040,1170,4054,3682,4656,2317,695,48540,0.2662575203313481
181,"Walker County, Georgia",65732,14600,649,1210,3039,3566,3334,2608,194,51132,0.22211403882431693
182,"Walton County, Georgia",81910,21109,918,1263,4390,5333,6077,2959,169,60801,0.2577096813575876
183,"Whitfield County, Georgia",98738,27321,1222,974,7563,6408,5148,5646,360,71417,0.2767019789746602
184,"Hawaii County, Hawaii",184011,44418,2323,2803,7481,9614,10520,9925,1752,139593,0.24138774312405237
185,"Honolulu County, Hawaii",945086,242271,13334,13141,45384,44414,45354,65759,14885,702815,0.25634809953803145
186,"Kauai County, Hawaii",67204,14655,661,916,3857,2845,3318,2253,805,52549,0.2180673769418487
187,"Maui County, Hawaii",154565,37344,3290,2395,7480,8711,7084,7741,643,117221,0.24160709086791965
188,"Ada County, Idaho",403297,116850,6014,6457,22905,26718,22521,27174,5061,286447,0.28973684406281225
189,"Bannock County, Idaho",79382,25745,1631,1188,6401,3677,4358,6925,1565,53637,0.3243178554332216
190,"Bonneville County, Idaho",102009,29672,1520,1664,7334,7364,7014,3933,843,72337,0.29087629522885233
191,"Canyon County, Idaho",190035,56553,1796,4323,14542,12075,13292,8100,2425,133482,0.29759254874102137
192,"Kootenai County, Idaho",138434,33610,1437,1421,7849,8510,8199,5062,1132,104824,0.2427871765606715
193,"Twin Falls County, Idaho",76604,20660,669,1064,5763,4767,4368,3378,651,55944,0.2696987102501175
194,"Adams County, Illinois",64500,14896,681,964,3275,3735,3239,2896,106,49604,0.23094573643410854
195,"Champaign County, Illinois",198350,80617,3141,2462,8197,8555,9227,37458,11577,117733,0.40643811444416433
196,"Cook County, Illinois",5042071,1376342,92433,67101,263435,265634,278103,309325,100311,3665729,0.2729715626773205
197,"DeKalb County, Illinois",100991,37321,1532,1187,4403,5544,6233,14662,3760,63670,0.3695477814854789
198,"DuPage County, Illinois",902809,248332,16586,12039,50380,49293,56491,48935,14608,654477,0.27506593310434435
199,"Kane County, Illinois",505710,152501,9518,9792,32336,33950,34984,26509,5412,353209,0.30155820529552513
200,"Kankakee County, Illinois",108175,30994,2596,1617,6319,6606,5523,7455,878,77181,0.2865172174716894
201,"Kendall County, Illinois",113284,35359,2498,2347,7392,9363,6677,6584,498,77925,0.31212704353659826
202,"Lake County, Illinois",680637,196963,13572,10189,42275,40678,47364,35447,7438,483674,0.2893803892530086
203,"LaSalle County, Illinois",108745,26788,1607,1520,5745,6171,5995,5124,626,81957,0.2463377626557543
204,"McHenry County, Illinois",298390,86041,5114,4093,16571,20454,20966,16326,2517,212349,0.2883508160461141
205,"McLean County, Illinois",168076,57946,1900,2629,9836,8445,7881,24585,2670,110130,0.34476070349127774
206,"Macon County, Illinois",105831,27597,2706,1570,5770,4974,5687,6423,467,78234,0.2607648042634011
207,"Madison County, Illinois",257513,69528,4270,2931,14481,14197,13400,16388,3861,187985,0.2699980195174613
208,"Peoria County, Illinois",180149,48305,2678,3133,8421,10136,10650,10851,2436,131844,0.26813915148016365
209,"Rock Island County, Illinois",141776,35709,2436,2119,8252,6070,6913,8404,1515,106067,0.2518691456946169
210,"St. Clair County, Illinois",256767,73313,5342,3841,13754,14795,14159,17517,3905,183454,0.2855234512223144
211,"Sangamon County, Illinois",191719,49597,3462,2706,10853,10323,9395,9247,3611,142122,0.2586963211783913
212,"Tazewell County, Illinois",131037,32568,2280,1947,6255,8132,6988,6232,734,98469,0.24854048856429864
213,"Vermilion County, Illinois",77272,17555,1405,806,4068,4231,4492,2168,385,59717,0.22718449114815198
214,"Will County, Illinois",657684,203432,12404,10231,42158,44860,45272,40676,7831,454252,0.30931572001143404
215,"Williamson County, Illinois",64584,14700,602,623,3474,3150,3427,3079,345,49884,0.2276105536975102
216,"Winnebago County, Illinois",280383,75217,6042,4037,15207,15969,15940,15385,2637,205166,0.26826519439480995
217,"Allen County, Indiana",348025,102324,6022,4274,22921,20939,21074,23967,3127,245701,0.29401336110911575
218,"Bartholomew County, Indiana",76532,19136,1366,1217,5350,4017,3612,2596,978,57396,0.2500391992891862
219,"Clark County, Indiana",107969,27103,1447,1238,5113,5406,6992,6388,519,80866,0.2510257573933259
220,"Delaware County, Indiana",114058,37537,1620,1259,5563,4419,5569,18080,1027,76521,0.3291044906977152
221,"Elkhart County, Indiana",192104,50580,2952,1997,12578,12642,11972,7294,1145,141524,0.26329488193894973
222,"Floyd County, Indiana",73726,19254,939,885,4144,4449,4179,3503,1155,54472,0.26115617285625153
223,"Grant County, Indiana",66975,18389,740,701,3744,3076,2952,6945,231,48586,0.2745651362448675
224,"Hamilton County, Indiana",284129,85241,7563,5405,20870,19739,17700,11849,2115,198888,0.30000809491463387
225,"Hancock County, Indiana",69872,18380,812,545,3518,5396,3820,2831,1458,51492,0.26305243874513395
226,"Hendricks County, Indiana",147373,38362,1942,2416,6524,9781,10463,6346,890,109011,0.26030548336533826
227,"Howard County, Indiana",79750,20081,1152,1154,4633,4285,4432,3718,707,59669,0.25179937304075234
228,"Johnson County, Indiana",141181,39747,3261,1636,7844,8538,9299,8353,816,101434,0.2815322175080216
229,"Kosciusko County, Indiana",75467,20172,1152,743,4421,4759,4593,4167,337,55295,0.2672956391535373
230,"Lake County, Indiana",474288,128769,10376,6093,28507,26814,28966,24609,3404,345519,0.2714995951826738
231,"LaPorte County, Indiana",107093,24587,1152,1216,5844,5785,5929,4276,385,82506,0.2295855004528774
232,"Madison County, Indiana",126282,30734,1862,2223,5491,7481,7142,5763,772,95548,0.24337593639631935
233,"Marion County, Indiana",887914,241213,13424,10817,52679,52155,45363,56031,10744,646701,0.2716625709246616
234,"Monroe County, Indiana",138095,59416,2061,1008,4807,5063,4970,33311,8196,78679,0.4302545349216119
235,"Morgan County, Indiana",67475,17527,1271,446,3828,4056,4202,3466,258,49948,0.2597554649870322
236,"Porter County, Indiana",161378,43684,2360,2561,9255,8231,8403,10751,2123,117694,0.2706936509313537
237,"St. Joseph County, Indiana",256045,76555,4222,3282,14093,15229,14486,20819,4424,179490,0.29899041184166847
238,"Tippecanoe County, Indiana",173255,68290,2420,2346,9400,6936,6100,33234,7854,104965,0.3941588987330813
239,"Vanderburgh County, Indiana",174974,45251,2487,2774,8707,8879,7741,13533,1130,129723,0.2586155657411958
240,"Vigo County, Indiana",104825,30560,1069,1307,5458,4627,5532,11145,1422,74265,0.29153350822799906
241,"Wayne County, Indiana",65610,16929,674,1050,2611,3744,3676,4701,473,48681,0.2580246913580247
242,"Black Hawk County, Iowa",127686,37172,1516,1892,5462,6161,7599,13290,1252,90514,0.29112040474288486
243,"Dallas County, Iowa",71379,20149,1791,1780,4968,4861,3809,1952,988,51230,0.28228190364112693
244,"Dubuque County, Iowa",92180,26182,2543,1129,4367,5207,4743,7018,1175,65998,0.2840312432197874
245,"Johnson County, Iowa",133927,51748,2590,1764,5797,5692,6065,21937,7903,82179,0.3863896003046436
246,"Linn County, Iowa",208157,58409,3580,2522,11743,11815,11257,14766,2726,149748,0.28060070043284635
247,"Polk County, Iowa",431315,117181,8000,5800,27867,22925,22815,23583,6191,314134,0.2716831086329017
248,"Pottawattamie County, Iowa",89338,23562,2040,1181,5127,4740,4665,4961,848,65776,0.2637399538830061
249,"Scott County, Iowa",163997,44274,2985,3030,8468,9271,9165,8337,3018,119723,0.2699683530796295
250,"Story County, Iowa",89726,41541,1156,1566,2771,4326,2546,25176,4000,48185,0.46297617190112117
251,"Woodbury County, Iowa",97448,28073,1689,1774,5444,5071,6984,6434,677,69375,0.28808184878088827
252,"Butler County, Kansas",63738,19917,1038,1139,3862,4336,4426,4508,608,43821,0.31248234961875176
253,"Douglas County, Kansas",110104,41837,1520,2161,4597,3619,4632,19469,5839,68267,0.3799771125481363
254,"Johnson County, Kansas",543506,156783,11526,9322,34309,30589,33480,28036,9521,386723,0.28846599669552864
255,"Leavenworth County, Kansas",75217,20878,1100,855,4862,4287,4579,3853,1342,54339,0.2775702301341452
256,"Riley County, Kansas",71791,30316,734,635,3044,1932,2988,19069,1914,41475,0.422281344458219
257,"Sedgwick County, Kansas",480948,145682,8569,7799,29236,30261,29101,33323,7393,335266,0.3029059274599333
258,"Shawnee County, Kansas",172206,46729,3024,2306,9690,9543,10435,8793,2938,125477,0.27135523733203254
259,"Wyandotte County, Kansas",152767,43866,1980,3387,10533,10172,8224,7310,2260,108901,0.2871431657360556
260,"Boone County, Kentucky",118902,34248,3259,1567,8189,8291,6223,5210,1509,84654,0.28803552505424634
261,"Bullitt County, Kentucky",74580,18268,1064,648,3468,5200,4956,2288,644,56312,0.24494502547599892
