,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
523,"Wayne County, North Carolina",119443,30383,1308,1331,5319,6957,8287,5901,1280,89060,0.2543723784566697
524,"Wilkes County, North Carolina",66629,14492,892,871,3045,3455,3607,2404,218,52137,0.2175028891323598
525,"Wilson County, North Carolina",78845,21777,957,560,4998,5069,5506,3938,749,57068,0.2762001395142368
526,"Burleigh County, North Dakota",90281,20977,1221,1268,4607,3202,4743,4669,1267,69304,0.23235232219403862
527,"Cass County, North Dakota",170250,47318,1529,1989,9181,7374,7598,15125,4522,122932,0.2779324522760646
528,"Grand Forks County, North Dakota",67699,21380,1158,402,3258,3017,2245,9787,1513,46319,0.31580968699685374
529,"Ward County, North Dakota",65463,17362,808,1436,3469,3582,2970,4298,799,48101,0.2652185203855613
530,"Allen County, Ohio",99821,25924,1730,2059,4702,6181,5926,4670,656,73897,0.2597048717203795
531,"Ashtabula County, Ohio",94209,20474,647,647,5329,4597,5864,2319,1071,73735,0.21732530862231847
532,"Athens County, Ohio",65210,28327,419,776,2271,2031,2141,18989,1700,36883,0.434396564944027
533,"Belmont County, Ohio",65972,13338,872,524,2275,3277,4326,1585,479,52634,0.2021766810161887
534,"Butler County, Ohio",365411,105725,5663,3639,20984,21034,20457,30619,3329,259686,0.28933173878181007
535,"Clark County, Ohio",130006,31205,2230,1683,6765,6273,6811,6030,1413,98801,0.24002738335153762
536,"Clermont County, Ohio",196987,46021,3644,1718,10149,11322,11084,6670,1434,150966,0.23362455390457237
537,"Columbiana County, Ohio",100014,19400,1077,1028,4313,5378,4774,2723,107,80614,0.19397284380186774
538,"Cuyahoga County, Ohio",1205463,299319,17420,13933,55525,58662,65003,66265,22511,906144,0.24830210466849667
539,"Delaware County, Ohio",193921,58071,4520,3258,11511,12729,13672,9368,3013,135850,0.29945699537440507
540,"Erie County, Ohio",72051,16637,1420,544,3342,3815,3400,3139,977,55414,0.23090588610845095
541,"Fairfield County, Ohio",149562,37592,1804,1595,9272,7581,10157,5642,1541,111970,0.25134726735400703
542,"Franklin County, Ohio",1235767,332296,19977,16255,69011,59889,64221,77044,25899,903471,0.2688985868695312
543,"Geauga County, Ohio",91137,20777,1245,1034,4344,5769,5275,2418,692,70360,0.22797546550797151
544,"Greene County, Ohio",160364,49097,2259,2535,6333,8177,7246,18365,4182,111267,0.30615973659923673
545,"Hamilton County, Ohio",781746,202667,12840,10444,41156,41295,40463,45045,11424,579079,0.25924916788829105
546,"Hancock County, Ohio",72259,17219,532,1110,4023,3468,3737,3518,831,55040,0.23829557563763684
547,"Jefferson County, Ohio",64057,14175,734,392,2510,4009,2860,2920,750,49882,0.2212872910064474
548,"Lake County, Ohio",223118,51973,2580,2538,9411,11621,13733,9893,2197,171145,0.2329395207916887
549,"Licking County, Ohio",167557,40267,1877,2362,8071,9805,9712,7538,902,127290,0.24031822006839462
550,"Lorain County, Ohio",296887,73251,4314,3021,14827,15234,18258,15718,1879,223636,0.24673023743040282
551,"Lucas County, Ohio",413887,107883,6218,5679,22474,21037,24212,21380,6883,306004,0.2606581023322791
552,"Mahoning County, Ohio",223036,50378,3586,1955,9679,11040,12670,9583,1865,172658,0.2258738499614412
553,"Marion County, Ohio",62648,15031,869,295,3096,3307,4207,2723,534,47617,0.23992785084918913
554,"Medina County, Ohio",172163,41617,2972,2548,8488,9693,9621,6985,1310,130546,0.24173022077914535
555,"Miami County, Ohio",101606,24742,2284,1126,4534,6407,5743,3336,1312,76864,0.24350924158022164
556,"Montgomery County, Ohio",512444,132560,7601,5224,25471,26992,26720,33021,7531,379884,0.25868192426879816
557,"Muskingum County, Ohio",83428,20837,1942,1141,5052,3793,3968,4295,646,62591,0.2497602723306324
558,"Portage County, Ohio",157942,45594,2036,2003,7081,6222,8225,16680,3347,112348,0.28867558977346114
559,"Richland County, Ohio",116850,25814,1301,612,5272,8012,6072,3771,774,91036,0.22091570389388104
560,"Ross County, Ohio",74776,15847,768,895,4333,2813,4440,2313,285,58929,0.21192628650904033
561,"Scioto County, Ohio",72979,16608,653,1306,3448,4285,3766,2841,309,56371,0.22757231532358624
562,"Stark County, Ohio",361036,86592,5909,3692,17051,19754,18913,17676,3597,274444,0.23984311813780343
563,"Summit County, Ohio",523444,124618,8005,5800,26594,23949,26178,27355,6737,398826,0.23807322273251771
564,"Trumbull County, Ohio",193113,40912,2261,1597,8705,10187,10253,6275,1634,152201,0.2118552350178393
565,"Tuscarawas County, Ohio",89090,19400,1529,750,5407,4720,4573,1771,650,69690,0.21775732405432707
566,"Warren County, Ohio",219955,58644,3997,1778,14082,13815,13605,8907,2460,161311,0.2666181718987975
567,"Wayne County, Ohio",111696,26247,1497,1836,5957,5713,4973,5569,702,85449,0.23498603351955308
568,"Wood County, Ohio",126389,39363,1722,1520,6611,6181,5580,15283,2466,87026,0.3114432426872592
569,"Canadian County, Oklahoma",134572,39433,2760,3101,7683,7925,8728,7699,1537,95139,0.29302529500936303
570,"Cleveland County, Oklahoma",270458,85876,3486,2748,12851,16906,14224,27811,7850,184582,0.31752065015640135
571,"Comanche County, Oklahoma",116331,30555,2352,1248,7214,6040,6345,5841,1515,85776,0.2626556979652887
572,"Creek County, Oklahoma",69011,16421,1079,1171,3607,4023,4265,1956,320,52590,0.23794757357522714
573,"Muskogee County, Oklahoma",66358,16647,1171,592,4220,3748,3931,2562,423,49711,0.25086651195033005
574,"Oklahoma County, Oklahoma",748933,204919,13644,10317,45353,44293,41026,41854,8432,544014,0.27361459569814656
575,"Payne County, Oklahoma",78204,34567,1052,1346,3656,3126,3105,17953,4329,43637,0.442010638842003
576,"Pottawatomie County, Oklahoma",69896,19316,1299,1112,4443,3584,4326,4023,529,50580,0.2763534393956736
577,"Rogers County, Oklahoma",88359,22430,1724,1109,4380,5580,5283,3788,566,65929,0.25385076789008476
578,"Tulsa County, Oklahoma",618826,168470,12810,9846,38048,35398,34553,30433,7382,450356,0.27224130854230427
579,"Wagoner County, Oklahoma",76097,19946,1116,1103,4455,4603,5020,3111,538,56151,0.2621128296779111
580,"Benton County, Oregon",89190,35463,1617,658,2697,3647,3755,18783,4306,53727,0.3976118398923646
581,"Clackamas County, Oregon",400604,96214,6917,5012,18308,22260,23209,16604,3904,304390,0.2401723397669519
582,"Deschutes County, Oregon",181301,34160,2182,2113,6514,8779,8218,5126,1228,147141,0.1884159491674067
583,"Douglas County, Oregon",106759,20489,2244,1036,5448,4455,4139,2729,438,86270,0.19191824576850663
584,"Jackson County, Oregon",210100,45712,2353,2037,9974,10988,11052,8249,1059,164388,0.21757258448357925
585,"Josephine County, Oregon",83541,16056,1293,721,4466,3006,3585,2794,191,67485,0.19219305490717134
586,"Klamath County, Oregon",64775,14914,932,503,3635,2855,3240,3230,519,49861,0.23024314936318024
587,"Lane County, Oregon",363677,89341,4134,2245,17247,15329,17264,27642,5480,274336,0.24566029746175866
588,"Linn County, Oregon",120113,25046,767,1471,7081,6545,5764,3155,263,95067,0.2085203100413777
589,"Marion County, Oregon",328055,83573,3342,4694,19151,19163,19405,14991,2827,244482,0.25475301397631495
590,"Multnomah County, Oregon",780549,180249,12443,6922,36329,31409,33805,45013,14328,600300,0.23092592521417618
591,"Polk County, Oregon",80458,22683,572,883,4042,4864,6076,5418,828,57775,0.2819234880310224
592,"Umatilla County, Oregon",73168,19333,537,758,4123,4151,5777,3436,551,53835,0.2642275311611634
593,"Washington County, Oregon",568240,149198,10423,7374,30570,31564,31358,30632,7277,419042,0.26256159369280585
594,"Yamhill County, Oregon",102460,27189,1628,1369,5498,5873,4697,7671,453,75271,0.2653620925239118
595,"Adams County, Pennsylvania",99337,22867,967,1076,4309,5066,4717,6078,654,76470,0.23019620081137945
596,"Allegheny County, Pennsylvania",1183641,272034,19253,10119,48308,54884,52209,62276,24985,911607,0.22982813200962116
597,"Armstrong County, Pennsylvania",63884,12411,718,697,2986,2700,3047,2069,194,51473,0.1942739966188717
598,"Beaver County, Pennsylvania",161416,34851,3058,1531,7599,6972,8125,6618,948,126565,0.21590796451405064
599,"Berks County, Pennsylvania",402315,100353,4512,3673,21879,21347,22457,22188,4297,301962,0.24943887252526006
600,"Blair County, Pennsylvania",120629,27402,2945,1249,5052,6262,6127,4864,903,93227,0.2271593066343914
601,"Bucks County, Pennsylvania",609646,142033,8723,6153,28299,32116,34288,24674,7780,467613,0.23297618618017668
602,"Butler County, Pennsylvania",181533,42429,3014,1324,8142,9515,9769,8761,1904,139104,0.23372609938688835
603,"Cambria County, Pennsylvania",129467,27940,1617,1383,5558,5653,5999,6691,1039,101527,0.21580788926908015
604,"Carbon County, Pennsylvania",62870,12712,1070,549,2661,3343,3309,1403,377,50158,0.20219500556704312
605,"Centre County, Pennsylvania",158474,59875,1886,1504,4725,6053,5359,34119,6229,98599,0.3778222295139897
606,"Chester County, Pennsylvania",501551,133817,9131,4963,26697,30014,27922,26650,8440,367734,0.26680636665064966
607,"Clearfield County, Pennsylvania",77165,13596,746,873,3424,3153,3486,1610,304,63569,0.17619387027797576
608,"Columbia County, Pennsylvania",64221,17852,842,745,2141,3298,3017,7403,406,46369,0.2779776085704053
609,"Crawford County, Pennsylvania",83579,17667,1087,935,3966,3776,4146,3229,528,65912,0.21138084925639217
610,"Cumberland County, Pennsylvania",242615,59586,3224,4062,12758,9490,11140,14448,4464,183029,0.24559899429136697
611,"Dauphin County, Pennsylvania",265394,58751,3401,3532,11243,13788,14446,9020,3321,206643,0.22137275145632532
612,"Delaware County, Pennsylvania",544830,143190,9842,6649,26165,27789,29905,36557,6283,401640,0.26281592423324707
613,"Erie County, Pennsylvania",265699,66998,3822,3470,13591,12665,12351,16740,4359,198701,0.25215751658831986
614,"Fayette County, Pennsylvania",127814,25208,1463,1188,5639,6208,5597,4424,689,102606,0.1972240912576087
615,"Franklin County, Pennsylvania",149541,35294,2026,1895,7499,7945,9490,4809,1630,114247,0.236015540888452
616,"Indiana County, Pennsylvania",82701,20670,925,539,3220,3980,3427,7693,886,62031,0.24993651830086697
617,"Lackawanna County, Pennsylvania",204859,48926,3325,2033,10153,9888,10067,10738,2722,155933,0.23882768147848032
618,"Lancaster County, Pennsylvania",520421,118218,6406,6253,28673,26799,23037,21801,5249,402203,0.2271583967595466
619,"Lawrence County, Pennsylvania",85051,18066,1232,793,4030,4024,3908,3738,341,66985,0.21241372823364804
620,"Lebanon County, Pennsylvania",134504,29690,1438,1006,7397,7245,6918,4528,1158,104814,0.22073692975673587
621,"Lehigh County, Pennsylvania",354125,89326,4681,4689,16468,21816,20135,18669,2868,264799,0.2522442640310625
622,"Luzerne County, Pennsylvania",308608,66144,4065,3149,13586,13509,15264,14573,1998,242464,0.21433015346329323
623,"Lycoming County, Pennsylvania",110205,24827,974,635,5562,5477,4715,6967,497,85378,0.22528015970237286
624,"Mercer County, Pennsylvania",108602,24178,1811,862,4673,4672,6403,5350,407,84424,0.22262941750612328
625,"Monroe County, Pennsylvania",164599,37702,1974,1582,6451,7685,9925,8582,1503,126897,0.22905363945102947
626,"Montgomery County, Pennsylvania",799994,201050,16472,7806,39492,41069,44608,36398,15205,598944,0.25131438485788643
627,"Northampton County, Pennsylvania",295212,73233,3820,2839,14179,14547,14812,19863,3173,221979,0.2480691841795049
628,"Northumberland County, Pennsylvania",89154,15796,783,1013,3547,4152,4025,1994,282,73358,0.17717657087735827
629,"Philadelphia County, Pennsylvania",1517859,396926,26951,20565,76528,70621,70458,94540,37263,1120933,0.26150386827762
630,"Schuylkill County, Pennsylvania",138618,27442,1333,1383,6328,6367,7387,3807,837,111176,0.1979685177971115
631,"Somerset County, Pennsylvania",72885,13709,571,1032,3121,2741,4145,1807,292,59176,0.1880908280167387
632,"Washington County, Pennsylvania",201626,44711,3734,2668,8832,9147,9645,9439,1246,156915,0.2217521549800125
633,"Westmoreland County, Pennsylvania",343927,71400,5001,2491,13850,16130,16009,13956,3963,272527,0.20760219465177204
634,"York County, Pennsylvania",430681,99999,5073,4865,21739,22599,22949,19178,3596,330682,0.23218809281115257
635,"Kent County, Rhode Island",158629,34188,2104,1213,6272,7881,6658,8219,1841,124441,0.2155217520125576
636,"Newport County, Rhode Island",81405,16631,862,772,2600,3391,2854,5255,897,64774,0.20429949020330446
637,"Providence County, Rhode Island",615056,161720,7419,6085,30416,29655,28988,49843,9314,453336,0.2629354075076091
638,"Washington County, Rhode Island",124045,34730,1578,975,4368,5493,6325,13587,2404,89315,0.2799790398645653
639,"Aiken County, South Carolina",163014,36409,1428,2696,8348,9437,5688,8038,774,126605,0.22334891481713226
640,"Anderson County, South Carolina",191561,45564,2651,2271,10644,8556,11057,9097,1288,145997,0.23785634863046237
641,"Beaufort County, South Carolina",179836,36835,2233,1399,7833,9394,6602,8061,1313,143001,0.20482550768477947
642,"Berkeley County, South Carolina",208450,52826,2262,2686,13029,10670,12565,10327,1287,155624,0.25342288318541617
643,"Charleston County, South Carolina",388685,90957,6781,5548,19345,14998,15815,22592,5878,297728,0.2340121177817513
644,"Darlington County, South Carolina",64786,14439,215,1332,4178,2781,3527,2087,319,50347,0.22287222548081376
645,"Dorchester County, South Carolina",150985,42562,2152,2763,8362,9148,10247,8902,988,108423,0.2818955525383316
646,"Florence County, South Carolina",133095,34451,1243,2177,7795,7309,7696,7275,956,98644,0.2588451857695631
647,"Greenville County, South Carolina",486772,121223,6271,8626,28671,24134,24172,24936,4413,365549,0.2490344555561947
648,"Greenwood County, South Carolina",68296,17303,842,1486,3720,2788,3188,4682,597,50993,0.25335305142321657
649,"Horry County, South Carolina",323835,64942,3608,3159,13375,14471,14148,13877,2304,258893,0.20054039865981133
650,"Kershaw County, South Carolina",63217,15397,817,1048,2513,3692,4295,2866,166,47820,0.24355790372842748
651,"Lancaster County, South Carolina",89030,19618,1071,1022,5537,4345,4065,2871,707,69412,0.22035269010445918
652,"Laurens County, South Carolina",64606,15705,794,1412,3571,3175,3563,2821,369,48901,0.24308887719406866
653,"Lexington County, South Carolina",280987,68558,3974,5354,14447,16629,15233,10117,2804,212429,0.24398993547744202
654,"Oconee County, South Carolina",74957,15957,689,958,4141,2920,3391,3534,324,59000,0.21288205237669597
655,"Orangeburg County, South Carolina",84775,22445,322,1004,4003,4887,5159,6024,1046,62330,0.2647596579180183
656,"Pickens County, South Carolina",119773,37192,932,1403,5165,6511,6163,14773,2245,82581,0.3105207350571498
657,"Richland County, South Carolina",396318,114263,4444,5739,18957,21304,19399,37366,7054,282055,0.2883114064968031
658,"Spartanburg County, South Carolina",295752,74760,3224,3973,14888,18375,15164,15890,3246,220992,0.2527793556763775
659,"Sumter County, South Carolina",103419,26616,1878,1753,5267,6598,6072,4556,492,76803,0.25736083311577174
660,"York County, South Carolina",258170,67982,3634,3175,15355,14752,16113,12158,2795,190188,0.26332261688035014
661,"Minnehaha County, South Dakota",180858,45491,3861,2847,10974,9917,9012,7184,1696,135367,0.2515288237180551
662,"Pennington County, South Dakota",106301,26451,1735,1663,4872,5083,6202,5563,1333,79850,0.24883114928363798
663,"Anderson County, Tennessee",74600,16517,1374,692,2801,4602,4410,2276,362,58083,0.22140750670241288
664,"Blount County, Tennessee",126291,26314,968,1383,5888,5656,6253,5643,523,99977,0.20836005732791726
665,"Bradley County, Tennessee",101768,26670,859,1601,5146,5104,5217,8116,627,75098,0.2620666614259885
666,"Davidson County, Tennessee",662757,164807,9850,7671,33422,29558,29272,38069,16965,497950,0.2486688182848314
667,"Greene County, Tennessee",67246,14482,684,387,3092,3010,3865,2996,448,52764,0.2153585343366148
668,"Hamilton County, Tennessee",349542,81381,5000,4458,17127,17732,13990,19890,3184,268161,0.23282180682149783
669,"Knox County, Tennessee",445981,115681,4908,5837,21574,22274,21015,32812,7261,330300,0.2593854895163695
670,"Madison County, Tennessee",94489,24881,1345,1186,2984,6206,5770,7229,161,69608,0.26332165648911515
671,"Maury County, Tennessee",87953,20195,1118,761,3793,5770,4882,3459,412,67758,0.22961126965538411
672,"Montgomery County, Tennessee",189870,56709,2914,3239,11851,10295,10662,14116,3632,133161,0.29867277610997
673,"Putnam County, Tennessee",74925,20716,450,578,2637,4672,3344,8667,368,54209,0.27648982315648984
674,"Robertson County, Tennessee",66936,14824,233,1035,3379,2809,5057,1775,536,52112,0.22146528026771842
675,"Rutherford County, Tennessee",304880,84641,5259,3892,17252,18672,17239,18455,3872,220239,0.2776207032274993
676,"Sevier County, Tennessee",94189,19587,810,1255,4089,5092,4900,2988,453,74602,0.2079542197071845
677,"Shelby County, Tennessee",900669,238011,13788,12751,50807,50615,51276,45647,13127,662658,0.2642602332266349
678,"Sullivan County, Tennessee",152930,29869,1798,2170,6783,6716,7411,4585,406,123061,0.19531158046164912
679,"Sumner County, Tennessee",177113,42532,2206,2590,9047,10415,9911,6586,1777,134581,0.24014047528978674
680,"Washington County, Tennessee",124175,31196,1123,1360,4962,6826,5150,8986,2789,92979,0.2512260922085766
681,"Williamson County, Tennessee",217373,63297,4738,4672,13132,13663,15749,8796,2547,154076,0.29119071825847737
682,"Wilson County, Tennessee",131987,32308,2480,2430,6652,7644,7852,3817,1433,99679,0.24478168304454226
683,"Angelina County, Texas",84303,21900,1020,1203,6207,4681,5057,3429,303,62403,0.25977723212697057
684,"Bastrop County, Texas",81937,20207,402,957,4446,5480,6160,2058,704,61730,0.24661630276920074
685,"Bell County, Texas",328233,100551,5428,4810,21345,21222,19467,22715,5564,227682,0.3063403131312208
686,"Bexar County, Texas",1877138,540179,32287,29060,113991,109955,111940,115289,27657,1336959,0.2877673351666207
687,"Bowie County, Texas",90946,23222,1791,1161,5513,5293,5012,3956,496,67724,0.2553383326369494
688,"Brazoria County, Texas",345225,96732,5291,4463,23775,20915,21245,16337,4706,248493,0.28019986965022814
689,"Brazos County, Texas",215151,95477,3215,2403,11137,9941,10203,49032,9546,119674,0.4437674005698323
690,"Cameron County, Texas",403328,126318,8892,7206,27173,29474,29190,21434,2949,277010,0.31318926531259916
691,"Collin County, Texas",935668,274862,17307,12559,59157,60798,62812,48616,13613,660806,0.29376017989286796
692,"Comal County, Texas",136039,32589,1445,1266,6687,9084,7361,5244,1502,103450,0.2395563037070252
693,"Coryell County, Texas",72030,19034,1723,581,3328,4571,4504,3450,877,52996,0.264251006525059
694,"Dallas County, Texas",2501123,696912,41772,36011,153231,159776,150739,123524,31859,1804211,0.2786396350759239
695,"Denton County, Texas",802984,237192,13891,11200,47868,49609,47703,54072,12849,565792,0.2953882020065157
696,"Ector County, Texas",148582,44033,3307,3562,9878,9974,9685,6386,1241,104549,0.29635487474929667
697,"Ellis County, Texas",166663,47088,1804,2977,11400,10202,10991,7624,2090,119575,0.28253421575274656
698,"El Paso County, Texas",798757,253067,10832,12717,49553,54090,54542,60240,11093,545690,0.3168260184261296
699,"Fort Bend County, Texas",733754,229030,15109,9992,46222,53664,49182,44176,10685,504724,0.3121345846155523
700,"Galveston County, Texas",321686,85187,4544,3082,20377,17174,19395,14819,5796,236499,0.2648141355234608
701,"Grayson County, Texas",126569,32478,1525,1912,7268,7003,6679,7483,608,94091,0.25660311766704325
702,"Gregg County, Texas",117343,30281,2087,1255,8557,6788,6046,5323,225,87062,0.2580554442957825
703,"Guadalupe County, Texas",153990,41089,2694,2151,8154,9718,9744,7618,1010,112901,0.2668290148710955
704,"Harris County, Texas",4438062,1277397,71858,68304,281099,273954,276145,247041,58996,3160665,0.2878276599110152
705,"Harrison County, Texas",64254,17307,1755,207,2533,5375,4193,2488,756,46947,0.26935288075450553
706,"Hays County, Texas",207926,70184,3503,2532,10267,11804,10741,27152,4185,137742,0.33754316439502513
707,"Henderson County, Texas",78165,16268,1149,824,3732,3978,3541,2733,311,61897,0.20812384059361608
708,"Hidalgo County, Texas",812684,273957,16196,16210,62814,61447,64970,45613,6707,538727,0.33710150562826385
709,"Hunt County, Texas",90641,26698,1408,1370,5597,5121,4763,7392,1047,63943,0.29454661797641246
710,"Jefferson County, Texas",247544,60659,2894,4783,13958,11611,13303,12622,1488,186885,0.24504330543256955
711,"Johnson County, Texas",161761,28213,1681,1747,7028,7109,5656,4246,746,133548,0.1744116319755689
712,"Kaufman County, Texas",117829,34036,2573,1666,8072,7862,7821,4991,1051,83793,0.28885927912483345
713,"Liberty County, Texas",79109,18666,2001,1219,4155,4653,4739,1899,0,60443,0.23595292571009618
714,"Lubbock County, Texas",293390,101352,4784,3700,13796,20050,16547,36547,5928,192038,0.34545144687958007
715,"McLennan County, Texas",241514,75098,4213,3942,12567,13413,14168,24624,2171,166416,0.31094677741248955
716,"Midland County, Texas",157559,41779,2560,2243,11151,10591,8758,5633,843,115780,0.2651641607270927
717,"Montgomery County, Texas",549009,151597,12297,8160,34388,33497,37325,20870,5060,397412,0.2761284423388323
718,"Nacogdoches County, Texas",63660,22048,566,815,3460,3857,3857,8649,844,41612,0.34633993088281495
719,"Nueces County, Texas",347228,95429,4900,4948,21086,20292,20695,20931,2577,251799,0.27483094681304504
720,"Orange County, Texas",81626,20900,1525,1582,4721,4334,5404,2972,362,60726,0.2560458677382207
721,"Parker County, Texas",128717,34090,1957,1276,7783,7707,8105,6231,1031,94627,0.264844581523808
722,"Potter County, Texas",114951,30855,2113,1294,8291,6771,7397,3617,1372,84096,0.26841871754051727
723,"Randall County, Texas",129391,38743,2152,1807,6493,7588,7512,10996,2195,90648,0.29942577149879046
724,"Rockwall County, Texas",93307,28196,929,1104,6846,5943,8460,3509,1405,65111,0.3021852594124771
725,"San Patricio County, Texas",63743,16413,538,568,4195,4827,4180,1950,155,47330,0.25748709662237423
726,"Smith County, Texas",219058,60952,2063,4261,12855,12699,13014,14008,2052,158106,0.2782459439965671
727,"Tarrant County, Texas",1968016,567982,37882,26850,122585,122526,125149,108105,24885,1400034,0.2886063934439557
728,"Taylor County, Texas",130288,35100,1702,1522,7121,8423,5928,9356,1048,95188,0.2694031683654673
729,"Tom Green County, Texas",113613,29800,1598,1722,6280,6074,6333,6844,949,83813,0.26229392763152104
730,"Travis County, Texas",1178768,315345,21621,14201,62360,63200,53850,77565,22548,863423,0.2675208353128012
731,"Victoria County, Texas",88627,22142,1109,1269,5735,4800,5091,3312,826,66485,0.24983357216198224
732,"Walker County, Texas",70408,21722,799,367,3054,2419,2159,12509,415,48686,0.3085160777184411
733,"Webb County, Texas",259146,89411,4263,6851,18555,21781,20314,15764,1883,169735,0.3450217252050967
734,"Wichita County, Texas",127722,34217,1694,2185,7091,6084,6727,9161,1275,93505,0.2679021625091997
735,"Williamson County, Texas",527369,147168,10397,6516,30792,36952,34731,23406,4374,380201,0.279060771490171
736,"Wise County, Texas",63756,16184,1319,360,3329,3818,4604,2489,265,47572,0.25384277558190604
737,"Cache County, Utah",118200,52226,2464,1828,8027,9207,9354,18968,2378,65974,0.44184433164128595
738,"Davis County, Utah",329274,110071,6207,6345,25874,27035,23020,17767,3823,219203,0.3342839094492733
739,"Salt Lake County, Utah",1084107,330127,21678,17929,69713,68251,67499,66999,18058,753980,0.3045151447227995
740,"Tooele County, Utah",64344,20739,1410,703,6284,4204,5041,2654,443,43605,0.3223144349123461
741,"Utah County, Utah",573077,235767,13785,11110,46078,45292,44602,65379,9521,337310,0.4114054481334969
742,"Washington County, Utah",158697,44178,2374,1667,11545,8937,9365,9364,926,114519,0.2783795534887238
743,"Weber County, Utah",239875,73935,3631,3560,16157,15844,16468,16008,2267,165940,0.30822303282959873
744,"Chittenden County, Vermont",157728,44194,2532,2080,5324,7209,6075,16684,4290,113534,0.28019121525664437
745,"Albemarle County, Virginia",104492,31945,1362,1069,5432,4631,5409,10418,3624,72547,0.3057171840906481
746,"Arlington County, Virginia",227424,51055,5050,2425,10062,8409,7222,7783,10104,176369,0.22449257774025608
747,"Augusta County, Virginia",72642,14684,502,786,3534,3118,4247,1585,912,57958,0.2021420115084937
748,"Bedford County, Virginia",76136,16053,953,1030,3020,3299,3620,2608,1523,60083,0.2108463801618157
749,"Chesterfield County, Virginia",331841,85895,4971,4769,17311,18555,20686,15161,4442,245946,0.2588438438890915
750,"Fairfax County, Virginia",1105398,308996,21166,16039,57341,59812,65580,64595,24463,796402,0.2795337064116273
751,"Fauquier County, Virginia",67139,17727,1172,1225,3952,3242,4564,3119,453,49412,0.2640343168650114
752,"Frederick County, Virginia",84187,21849,1117,548,4765,4993,6057,3333,1036,62338,0.2595293810208227
753,"Hanover County, Virginia",102740,27258,2026,1597,4881,5911,6159,5238,1446,75482,0.2653104925053533
754,"Henrico County, Virginia",316188,77143,4236,3564,15485,19287,17493,12161,4917,239045,0.24397826609485496
755,"James City County, Virginia",73885,17818,860,969,3896,3725,3803,3069,1496,56067,0.24115855721729715
756,"Loudoun County, Virginia",381270,117503,8776,6004,27360,26578,24592,16444,7749,263767,0.3081884229024051
757,"Montgomery County, Virginia",94796,40311,1038,937,2935,2603,2796,25774,4228,54485,0.4252394615806574
758,"Prince William County, Virginia",443383,132133,8407,7052,26730,27855,28798,24030,9261,311250,0.298010974710352
759,"Roanoke County, Virginia",91519,21514,1737,894,4684,3856,5107,3892,1344,70005,0.2350768692839738
760,"Rockingham County, Virginia",78073,18006,1433,1308,3417,3913,4259,3208,468,60067,0.23063030753269376
761,"Spotsylvania County, Virginia",127605,34832,1339,2051,6187,8271,9092,5813,2079,92773,0.2729673602131578
762,"Stafford County, Virginia",140675,43888,2292,1544,8021,9760,10702,7903,3666,96787,0.31198151768260174
763,"York County, Virginia",65877,18308,1304,771,3560,4956,3458,2928,1331,47569,0.27791186605340257
764,"Alexandria city, Virginia",153920,31511,2515,1808,4842,5317,5711,6714,4604,122409,0.20472323284823285
765,"Chesapeake city, Virginia",231256,64859,3713,3967,12208,14542,13107,13550,3772,166397,0.280464074445636
766,"Hampton city, Virginia",129946,35399,2002,1157,5437,7787,7142,10488,1386,94547,0.27241315623412804
767,"Lynchburg city, Virginia",77312,29728,964,583,3411,3393,3941,15316,2120,47584,0.3845198675496689
768,"Newport News city, Virginia",170921,47717,2888,3280,9523,6376,8507,14814,2329,123204,0.2791757595614348
769,"Norfolk city, Virginia",236335,65102,3750,2560,11202,9384,8566,24369,5271,171233,0.2754649120951192
770,"Portsmouth city, Virginia",90514,22533,1236,1272,4805,5171,5350,3852,847,67981,0.2489449145988466
771,"Richmond city, Virginia",218417,54958,2657,2337,7728,9024,7171,20255,5786,163459,0.25161960836381786
772,"Roanoke city, Virginia",95748,19761,1482,1711,4279,4955,3634,2757,943,75987,0.2063855119689184
773,"Suffolk city, Virginia",86364,21930,1135,652,5988,4760,4205,4233,957,64434,0.2539252466305405
774,"Virginia Beach city, Virginia",433638,115671,7572,6253,23021,21089,21017,30063,6656,317967,0.2667455342935813
775,"Benton County, Washington",190291,52619,3194,3649,13720,9976,13076,7216,1788,137672,0.27651859520418726
776,"Chelan County, Washington",74043,19229,894,2100,3141,4426,5468,2652,548,54814,0.2597004443363991
777,"Clallam County, Washington",73185,12505,539,739,3381,2183,2649,2120,894,60680,0.17086834733893558
778,"Clark County, Washington",456709,114079,5695,5525,27983,25816,26820,19068,3172,342630,0.24978487395693977
779,"Cowlitz County, Washington",103558,25203,2032,1123,4536,6997,5899,3871,745,78355,0.2433708646362425
780,"Franklin County, Washington",87482,28395,2142,927,7287,6833,5546,5262,398,59087,0.3245810566745159
781,"Grant County, Washington",91900,26702,2158,1605,7103,5899,6617,3146,174,65198,0.2905549510337323
782,"Grays Harbor County, Washington",70482,14593,1118,904,3965,2851,3431,2227,97,55889,0.20704577055134643
783,"Island County, Washington",80396,15701,1453,702,3449,3249,2750,2994,1104,64695,0.19529578585999302
784,"King County, Washington",2115012,497411,37867,29514,101390,91538,93613,108599,34890,1617601,0.23518117154890847
