,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
523,"Wayne County, North Carolina",118065,30077,1476,1054,5800,7890,6235,6595,1027,87988,0.25474950239274974
524,"Wilkes County, North Carolina",66414,13115,861,581,3100,3048,3141,2197,187,53299,0.19747342427801368
525,"Wilson County, North Carolina",79237,21462,1389,1305,4880,3753,5345,4323,467,57775,0.2708583111425218
526,"Burleigh County, North Dakota",91497,22232,1578,529,4753,4994,3841,4867,1670,69265,0.24298064417412593
527,"Cass County, North Dakota",173702,52427,4094,2260,9887,7797,7408,17652,3329,121275,0.30182151040287386
528,"Grand Forks County, North Dakota",67761,21617,514,880,3524,3064,2410,9645,1580,46144,0.31901831436962264
529,"Ward County, North Dakota",65153,15302,728,829,3560,3788,2879,3370,148,49851,0.2348625542952742
530,"Allen County, Ohio",99018,26558,2002,1034,4732,5393,5838,7123,436,72460,0.2682138601062433
531,"Ashtabula County, Ohio",93463,17621,907,541,3800,4968,4246,2590,569,75842,0.18853450028353466
532,"Athens County, Ohio",64229,26183,492,216,1450,2830,2130,16678,2387,38046,0.40765074966136794
533,"Belmont County, Ohio",65007,13558,759,1024,2365,3098,3649,2296,367,51449,0.20856215484486287
534,"Butler County, Ohio",369509,105415,5232,5102,16891,21632,23192,28624,4742,264094,0.2852839849638304
535,"Clark County, Ohio",130440,31526,2236,1307,6256,7883,7531,5437,876,98914,0.24168966574670347
536,"Clermont County, Ohio",197675,47127,2925,3122,11404,9907,10242,8088,1439,150548,0.23840647527507272
537,"Columbiana County, Ohio",99770,21891,2003,927,4481,5011,5329,3161,979,77879,0.2194146537035181
538,"Cuyahoga County, Ohio",1201645,286690,16972,14221,53417,59746,63639,61197,17498,914955,0.23858127816451613
539,"Delaware County, Ohio",198473,55589,3772,3084,11797,13078,14112,7224,2522,142884,0.28008343704181426
540,"Erie County, Ohio",72298,13968,989,615,2820,3173,3714,2396,261,58330,0.19320036515532932
541,"Fairfield County, Ohio",150668,38251,1990,1098,7932,8589,10206,6621,1815,112417,0.2538760718931691
542,"Franklin County, Ohio",1254679,337174,22197,17612,65641,66171,61978,81130,22445,917505,0.26873327759530524
543,"Geauga County, Ohio",91337,20111,1162,677,4830,5039,4942,2850,611,71226,0.2201845911295532
544,"Greene County, Ohio",162483,47120,2353,1376,7514,7935,8652,15736,3554,115363,0.2899995691856994
545,"Hamilton County, Ohio",783416,209187,13114,7499,41266,43740,42202,45007,16359,574229,0.2670190550103649
546,"Hancock County, Ohio",72747,18695,1207,932,3618,3552,4058,4193,1135,54052,0.2569865424003739
547,"Jefferson County, Ohio",63815,13526,624,419,2415,3819,2728,3088,433,50289,0.21195643657447308
548,"Lake County, Ohio",224150,49337,3472,3106,9150,10139,13120,8376,1974,174813,0.2201070711577069
549,"Licking County, Ohio",169600,43056,2559,2158,10026,9042,9022,8472,1777,126544,0.25386792452830187
550,"Lorain County, Ohio",298844,72153,4577,3250,13135,14761,17816,14992,3622,226691,0.24144035014924176
551,"Lucas County, Ohio",415579,103912,6646,5982,19461,23406,21893,22108,4416,311667,0.2500415083534057
552,"Mahoning County, Ohio",222331,50779,3491,2259,11552,8762,12450,9798,2467,171552,0.22839370128322187
553,"Marion County, Ohio",62946,14466,973,950,3028,2931,3387,2672,525,48480,0.22981603279001048
554,"Medina County, Ohio",174465,39463,3571,1777,6994,9229,9321,6545,2026,135002,0.2261943656320752
555,"Miami County, Ohio",102933,26023,2312,1217,6506,4241,5820,4759,1168,76910,0.25281493787220816
556,"Montgomery County, Ohio",511918,127914,6634,5918,26158,25539,27724,29101,6840,384004,0.24987204982047906
557,"Muskingum County, Ohio",82475,19385,916,688,4670,4604,4175,3918,414,63090,0.23504092149136102
558,"Portage County, Ohio",158688,43475,2004,1915,7407,6076,6235,17378,2460,115213,0.2739652651744303
559,"Richland County, Ohio",117742,24836,2021,1070,5234,6260,5546,3959,746,92906,0.21093577482971243
560,"Ross County, Ohio",74606,15721,685,1054,3251,3531,4232,2645,323,58885,0.21072031740074526
561,"Scioto County, Ohio",72627,16282,475,842,4618,3170,4423,2421,333,56345,0.2241865972709874
562,"Stark County, Ohio",359620,83014,4775,4161,18312,18080,18604,16787,2295,276606,0.23083810689060674
563,"Summit County, Ohio",525851,126887,8459,6462,24238,25545,27098,27066,8019,398964,0.24129839060874658
564,"Trumbull County, Ohio",192621,37532,1977,1608,8907,9851,9660,4606,923,155089,0.19484895208725944
565,"Tuscarawas County, Ohio",87932,18253,1128,1028,4614,4234,4840,1984,425,69679,0.20758085793567757
566,"Warren County, Ohio",224306,59466,4304,2076,10394,17171,13972,7451,4098,164840,0.26511105364992466
567,"Wayne County, Ohio",111753,28311,1292,2401,4992,7148,5261,6195,1022,83442,0.2533354809266865
568,"Wood County, Ohio",126680,38762,1843,1408,6144,5517,6454,15111,2285,87918,0.30598358067571835
569,"Canadian County, Oklahoma",138850,38470,2434,2206,8394,9120,8315,6445,1556,100380,0.27706157724162767
570,"Cleveland County, Oklahoma",273229,83935,3522,3452,13304,13560,14581,27295,8221,189294,0.307196527454992
571,"Comanche County, Oklahoma",115934,31640,2279,1444,5811,7309,6237,7330,1230,84294,0.2729138992875257
572,"Creek County, Oklahoma",68819,15665,806,1314,3983,3490,3908,2019,145,53154,0.2276260916316715
573,"Muskogee County, Oklahoma",66241,16810,1218,1073,3364,4032,3113,3670,340,49431,0.25377032351564743
574,"Oklahoma County, Oklahoma",756475,205547,13589,11250,47093,45018,39986,37657,10954,550928,0.2717168445751677
575,"Payne County, Oklahoma",78939,32800,1120,829,3682,3804,3142,16044,4179,46139,0.4155107108020117
576,"Pottawatomie County, Oklahoma",70203,19224,1066,727,3719,4130,4331,4609,642,50979,0.27383445151916586
577,"Rogers County, Oklahoma",88919,22068,1338,1711,4486,4948,5744,3301,540,66851,0.24818092871039935
578,"Tulsa County, Oklahoma",621136,166234,10882,9300,35891,37620,35108,30351,7082,454902,0.2676289894644651
579,"Wagoner County, Oklahoma",77400,18892,1099,1123,4487,4830,4299,2295,759,58508,0.2440826873385013
580,"Benton County, Oregon",89490,32310,682,507,3507,3656,3653,16713,3592,57180,0.36104592691920884
581,"Clackamas County, Oregon",402526,93767,5652,4816,18922,21588,21906,16705,4178,308759,0.23294644321112176
582,"Deschutes County, Oregon",186099,37244,2623,1804,7398,9963,8192,6243,1021,148855,0.20013003831294096
583,"Douglas County, Oregon",106925,21944,1305,1022,4058,5590,5091,4059,819,84981,0.20522796352583586
584,"Jackson County, Oregon",212656,45395,3248,2302,10497,9403,9976,7595,2374,167261,0.21346681965239636
585,"Josephine County, Oregon",84474,18004,580,492,4336,3622,4260,3794,920,66470,0.21313066742429623
586,"Klamath County, Oregon",65487,15617,739,571,4345,2928,3282,3432,320,49870,0.23847481179470734
587,"Lane County, Oregon",369080,91592,5179,3669,15032,16177,17688,29189,4658,277488,0.2481629998916224
588,"Linn County, Oregon",123442,28170,1022,1419,6526,6059,6393,5453,1298,95272,0.2282043388797978
589,"Marion County, Oregon",333596,86771,3715,3992,18057,20355,21808,16472,2372,246825,0.26010803486852363
590,"Multnomah County, Oregon",787243,181770,14503,8938,32312,34147,31797,47147,12926,605473,0.23089439982318039
591,"Polk County, Oregon",82352,21270,834,563,3871,5155,4942,5593,312,61082,0.2582815232174082
592,"Umatilla County, Oregon",74489,20304,902,1489,4698,4652,4428,2960,1175,54185,0.2725771590436172
593,"Washington County, Oregon",577996,145664,10441,6009,32724,30375,31056,26681,8378,432332,0.25201558488294035
594,"Yamhill County, Oregon",102907,26665,1617,1309,5586,5339,5659,6315,840,76242,0.2591174555666767
595,"Adams County, Pennsylvania",99988,23381,1205,750,4437,5701,4650,5384,1254,76607,0.23383806056726808
596,"Allegheny County, Pennsylvania",1182134,270204,19218,11069,49192,52165,51431,62366,24763,911930,0.22857307208827427
597,"Armstrong County, Pennsylvania",63333,11908,535,697,2708,2908,3127,1768,165,51425,0.18802204222127486
598,"Beaver County, Pennsylvania",158886,31208,2244,1403,7295,6851,6721,5486,1208,127678,0.1964175572422995
599,"Berks County, Pennsylvania",406977,102349,5665,4377,21474,22581,21815,22158,4279,304628,0.2514859562088275
600,"Blair County, Pennsylvania",118474,26548,1513,1001,6132,4901,6065,6099,837,91926,0.22408292114725595
601,"Bucks County, Pennsylvania",609958,137798,9234,6768,25593,32254,34994,22507,6448,472160,0.22591391538433794
602,"Butler County, Pennsylvania",182872,42296,2463,1672,7698,9797,8878,9528,2260,140576,0.23128745789404612
603,"Cambria County, Pennsylvania",128433,27619,1604,1236,5321,6252,6181,6011,1014,100814,0.21504597727998256
604,"Carbon County, Pennsylvania",62164,11826,585,513,2149,3480,3342,1359,398,50338,0.19023872337687409
605,"Centre County, Pennsylvania",158704,59091,1466,1088,5026,5588,5560,34274,6089,99613,0.37233466075209193
606,"Chester County, Pennsylvania",504450,130589,9639,5730,28261,26642,28330,24638,7349,373861,0.25887402121122016
607,"Clearfield County, Pennsylvania",77559,14138,1148,1020,2776,3328,3467,2060,339,63421,0.18228703309738392
608,"Columbia County, Pennsylvania",63409,17119,662,743,2359,2573,2476,7669,637,46290,0.2699774479963412
609,"Crawford County, Pennsylvania",81786,17092,494,996,3267,4467,4227,3143,498,64694,0.20898442276184187
610,"Cumberland County, Pennsylvania",243239,60351,3379,2533,10192,12894,11128,17046,3179,182888,0.2481139948774662
611,"Dauphin County, Pennsylvania",267014,64239,4952,4009,11173,15416,13582,11324,3783,202775,0.24058289078475287
612,"Delaware County, Pennsylvania",545410,145718,10689,6763,27373,25657,30347,36868,8021,399692,0.2671714856713298
613,"Erie County, Pennsylvania",263151,65088,3468,2832,13036,13144,13484,15363,3761,198063,0.24734088033106466
614,"Fayette County, Pennsylvania",126479,24439,2126,1104,5511,5678,5609,3679,732,102040,0.1932257528917844
615,"Franklin County, Pennsylvania",149283,32590,1571,1550,6212,8701,7584,6098,874,116693,0.21831018937186417
616,"Indiana County, Pennsylvania",82571,22714,1009,846,3019,3406,3033,10245,1156,59857,0.275084472756779
617,"Lackawanna County, Pennsylvania",203363,47168,2065,2231,9635,9950,10359,10064,2864,156195,0.23193993007577582
618,"Lancaster County, Pennsylvania",521535,118461,6498,5319,24462,31271,24670,20598,5643,403074,0.22713911817998791
619,"Lawrence County, Pennsylvania",83271,17574,1456,824,3777,3713,4087,3222,495,65697,0.21104586230500413
620,"Lebanon County, Pennsylvania",136746,31433,1456,2039,6483,8033,7467,4868,1087,105313,0.22986412765272843
621,"Lehigh County, Pennsylvania",355576,86799,5922,5605,17510,19809,18296,14976,4681,268777,0.24410815128130134
622,"Luzerne County, Pennsylvania",308469,69093,4061,2250,12183,16999,16580,14007,3013,239376,0.2239868511908814
623,"Lycoming County, Pennsylvania",109894,25738,1135,1199,4948,4773,5887,6937,859,84156,0.23420750905417947
624,"Mercer County, Pennsylvania",107611,23667,1524,920,4056,5479,5108,5822,758,83944,0.2199310479411956
625,"Monroe County, Pennsylvania",165054,37957,964,2748,5733,8004,9926,8322,2260,127097,0.22996716226204758
626,"Montgomery County, Pennsylvania",802567,198501,14726,8846,40693,40109,44052,35617,14458,604066,0.24733262145091936
627,"Northampton County, Pennsylvania",296826,74094,4612,3513,12205,14024,16052,19894,3794,222732,0.24962099007499344
628,"Northumberland County, Pennsylvania",88089,15627,863,627,4460,3768,3714,1990,205,72462,0.17740012941456937
629,"Philadelphia County, Pennsylvania",1524988,400437,28708,19142,76355,73430,71739,90065,40998,1124551,0.26258370557669963
630,"Schuylkill County, Pennsylvania",138049,28723,1135,863,6089,7975,7327,4346,988,109326,0.2080638034321147
631,"Somerset County, Pennsylvania",71762,12397,603,806,2755,2854,3100,2029,250,59365,0.17275159555196343
632,"Washington County, Pennsylvania",201491,42420,2553,2328,9268,9477,9438,8086,1270,159071,0.21053049515859268
633,"Westmoreland County, Pennsylvania",341643,69992,3823,3681,14299,15438,15665,13728,3358,271651,0.20486882506007734
634,"York County, Pennsylvania",433790,100054,5879,5798,21521,23711,22498,17263,3384,333736,0.23065077572097098
635,"Kent County, Rhode Island",159972,35049,2022,2135,8091,5754,8580,6334,2133,124923,0.21909459155352187
636,"Newport County, Rhode Island",80877,17745,948,786,2284,4169,3379,4487,1692,63132,0.21940724804332504
637,"Providence County, Rhode Island",616202,148371,7508,6440,30208,25590,29479,39932,9214,467831,0.24078305490731935
638,"Washington County, Rhode Island",123695,31502,1971,881,4005,4729,5638,11940,2338,92193,0.25467480496382233
639,"Aiken County, South Carolina",162584,35822,2208,1886,6813,8231,8316,7161,1207,126762,0.2203291836835113
640,"Anderson County, South Carolina",193632,47487,3134,2262,10096,10328,10859,9208,1600,146145,0.24524355478433316
641,"Beaufort County, South Carolina",182597,35147,3315,1488,6945,7055,8248,6271,1825,147450,0.1924839948082389
642,"Berkeley County, South Carolina",213671,54671,4355,4047,12689,9169,11610,10274,2527,159000,0.2558653256642221
643,"Charleston County, South Carolina",391013,91612,4939,3741,17575,18623,18289,21672,6773,299401,0.23429400045522783
644,"Darlington County, South Carolina",65303,16732,422,1145,3137,3866,4153,3592,417,48571,0.2562210005665896
645,"Dorchester County, South Carolina",155815,39813,2060,2270,9889,8607,9490,6272,1225,116002,0.2555145525141995
646,"Florence County, South Carolina",133197,34975,1814,2733,6439,8424,7544,6960,1061,98222,0.2625809890613152
647,"Greenville County, South Carolina",496226,125655,7728,7218,25836,27506,26692,24725,5950,370571,0.2532213144817079
648,"Greenwood County, South Carolina",68486,16106,974,533,3816,3065,3902,3290,526,52380,0.23517215197266594
649,"Horry County, South Carolina",335853,66803,3917,2154,14551,15730,15277,13627,1547,269050,0.19890547352561985
650,"Kershaw County, South Carolina",63343,16581,1261,705,3257,3472,4098,3099,689,46762,0.2617653095053913
651,"Lancaster County, South Carolina",92517,21318,1358,907,4967,5183,4051,3826,1026,71199,0.23042251694283214
652,"Laurens County, South Carolina",64017,15245,355,1061,2908,4146,3277,3128,370,48772,0.23813986909727103
653,"Lexington County, South Carolina",284541,69751,3971,4812,16132,15064,16626,10217,2929,214790,0.24513514748313953
654,"Oconee County, South Carolina",76118,17608,549,1278,4336,3271,3336,3847,991,58510,0.2313250479518642
655,"Orangeburg County, South Carolina",83513,20880,285,1284,4228,5383,3883,5079,738,62633,0.2500209548214051
656,"Pickens County, South Carolina",120360,37713,1099,1666,5153,4921,5795,15971,3108,82647,0.31333499501495515
657,"Richland County, South Carolina",399138,116713,4627,5855,19929,18967,18636,39049,9650,282425,0.2924126492591535
658,"Spartanburg County, South Carolina",302527,77111,2981,3487,18239,16734,17067,15305,3298,225416,0.2548896462133958
659,"Sumter County, South Carolina",103387,27910,3339,1135,5496,5758,6251,5013,918,75477,0.2699565709421881
660,"York County, South Carolina",264562,69027,4005,3633,16273,15517,14483,13656,1460,195535,0.26091048601084055
661,"Minnehaha County, South Dakota",184672,47164,4131,2506,11327,9399,10247,7981,1573,137508,0.2553933460405476
662,"Pennington County, South Dakota",107496,25942,1767,1003,4761,6705,5235,4961,1510,81554,0.24132990995013767
663,"Anderson County, Tennessee",73438,16207,777,821,3791,3861,4265,2157,535,57231,0.22068956126256162
664,"Blount County, Tennessee",128327,26680,1984,2285,5609,5050,6702,4467,583,101647,0.2079063642101818
665,"Bradley County, Tennessee",102893,26501,1044,1180,3441,6771,6066,7257,742,76392,0.2575588232435637
666,"Davidson County, Tennessee",666779,158175,7779,9430,30814,30147,26382,38440,15183,508604,0.23722252800403132
667,"Greene County, Tennessee",66344,14008,448,517,2564,3419,3680,3246,134,52336,0.21114192692632341
668,"Hamilton County, Tennessee",352760,85124,5362,4126,18088,17068,15442,21020,4018,267636,0.24130853838303662
669,"Knox County, Tennessee",451403,125236,8190,4959,22469,22192,23122,34948,9356,326167,0.2774372345775283
670,"Madison County, Tennessee",94077,23678,1604,1079,4364,4573,4906,6088,1064,70399,0.25168744751639616
671,"Maury County, Tennessee",90727,20523,1215,1435,4523,5850,4440,2901,159,70204,0.22620609079987214
672,"Montgomery County, Tennessee",196159,54607,1362,2180,12391,12112,9703,12905,3954,141552,0.2783813131184396
673,"Putnam County, Tennessee",75800,21476,633,255,4066,3151,4310,8119,942,54324,0.2833245382585752
674,"Robertson County, Tennessee",68612,15997,828,604,3529,4336,3592,2827,281,52615,0.2331516352824579
675,"Rutherford County, Tennessee",313242,90101,3866,5616,17710,18023,17690,21481,5715,223141,0.2876402270449046
676,"Sevier County, Tennessee",94554,17949,971,1198,3776,4895,4859,2017,233,76605,0.18982803477378007
677,"Shelby County, Tennessee",897105,241060,14248,14115,45703,53628,52564,45522,15280,656045,0.2687087910556735
678,"Sullivan County, Tennessee",152422,31407,1488,1172,6968,7039,7357,5674,1709,121015,0.2060529319914448
679,"Sumner County, Tennessee",180370,42014,2624,1397,10664,9950,9893,6673,813,138356,0.23293230581582303
680,"Washington County, Tennessee",125310,31055,1056,839,5487,5585,5608,9344,3136,94255,0.24782539302529727
681,"Williamson County, Tennessee",224847,65579,5938,2657,14845,15780,18093,6140,2126,159268,0.2916605513971723
682,"Wilson County, Tennessee",135649,34555,2004,2135,7722,7166,8606,4787,2135,101094,0.2547383320186658
683,"Angelina County, Texas",83493,21206,504,1200,4655,6140,4927,3203,577,62287,0.25398536404249455
684,"Bastrop County, Texas",83702,19640,551,904,4167,6212,5648,1966,192,64062,0.23464194403956895
685,"Bell County, Texas",338262,100542,5637,5715,20261,22493,19779,23130,3527,237720,0.2972311403586569
686,"Bexar County, Texas",1903740,541340,29809,28044,109498,115955,110841,116816,30377,1362400,0.2843560570245937
687,"Bowie County, Texas",90832,21987,1147,1677,4712,5915,4808,2632,1096,68845,0.24206226880394574
688,"Brazoria County, Texas",356557,103861,7251,5282,21272,22591,20784,20368,6313,252696,0.2912886298684362
689,"Brazos County, Texas",219446,97200,3676,2802,9887,10715,10410,48082,11628,122246,0.4429335690784977
690,"Cameron County, Texas",403769,120238,9314,7756,27785,28131,27658,17766,1828,283531,0.2977890823713559
691,"Collin County, Texas",971210,284815,19554,14195,51902,66100,65675,51015,16374,686395,0.29325789479103387
692,"Comal County, Texas",143511,32306,1914,2185,7406,7503,6674,5652,972,111205,0.2251116639142644
693,"Coryell County, Texas",72424,20168,1585,1052,2963,4346,5200,4812,210,52256,0.27847122500828453
694,"Dallas County, Texas",2520916,683952,42108,37626,152900,156199,148604,116018,30497,1836964,0.27131090444901773
695,"Denton County, Texas",828865,242860,15163,13262,45985,48745,50161,57704,11840,586005,0.2930030825285179
696,"Ector County, Texas",154109,44137,1990,3489,9583,9318,12298,6248,1211,109972,0.2864011835778572
697,"Ellis County, Texas",171882,48132,1718,2641,11222,11146,11538,8492,1375,123750,0.2800293224421405
698,"El Paso County, Texas",804244,252947,8937,12510,48551,53319,51921,64751,12958,551297,0.31451524661669844
699,"Fort Bend County, Texas",755477,231833,16374,12900,47341,51883,51304,43177,8854,523644,0.3068696995408199
700,"Galveston County, Texas",324929,88200,5110,3261,19726,18945,19407,15990,5761,236729,0.2714439154399884
701,"Grayson County, Texas",130245,32799,1756,873,6534,7835,6841,7405,1555,97446,0.25182540596568004
702,"Gregg County, Texas",118894,29600,1370,446,6395,9101,6486,5498,304,89294,0.24896125960939997
703,"Guadalupe County, Texas",158699,42387,2692,1742,10407,9370,10032,6386,1758,116312,0.26709052987101367
704,"Harris County, Texas",4483993,1289268,78062,69848,277666,281237,275995,245442,61018,3194725,0.2875267646492758
705,"Harrison County, Texas",64995,17149,185,612,4804,3276,5409,2727,136,47846,0.26385106546657433
706,"Hays County, Texas",214092,69811,2743,2294,10614,12292,10245,28562,3061,144281,0.326079442482671
707,"Henderson County, Texas",78968,15395,1214,804,3396,4553,3460,1711,257,63573,0.19495238577651708
708,"Hidalgo County, Texas",822000,274863,16152,15551,65269,64396,64853,43536,5106,547137,0.3343832116788321
709,"Hunt County, Texas",93655,24244,1062,973,4812,5535,5984,4934,944,69411,0.25886498318295875
710,"Jefferson County, Texas",245214,62619,3528,3975,12816,14473,14285,11209,2333,182595,0.2553647018522597
711,"Johnson County, Texas",164556,33964,2224,1945,9013,7810,7870,3994,1108,130592,0.20639782201803641
712,"Kaufman County, Texas",122974,31706,1057,2400,6166,9073,8366,4151,493,91268,0.25782685770975977
713,"Liberty County, Texas",82622,21200,1477,1310,4369,6059,5431,1862,692,61422,0.2565902544116579
714,"Lubbock County, Texas",295218,103912,5552,3997,15957,15973,15894,39658,6881,191306,0.3519839576177604
715,"McLennan County, Texas",243459,74731,3760,2682,13250,15779,13465,22278,3517,168728,0.3069551752040385
716,"Midland County, Texas",164285,48474,2269,2994,10319,11511,8821,11358,1202,115811,0.2950604133061448
717,"Montgomery County, Texas",563689,160151,8555,9123,33420,39199,36361,27062,6431,403538,0.2841123385412878
718,"Nacogdoches County, Texas",63718,23079,1599,1736,3485,2702,4079,9124,354,40639,0.36220534228946294
719,"Nueces County, Texas",347641,90165,5635,5518,18420,20310,19195,18522,2565,257476,0.2593623882108267
720,"Orange County, Texas",79145,19358,1219,1214,3893,5107,3929,3674,322,59787,0.24458904542295787
721,"Parker County, Texas",132979,33395,1655,1607,7655,8081,8746,4327,1324,99584,0.2511298776498545
722,"Potter County, Texas",115246,32563,2567,1504,7593,7505,6087,5918,1389,82683,0.2825521059299238
723,"Randall County, Texas",130410,33897,847,1499,7797,7960,7337,6952,1505,96513,0.25992638601334256
724,"Rockwall County, Texas",96539,26334,1105,1569,6302,7158,6313,2811,1076,70205,0.272780948632159
725,"San Patricio County, Texas",64395,16687,1167,1081,3960,4412,3377,2263,427,47708,0.2591350260113363
726,"Smith County, Texas",222031,60516,4238,4201,12280,11248,13275,12021,3253,161515,0.27255653489827997
727,"Tarrant County, Texas",1996842,562622,30314,31501,118883,126060,126018,102836,27010,1434220,0.2817558925543433
728,"Taylor County, Texas",132118,39090,2209,1596,6885,8370,6886,11662,1482,93028,0.29587187211432203
729,"Tom Green County, Texas",113850,31117,1689,1171,5411,7916,6009,8648,273,82733,0.2733157663592446
730,"Travis County, Texas",1202807,316228,23006,12049,60209,64212,58793,73733,24226,886579,0.26290834689189535
731,"Victoria County, Texas",87886,23059,703,1228,4443,7488,4451,4249,497,64827,0.2623739844798944
732,"Walker County, Texas",71005,21006,467,408,3126,2839,1672,12403,91,49999,0.29583832124498277
733,"Webb County, Texas",260360,89794,4895,5996,19101,21953,21091,15194,1564,170566,0.34488400675987096
734,"Wichita County, Texas",126448,31765,1930,1049,6556,6527,6162,7657,1884,94683,0.2512099835505504
735,"Williamson County, Texas",544586,149060,9419,9022,31326,33450,35421,24008,6414,395526,0.2737125082172513
736,"Wise County, Texas",65796,17055,1119,710,3865,4057,4184,2717,403,48741,0.2592102863395951
737,"Cache County, Utah",120349,48365,2117,2466,9110,7365,8907,16242,2158,71984,0.40187288635551605
738,"Davis County, Utah",333234,114014,6875,6003,23476,27232,24989,21383,4056,219220,0.34214395889975213
739,"Salt Lake County, Utah",1102209,337790,21089,15800,70599,71065,70205,71510,17522,764419,0.30646637797368736
740,"Tooele County, Utah",66917,21748,911,1607,3164,6340,6533,2894,299,45169,0.3249996264028573
741,"Utah County, Utah",586971,244499,12215,10323,45266,46731,46809,74592,8563,342472,0.4165435771102831
742,"Washington County, Utah",164372,46006,2905,2325,9840,10099,11287,8045,1505,118366,0.27988951889616237
743,"Weber County, Utah",245127,73199,3085,3489,17551,15940,16487,14076,2571,171928,0.29861663545835426
744,"Chittenden County, Vermont",160476,46093,3074,1793,5192,7953,7206,17535,3340,114383,0.2872267504175079
745,"Albemarle County, Virginia",104928,30172,1909,984,4162,5401,4478,9618,3620,74756,0.28754955779200975
746,"Arlington County, Virginia",228567,48244,4766,2200,8547,9389,7457,6363,9522,180323,0.2110715895120468
747,"Augusta County, Virginia",73792,14010,1021,252,2897,4272,3306,1578,684,59782,0.18985797918473546
748,"Bedford County, Virginia",76471,16098,675,1105,3411,3648,4045,2421,793,60373,0.2105111741706006
749,"Chesterfield County, Virginia",334977,86346,4331,4605,18118,19237,20234,15191,4630,248631,0.25776695116381126
750,"Fairfax County, Virginia",1108682,305937,19535,14448,59823,60508,65652,63550,22421,802745,0.2759465744009554
751,"Fauquier County, Virginia",68526,17287,1754,245,3150,4161,4675,2722,580,51239,0.25226921168607536
752,"Frederick County, Virginia",85617,20662,886,1944,4437,4905,5097,2246,1147,64955,0.24133057687141574
753,"Hanover County, Virginia",104673,27637,1537,1552,5029,6251,6579,5487,1202,77036,0.2640317942544878
754,"Henrico County, Virginia",317221,79698,5154,4994,17029,16194,17896,14447,3984,237523,0.2512380958385479
755,"James City County, Virginia",74380,17560,461,328,4064,4769,3201,2390,2347,56820,0.23608496907770907
756,"Loudoun County, Virginia",390468,120349,9283,6283,25211,28355,26279,18767,6171,270119,0.3082173187047338
757,"Montgomery County, Virginia",96842,40511,613,326,2871,3988,3144,25888,3681,56331,0.41832056339191676
758,"Prince William County, Virginia",447529,131755,8188,6073,25939,30421,31764,23391,5979,315774,0.2944055022132644
759,"Roanoke County, Virginia",92618,19864,2166,677,4708,4002,4907,2715,689,72754,0.21447234878749272
760,"Rockingham County, Virginia",78678,19531,777,819,4443,3678,4373,4844,597,59147,0.2482396603879102
761,"Spotsylvania County, Virginia",128998,34245,1944,1256,7955,7059,9307,4509,2215,94753,0.26546923208111756
762,"Stafford County, Virginia",144804,43358,2001,1676,8775,9355,9893,7702,3956,101446,0.2994254302367338
763,"York County, Virginia",65702,18559,1257,1045,4583,3149,4143,3473,909,47143,0.2824723752701592
764,"Alexandria city, Virginia",153811,32686,2907,1674,6244,5020,6611,6792,3438,121125,0.21250755797699775
765,"Chesapeake city, Virginia",235425,64753,4497,3161,13737,12664,13549,13160,3985,170672,0.27504725496442606
766,"Hampton city, Virginia",129103,32965,1284,2031,4436,7758,5865,9375,2216,96138,0.2553387605245424
767,"Lynchburg city, Virginia",78605,30194,1116,904,4460,2599,2495,16212,2408,48411,0.38412314738248204
768,"Newport News city, Virginia",170725,46012,2516,1790,7886,10789,7472,12725,2834,124713,0.2695094450139113
769,"Norfolk city, Virginia",234599,62412,3942,3140,9700,10703,8106,22316,4505,172187,0.2660369396288987
770,"Portsmouth city, Virginia",90594,20658,1381,1357,5821,3333,4093,4378,295,69936,0.2280283462480959
771,"Richmond city, Virginia",221789,56317,2524,3384,6567,9662,6545,19918,7717,165472,0.2539215200032463
772,"Roanoke city, Virginia",95611,20635,1631,1896,5667,3600,4032,2631,1178,74976,0.21582244720795724
773,"Suffolk city, Virginia",87589,22714,1178,1156,4747,4793,5757,3102,1981,64875,0.2593248010594938
774,"Virginia Beach city, Virginia",433309,112052,7949,5427,22139,21495,22454,25499,7089,321257,0.25859605962488663
775,"Benton County, Washington",193828,50946,3293,2550,11806,12726,12425,7121,1025,142882,0.26284128196132656
776,"Chelan County, Washington",74910,16889,1021,1870,3915,3406,3736,2606,335,58021,0.22545721532505675
777,"Clallam County, Washington",74948,13573,639,1155,2415,3550,2960,2629,225,61375,0.18109889523402892
778,"Clark County, Washington",465271,114504,6795,5382,26415,26162,26555,20552,2643,350767,0.24610173425809903
779,"Cowlitz County, Washington",105857,24682,1968,1046,5373,6363,5086,3997,849,81175,0.23316360750824225
780,"Franklin County, Washington",88921,29192,1472,2025,6254,7937,6882,3481,1141,59729,0.32829140473004126
781,"Grant County, Washington",92958,26603,1589,1269,6985,6568,6262,3720,210,66355,0.28618300737967683
782,"Grays Harbor County, Washington",72180,15294,1048,683,2950,3547,4798,2028,240,56886,0.21188694929343307
783,"Island County, Washington",81635,15070,947,526,2872,4096,2082,3861,686,66565,0.18460219268696024
784,"King County, Washington",2157617,517924,41293,25472,101983,96972,94107,121651,36446,1639693,0.2400444564535782
