o_cz,o_cz_name,o_state_name,d_cz,d_cz_name,d_state_name,n,n_tot_o,n_tot_d,pool
39203,Bend,Oregon,24900,Edwardsville,Illinois,0,67,3367,Black
39203,Bend,Oregon,37400,Sacramento,California,0,67,23895,Black
39203,Bend,Oregon,32201,Huntsville,Texas,0,67,3546,Black
39203,Bend,Oregon,20403,Oak Bluffs,Massachusetts,0,67,26,Black
39203,Bend,Oregon,30501,Woodward,Oklahoma,0,67,28,Black
39203,Bend,Oregon,29506,Bethany,Missouri,0,67,11,Black
39203,Bend,Oregon,33901,Ada,Oklahoma,0,67,176,Black
39203,Bend,Oregon,37603,Portola,California,0,67,21,Black
39203,Bend,Oregon,35904,Richfield,Utah,0,67,5,Black
39203,Bend,Oregon,37604,Reno,Nevada,0,67,1662,Black
39203,Bend,Oregon,34403,Helena,Montana,0,67,42,Black
39203,Bend,Oregon,700,Spartanburg,South Carolina,0,67,10612,Black
39203,Bend,Oregon,7900,Gainesville,Florida,0,67,7999,Black
39203,Bend,Oregon,32303,Junction,Texas,0,67,6,Black
39203,Bend,Oregon,29901,Joplin,Missouri,0,67,598,Black
39203,Bend,Oregon,12302,Petoskey,Michigan,0,67,45,Black
39203,Bend,Oregon,28701,Salida,Colorado,0,67,7,Black
39203,Bend,Oregon,28504,Burlington,Colorado,0,67,12,Black
39203,Bend,Oregon,4701,Greenwood,Mississippi,0,67,4578,Black
39203,Bend,Oregon,6302,Cookeville,Tennessee,0,67,226,Black
39203,Bend,Oregon,32900,Killeen,Texas,0,67,11504,Black
39203,Bend,Oregon,32603,Seymour,Texas,0,67,8,Black
39203,Bend,Oregon,3901,Monroe,Louisiana,0,67,11517,Black
39203,Bend,Oregon,36404,Rock Springs,Wyoming,0,67,74,Black
39203,Bend,Oregon,31007,Dumas,Texas,0,67,36,Black
39203,Bend,Oregon,17600,Charlottesville,Virginia,0,67,5035,Black
39203,Bend,Oregon,11900,Saginaw,Michigan,0,67,4459,Black
39203,Bend,Oregon,34401,Dillon,Montana,0,67,10,Black
39203,Bend,Oregon,17300,Staunton,Virginia,0,67,1355,Black
39203,Bend,Oregon,34114,Unalaska,Alaska,0,67,-1,Black
39203,Bend,Oregon,26604,Mobridge,South Dakota,0,67,1,Black
39203,Bend,Oregon,34306,Jordan,Montana,0,67,-2,Black
39203,Bend,Oregon,4800,Greenville,Mississippi,0,67,8684,Black
39203,Bend,Oregon,1702,Henderson,North Carolina,0,67,3399,Black
39203,Bend,Oregon,25105,Batesville,Arkansas,0,67,134,Black
39203,Bend,Oregon,26404,Lemmon,North Dakota,0,67,3,Black
39203,Bend,Oregon,39100,Kennewick,Washington,2,67,480,Black
39203,Bend,Oregon,16703,Buckhannon,West Virginia,0,67,24,Black
39203,Bend,Oregon,18800,Scranton,Pennsylvania,0,67,4470,Black
39203,Bend,Oregon,28608,Kearney,Nebraska,0,67,70,Black
39203,Bend,Oregon,37200,Fresno,California,0,67,7029,Black
39203,Bend,Oregon,402,Martinsville,Virginia,0,67,1856,Black
39203,Bend,Oregon,28501,Springfield,Colorado,0,67,2,Black
39203,Bend,Oregon,30901,Clovis,New Mexico,0,67,505,Black
39203,Bend,Oregon,18000,Buffalo,New York,0,67,30349,Black
39203,Bend,Oregon,11401,Marquette,Michigan,0,67,85,Black
39203,Bend,Oregon,39400,Seattle,Washington,1,67,23933,Black
39203,Bend,Oregon,12001,Big Rapids,Michigan,0,67,220,Black
39203,Bend,Oregon,38802,The Dalles,Oregon,0,67,32,Black
39203,Bend,Oregon,5600,Nashville,Tennessee,0,67,34156,Black
39203,Bend,Oregon,35902,Price,Utah,0,67,15,Black
39203,Bend,Oregon,19400,New York,New York,1,67,205834,Black
39203,Bend,Oregon,29104,Salina,Kansas,0,67,245,Black
39203,Bend,Oregon,36503,Lakeview,Oregon,0,67,8,Black
39203,Bend,Oregon,35701,Twin Falls,Idaho,0,67,62,Black
39203,Bend,Oregon,6600,Rome,Georgia,0,67,4651,Black
39203,Bend,Oregon,34701,Honolulu,Hawaii,0,67,4137,Black
39203,Bend,Oregon,19903,Chincoteague,Virginia,0,67,1434,Black
39203,Bend,Oregon,2800,Laurel,Mississippi,0,67,4642,Black
39203,Bend,Oregon,26703,Thief River Falls,Minnesota,0,67,28,Black
39203,Bend,Oregon,35905,Loa,Utah,0,67,1,Black
39203,Bend,Oregon,27002,Ord,Nebraska,0,67,-3,Black
39203,Bend,Oregon,27802,Columbus,Nebraska,0,67,31,Black
39203,Bend,Oregon,27704,Gordon,South Dakota,0,67,7,Black
39203,Bend,Oregon,2100,Washington,North Carolina,0,67,3126,Black
39203,Bend,Oregon,38901,Eugene,Oregon,4,67,1262,Black
39203,Bend,Oregon,33100,Dallas,Texas,1,67,91081,Black
39203,Bend,Oregon,34601,Gillette,Wyoming,0,67,47,Black
39203,Bend,Oregon,32403,Snyder,Texas,0,67,82,Black
39203,Bend,Oregon,30402,Tulsa,Oklahoma,0,67,10082,Black
39203,Bend,Oregon,3101,McComb,Mississippi,0,67,5012,Black
39203,Bend,Oregon,31503,Laredo,Texas,0,67,66,Black
39203,Bend,Oregon,900,Charlotte,North Carolina,0,67,60563,Black
39203,Bend,Oregon,28102,Nebraska City,Nebraska,0,67,25,Black
39203,Bend,Oregon,35903,Moab,Utah,0,67,12,Black
39203,Bend,Oregon,33803,Oklahoma City,Oklahoma,0,67,18329,Black
39203,Bend,Oregon,6800,Lakeland,Florida,0,67,11425,Black
39203,Bend,Oregon,5202,Memphis,Tennessee,0,67,75999,Black
39203,Bend,Oregon,38402,Pullman,Washington,0,67,104,Black
39203,Bend,Oregon,31102,La Grange,Texas,0,1441,741,Hispanic
39203,Bend,Oregon,34107,Dillingham,Alaska,0,1441,24,Hispanic
39203,Bend,Oregon,26001,Roseau,Minnesota,0,1441,35,Hispanic
39203,Bend,Oregon,36403,Soda Springs,Idaho,0,1441,42,Hispanic
39203,Bend,Oregon,12302,Petoskey,Michigan,0,1441,131,Hispanic
39203,Bend,Oregon,7500,Deltona,Florida,0,1441,6504,Hispanic
39203,Bend,Oregon,25000,Quincy,Illinois,0,1441,218,Hispanic
39203,Bend,Oregon,26801,Fargo,North Dakota,0,1441,1015,Hispanic
39203,Bend,Oregon,4903,Lexington,Tennessee,0,1441,62,Hispanic
39203,Bend,Oregon,18600,Albany,New York,0,1441,5129,Hispanic
39203,Bend,Oregon,38100,Yuma,California,2,1441,21221,Hispanic
39203,Bend,Oregon,6700,Tampa,Florida,3,1441,40618,Hispanic
39203,Bend,Oregon,30903,Amarillo,Texas,1,1441,8976,Hispanic
39203,Bend,Oregon,5401,Bowling Green,Kentucky,0,1441,430,Hispanic
39203,Bend,Oregon,34106,Nome,Alaska,0,1441,14,Hispanic
39203,Bend,Oregon,3201,Jena,Louisiana,0,1441,33,Hispanic
39203,Bend,Oregon,36401,Steamboat Springs,Colorado,0,1441,285,Hispanic
39203,Bend,Oregon,37200,Fresno,California,6,1441,81408,Hispanic
39203,Bend,Oregon,34202,Shelby,Montana,0,1441,59,Hispanic
39203,Bend,Oregon,20402,Nantucket,Massachusetts,0,1441,35,Hispanic
39203,Bend,Oregon,29502,Kansas City,Missouri,0,1441,13332,Hispanic
39203,Bend,Oregon,30603,Truth or Consequences,New Mexico,0,1441,320,Hispanic
39203,Bend,Oregon,16500,Erie,Pennsylvania,0,1441,1993,Hispanic
39203,Bend,Oregon,26107,Kirksville,Missouri,0,1441,62,Hispanic
39203,Bend,Oregon,30904,Pampa,Texas,0,1441,1054,Hispanic
39203,Bend,Oregon,8201,Barnwell,South Carolina,0,1441,94,Hispanic
39203,Bend,Oregon,2100,Washington,North Carolina,0,1441,278,Hispanic
39203,Bend,Oregon,27102,Marshall,Minnesota,0,1441,192,Hispanic
39203,Bend,Oregon,3002,Yazoo City,Mississippi,0,1441,33,Hispanic
39203,Bend,Oregon,26103,Brookfield,Missouri,0,1441,33,Hispanic
39203,Bend,Oregon,7900,Gainesville,Florida,0,1441,2770,Hispanic
39203,Bend,Oregon,16400,Youngstown,Ohio,0,1441,1763,Hispanic
39203,Bend,Oregon,1600,Wilson,North Carolina,0,1441,679,Hispanic
39203,Bend,Oregon,1301,Bennettsville,South Carolina,0,1441,102,Hispanic
39203,Bend,Oregon,29901,Joplin,Missouri,0,1441,1265,Hispanic
39203,Bend,Oregon,26604,Mobridge,South Dakota,0,1441,3,Hispanic
39203,Bend,Oregon,4200,Little Rock,Arkansas,0,1441,2503,Hispanic
39203,Bend,Oregon,1204,Andrews,North Carolina,0,1441,112,Hispanic
39203,Bend,Oregon,12901,Lexington-Fayette,Kentucky,0,1441,1488,Hispanic
39203,Bend,Oregon,20302,Claremont,Vermont,1,1441,470,Hispanic
39203,Bend,Oregon,6600,Rome,Georgia,0,1441,3249,Hispanic
39203,Bend,Oregon,34901,Albuquerque,New Mexico,2,1441,43934,Hispanic
39203,Bend,Oregon,36302,Salmon,Idaho,0,1441,47,Hispanic
39203,Bend,Oregon,31304,Mason,Texas,0,1441,58,Hispanic
39203,Bend,Oregon,18300,Watertown,New York,0,1441,1349,Hispanic
39203,Bend,Oregon,3203,Vicksburg,Mississippi,0,1441,96,Hispanic
39203,Bend,Oregon,29601,Columbia,Missouri,0,1441,906,Hispanic
39203,Bend,Oregon,39100,Kennewick,Washington,17,1441,8921,Hispanic
39203,Bend,Oregon,21900,Marshalltown,Iowa,0,1441,538,Hispanic
39203,Bend,Oregon,8300,Greenville,South Carolina,0,1441,3316,Hispanic
39203,Bend,Oregon,26702,Grafton,North Dakota,0,1441,157,Hispanic
39203,Bend,Oregon,3300,New Orleans,Louisiana,0,1441,6979,Hispanic
39203,Bend,Oregon,14900,Gary,Indiana,0,1441,9696,Hispanic
39203,Bend,Oregon,3901,Monroe,Louisiana,0,1441,440,Hispanic
39203,Bend,Oregon,4402,Richmond,Kentucky,0,1441,188,Hispanic
39203,Bend,Oregon,10000,Panama City,Florida,0,1441,1021,Hispanic
39203,Bend,Oregon,34307,Colstrip,Montana,0,1441,40,Hispanic
39203,Bend,Oregon,10801,Tuscaloosa,Alabama,0,1441,473,Hispanic
39203,Bend,Oregon,900,Charlotte,North Carolina,0,1441,9289,Hispanic
39203,Bend,Oregon,33300,Tyler,Texas,0,1441,5405,Hispanic
39203,Bend,Oregon,37300,Chico,California,1,1441,8907,Hispanic
39203,Bend,Oregon,8402,Washington,Georgia,0,1441,73,Hispanic
39203,Bend,Oregon,1302,Florence,South Carolina,0,1441,1376,Hispanic
39203,Bend,Oregon,9001,Vidalia,Georgia,0,1441,361,Hispanic
39203,Bend,Oregon,27001,O'Neill,Nebraska,0,1441,23,Hispanic
39203,Bend,Oregon,9500,Talladega,Alabama,0,1441,187,Hispanic
39203,Bend,Oregon,22900,La Crosse,Wisconsin,0,1441,445,Hispanic
39203,Bend,Oregon,26004,International Falls,Minnesota,0,1441,21,Hispanic
39203,Bend,Oregon,28303,Oshkosh,Nebraska,0,1441,6,Hispanic
39203,Bend,Oregon,31600,Brownsville,Texas,5,1441,96656,Hispanic
39203,Bend,Oregon,27901,Hastings,Nebraska,0,1441,188,Hispanic
39203,Bend,Oregon,38502,Wenatchee,Washington,0,1441,1960,Hispanic
39203,Bend,Oregon,7000,Miami,Florida,3,1441,113309,Hispanic
39203,Bend,Oregon,38700,Longview,Washington,1,1441,1371,Hispanic
39203,Bend,Oregon,13700,Concord,Indiana,0,1441,2277,Hispanic
39203,Bend,Oregon,28201,Red Oak,Iowa,0,1441,89,Hispanic
39203,Bend,Oregon,2800,Laurel,Mississippi,0,1441,151,Hispanic
39203,Bend,Oregon,27701,Scottsbluff,Nebraska,0,1441,1011,Hispanic
39203,Bend,Oregon,12301,Traverse City,Michigan,0,1441,432,Hispanic
39203,Bend,Oregon,3101,McComb,Mississippi,0,1441,107,Hispanic
39203,Bend,Oregon,500,Greensboro,North Carolina,0,1441,4074,Hispanic
39203,Bend,Oregon,2300,Lynchburg,Virginia,0,1441,599,Hispanic
39203,Bend,Oregon,200,Morristown,Tennessee,0,1441,625,Hispanic
39203,Bend,Oregon,34308,Billings,Montana,2,1441,1123,Hispanic
39203,Bend,Oregon,18400,Plattsburgh,New York,0,1441,287,Hispanic
39203,Bend,Oregon,25104,Heber Springs,Arkansas,0,1441,84,Hispanic
39203,Bend,Oregon,17200,Harrisonburg,Virginia,0,1441,845,Hispanic
39203,Bend,Oregon,24000,Kenosha,Wisconsin,0,1441,5427,Hispanic
39203,Bend,Oregon,11001,Mobile,Alabama,0,1441,1310,Hispanic
39203,Bend,Oregon,15800,Athens,Ohio,0,1441,148,Hispanic
39203,Bend,Oregon,38402,Pullman,Washington,3,1441,484,Hispanic
39203,Bend,Oregon,25900,Jonesboro,Arkansas,0,1441,510,Hispanic
39203,Bend,Oregon,11101,Montgomery,Alabama,0,1441,730,Hispanic
39203,Bend,Oregon,6401,Chattanooga,Tennessee,0,1441,1470,Hispanic
39203,Bend,Oregon,23100,Madison,Wisconsin,1,1441,2649,Hispanic
39203,Bend,Oregon,26412,Williston,North Dakota,1,1441,286,Hispanic
39203,Bend,Oregon,30701,Roswell,New Mexico,0,1441,6136,Hispanic
39203,Bend,Oregon,32305,Del Rio,Texas,0,1441,3620,Hispanic
39203,Bend,Oregon,28402,Limon,Colorado,0,1441,37,Hispanic
39203,Bend,Oregon,26301,Devils Lake,North Dakota,0,1441,38,Hispanic
39203,Bend,Oregon,32401,Big Spring,Texas,0,1441,2470,Hispanic
39203,Bend,Oregon,11403,Sault Ste. Marie,Michigan,0,1441,88,Hispanic
39203,Bend,Oregon,30907,Matador,Texas,0,1441,25,Hispanic
39203,Bend,Oregon,7100,Port St. Lucie,Florida,0,1441,22381,Hispanic
39203,Bend,Oregon,28101,Lincoln,Nebraska,0,1441,1995,Hispanic
39203,Bend,Oregon,27802,Columbus,Nebraska,0,1441,496,Hispanic
39203,Bend,Oregon,13600,South Bend,Indiana,0,1441,3441,Hispanic
39203,Bend,Oregon,39302,Bellingham,Washington,1,1441,1690,Hispanic
39203,Bend,Oregon,8503,Valdosta,Georgia,1,1441,1361,Hispanic
39203,Bend,Oregon,34108,Kodiak,Alaska,0,1441,95,Hispanic
39203,Bend,Oregon,27202,Worthington,Minnesota,0,1441,418,Hispanic
39203,Bend,Oregon,26704,Grand Forks,North Dakota,0,1441,682,Hispanic
39203,Bend,Oregon,34805,Alamosa,Colorado,0,1441,2014,Hispanic
39203,Bend,Oregon,30401,Stillwater,Oklahoma,0,1441,394,Hispanic
39203,Bend,Oregon,18000,Buffalo,New York,0,1441,13294,Hispanic
39203,Bend,Oregon,18700,Sunbury,Pennsylvania,0,1441,428,Hispanic
39203,Bend,Oregon,33000,Fort Worth,Texas,2,1441,49683,Hispanic
39203,Bend,Oregon,5300,West Memphis,Arkansas,0,1441,171,Hispanic
39203,Bend,Oregon,35001,Phoenix,Arizona,16,1441,119622,Hispanic
39203,Bend,Oregon,29902,Center,Missouri,0,1441,77,Hispanic
39203,Bend,Oregon,32604,Vernon,Texas,0,1441,472,Hispanic
39203,Bend,Oregon,22800,Eau Claire,Wisconsin,0,1441,710,Hispanic
39203,Bend,Oregon,35402,Cortez,Colorado,1,1441,346,Hispanic
39203,Bend,Oregon,15200,Cleveland,Ohio,0,1441,9784,Hispanic
39203,Bend,Oregon,12800,Washington,Indiana,0,1441,145,Hispanic
39203,Bend,Oregon,402,Martinsville,Virginia,0,1441,159,Hispanic
39203,Bend,Oregon,28304,Valentine,Nebraska,0,1441,10,Hispanic
39203,Bend,Oregon,34306,Jordan,Montana,0,1441,1,Hispanic
39203,Bend,Oregon,37601,Elko,Nevada,0,1441,1291,Hispanic
39203,Bend,Oregon,31403,Fort Stockton,Texas,0,1441,1166,Hispanic
39203,Bend,Oregon,1500,Wilmington,North Carolina,0,1441,1458,Hispanic
39203,Bend,Oregon,7700,Lake City,Florida,0,1441,640,Hispanic
39203,Bend,Oregon,28102,Nebraska City,Nebraska,0,1441,109,Hispanic
39203,Bend,Oregon,28001,Sioux City,Iowa,0,1441,1795,Hispanic
39203,Bend,Oregon,35100,Tucson,Arizona,4,1441,42306,Hispanic
39203,Bend,Oregon,17900,Union,New York,0,1441,953,Hispanic
39203,Bend,Oregon,4103,El Dorado,Arkansas,0,1441,142,Hispanic
39203,Bend,Oregon,10101,Bainbridge,Georgia,0,1441,104,Hispanic
39203,Bend,Oregon,13102,Madison,Indiana,0,1441,77,Hispanic
39203,Bend,Oregon,13800,Wayne,Indiana,0,1441,498,Hispanic
39203,Bend,Oregon,5000,Tupelo,Mississippi,0,1441,326,Hispanic
39203,Bend,Oregon,32503,Haskell,Texas,0,1441,258,Hispanic
39203,Bend,Oregon,27703,Torrington,Wyoming,0,1441,208,Hispanic
39203,Bend,Oregon,35903,Moab,Utah,0,1441,54,Hispanic
39203,Bend,Oregon,37800,San Francisco,California,13,1441,91756,Hispanic
39203,Bend,Oregon,10302,Dothan,Alabama,0,1441,800,Hispanic
39203,Bend,Oregon,4702,Clarksdale,Mississippi,0,1441,181,Hispanic
39203,Bend,Oregon,4001,Magnolia,Arkansas,0,1441,47,Hispanic
39203,Bend,Oregon,7800,Ocala,Florida,0,1441,3613,Hispanic
39203,Bend,Oregon,4004,Many,Louisiana,0,1441,70,Hispanic
39203,Bend,Oregon,29203,Manhattan,Kansas,0,1441,1776,Hispanic
39203,Bend,Oregon,11102,Troy,Alabama,0,1441,111,Hispanic
39203,Bend,Oregon,4602,Somerset,Kentucky,0,1441,145,Hispanic
39203,Bend,Oregon,4003,Ruston,Louisiana,0,1441,114,Hispanic
39203,Bend,Oregon,25105,Batesville,Arkansas,0,1441,184,Hispanic
39203,Bend,Oregon,10700,Birmingham,Alabama,0,1441,2250,Hispanic
39203,Bend,Oregon,36501,Klamath Falls,California,7,1441,1524,Hispanic
39203,Bend,Oregon,22602,Shawano,Wisconsin,0,1441,141,Hispanic
39203,Bend,Oregon,8202,Charleston,South Carolina,1,1441,2962,Hispanic
39203,Bend,Oregon,7400,Orlando,Florida,1,1441,54315,Hispanic
39203,Bend,Oregon,2600,Roanoke Rapids,North Carolina,0,1441,161,Hispanic
39203,Bend,Oregon,4502,Hazard,Kentucky,0,1441,57,Hispanic
39203,Bend,Oregon,30402,Tulsa,Oklahoma,0,1441,6303,Hispanic
39203,Bend,Oregon,30602,Alamogordo,New Mexico,0,1441,2791,Hispanic
39203,Bend,Oregon,27604,Murdo,South Dakota,0,1441,7,Hispanic
39203,Bend,Oregon,6501,Ellijay,Georgia,0,1441,124,Hispanic
39203,Bend,Oregon,3202,Natchez,Mississippi,0,1441,39,Hispanic
39203,Bend,Oregon,8701,Hinesville,Georgia,1,1441,1436,Hispanic
39203,Bend,Oregon,17700,Syracuse,New York,0,1441,3982,Hispanic
39203,Bend,Oregon,26406,Wolf Point,Montana,0,1441,23,Hispanic
39203,Bend,Oregon,13200,Owensboro,Kentucky,0,1441,269,Hispanic
39203,Bend,Oregon,8501,Fitzgerald,Georgia,0,1441,62,Hispanic
39203,Bend,Oregon,6200,Florence,Alabama,0,1441,478,Hispanic
39203,Bend,Oregon,26104,Trenton,Missouri,0,1441,20,Hispanic
39203,Bend,Oregon,2000,Virginia Beach,Virginia,2,1441,8432,Hispanic
39203,Bend,Oregon,38000,San Diego,California,8,1441,104028,Hispanic
39203,Bend,Oregon,15600,Wheeling,West Virginia,0,1441,136,Hispanic
39203,Bend,Oregon,4301,Stuttgart,Arkansas,0,1441,65,Hispanic
39203,Bend,Oregon,29202,Marysville,Kansas,0,1441,33,Hispanic
39203,Bend,Oregon,34502,Libby,Montana,1,1441,36,Hispanic
39203,Bend,Oregon,9701,Columbus,Georgia,1,1441,1984,Hispanic
39203,Bend,Oregon,14700,Evansville,Indiana,0,1441,704,Hispanic
39203,Bend,Oregon,28502,Pueblo,Colorado,0,1441,8306,Hispanic
39203,Bend,Oregon,22300,Ottumwa,Iowa,0,1441,391,Hispanic
39203,Bend,Oregon,29506,Bethany,Missouri,0,1441,15,Hispanic
39203,Bend,Oregon,20301,Berlin,Vermont,0,1441,127,Hispanic
39203,Bend,Oregon,5100,Corinth,Mississippi,0,1441,177,Hispanic
39203,Bend,Oregon,800,Gastonia,North Carolina,0,1441,1255,Hispanic
39203,Bend,Oregon,8602,Brunswick,Georgia,0,1441,310,Hispanic
39203,Bend,Oregon,602,Galax,Virginia,0,1441,162,Hispanic
39203,Bend,Oregon,2400,Richmond,Virginia,0,1441,4650,Hispanic
39203,Bend,Oregon,1400,Fayetteville,North Carolina,0,1441,5713,Hispanic
39203,Bend,Oregon,23301,Charleston,Illinois,0,1441,151,Hispanic
39203,Bend,Oregon,13501,Toledo,Ohio,0,1441,5503,Hispanic
39203,Bend,Oregon,13300,Findlay,Ohio,0,1441,1378,Hispanic
39203,Bend,Oregon,23302,Douglas,Illinois,0,1441,145,Hispanic
39203,Bend,Oregon,26408,Glasgow,Montana,0,1441,25,Hispanic
39203,Bend,Oregon,11700,Lansing,Michigan,0,1441,3454,Hispanic
39203,Bend,Oregon,25102,West Plains,Missouri,0,1441,173,Hispanic
39203,Bend,Oregon,12401,Alpena,Michigan,0,1441,116,Hispanic
39203,Bend,Oregon,21600,Brainerd,Minnesota,0,1441,218,Hispanic
39203,Bend,Oregon,11600,Detroit,Michigan,0,1441,19010,Hispanic
39203,Bend,Oregon,601,North Wilkesboro,North Carolina,0,1441,193,Hispanic
39203,Bend,Oregon,21400,St. Cloud,Minnesota,0,1441,719,Hispanic
39203,Bend,Oregon,34102,Anchorage,Alaska,1,1441,3779,Hispanic
39203,Bend,Oregon,21003,Ironwood,Michigan,0,1441,32,Hispanic
39203,Bend,Oregon,7600,Jacksonville,Florida,0,1441,10907,Hispanic
39203,Bend,Oregon,9600,LaGrange,Georgia,0,1441,1322,Hispanic
39203,Bend,Oregon,38401,Lewiston,Idaho,0,1441,369,Hispanic
39203,Bend,Oregon,25103,Harrison,Arkansas,0,1441,273,Hispanic
39203,Bend,Oregon,25402,Murray,Kentucky,0,1441,64,Hispanic
39203,Bend,Oregon,39301,Friday Harbor,Washington,1,1441,59,Hispanic
39203,Bend,Oregon,23500,Decatur,Illinois,0,1441,1261,Hispanic
39203,Bend,Oregon,16901,Charleston,West Virginia,0,1441,375,Hispanic
39203,Bend,Oregon,18800,Scranton,Pennsylvania,0,1441,6088,Hispanic
39203,Bend,Oregon,14300,Columbus,Indiana,0,1441,487,Hispanic
39203,Bend,Oregon,19902,Easton,Maryland,0,1441,363,Hispanic
39203,Bend,Oregon,36902,Roseburg,Oregon,9,1441,923,Hispanic
39203,Bend,Oregon,30200,Muskogee,Oklahoma,0,1441,548,Hispanic
39203,Bend,Oregon,11500,Jackson,Michigan,0,1441,1471,Hispanic
39203,Bend,Oregon,15000,Canton,Ohio,0,1441,1130,Hispanic
39203,Bend,Oregon,27010,Miller,South Dakota,0,1441,10,Hispanic
39203,Bend,Oregon,26410,Dickinson,North Dakota,0,1441,202,Hispanic
39203,Bend,Oregon,26602,Sisseton,South Dakota,0,1441,34,Hispanic
39203,Bend,Oregon,100,Johnson City,Tennessee,0,1441,955,Hispanic
39203,Bend,Oregon,5900,Clarksville,Tennessee,1,1441,2971,Hispanic
39203,Bend,Oregon,30502,Enid,Oklahoma,0,1441,697,Hispanic
39203,Bend,Oregon,21302,Owatonna,Minnesota,0,1441,548,Hispanic
39203,Bend,Oregon,11401,Marquette,Michigan,0,1441,162,Hispanic
39203,Bend,Oregon,11402,Marinette,Michigan,0,1441,141,Hispanic
39203,Bend,Oregon,15900,Columbus,Ohio,0,1441,5713,Hispanic
39203,Bend,Oregon,30908,Plainview,Texas,0,1441,2461,Hispanic
39203,Bend,Oregon,26304,Minot,North Dakota,0,1441,698,Hispanic
39203,Bend,Oregon,14000,Muncie,Indiana,0,1441,924,Hispanic
39203,Bend,Oregon,29504,Sedalia,Missouri,0,1441,304,Hispanic
39203,Bend,Oregon,34104,Bristol Bay,Alaska,0,1441,10,Hispanic
39203,Bend,Oregon,27009,Chamberlain,South Dakota,0,1441,22,Hispanic
39203,Bend,Oregon,8702,Statesboro,Georgia,0,1441,338,Hispanic
39203,Bend,Oregon,23600,Burlington,Iowa,0,1441,344,Hispanic
39203,Bend,Oregon,26901,Fergus Falls,Minnesota,0,1441,229,Hispanic
39203,Bend,Oregon,12200,Grand Rapids,Michigan,0,1441,9956,Hispanic
39203,Bend,Oregon,26105,Polk,Missouri,0,1441,59,Hispanic
39203,Bend,Oregon,15300,Parkersburg,West Virginia,0,1441,166,Hispanic
39203,Bend,Oregon,17502,Winchester,Virginia,0,1441,490,Hispanic
39203,Bend,Oregon,30702,Santa Rosa,New Mexico,0,1441,348,Hispanic
39203,Bend,Oregon,36700,Eureka,California,1,1441,1739,Hispanic
39203,Bend,Oregon,20800,Springfield,Massachusetts,0,1441,11745,Hispanic
39203,Bend,Oregon,13103,Bardstown,Kentucky,0,1441,136,Hispanic
39203,Bend,Oregon,14802,Vincennes,Indiana,0,1441,78,Hispanic
39203,Bend,Oregon,29201,Hiawatha,Kansas,0,1441,51,Hispanic
39203,Bend,Oregon,21801,Mason City,Iowa,0,1441,282,Hispanic
39203,Bend,Oregon,11301,Fredericksburg,Virginia,0,1441,2231,Hispanic
39203,Bend,Oregon,21301,Mankato,Minnesota,2,1441,734,Hispanic
39203,Bend,Oregon,27501,Des Moines,Iowa,2,1441,3405,Hispanic
39203,Bend,Oregon,28608,Kearney,Nebraska,0,1441,428,Hispanic
39203,Bend,Oregon,16702,Morgantown,West Virginia,0,1441,457,Hispanic
39203,Bend,Oregon,4401,London,Kentucky,0,1441,134,Hispanic
39203,Bend,Oregon,12902,Mount Sterling,Kentucky,0,1441,57,Hispanic
39203,Bend,Oregon,3001,Kosciusko,Mississippi,0,1441,43,Hispanic
39203,Bend,Oregon,8100,Columbia,South Carolina,0,1441,2655,Hispanic
39203,Bend,Oregon,32602,Graham,Texas,0,1441,337,Hispanic
39203,Bend,Oregon,29001,Pratt,Kansas,0,1441,69,Hispanic
39203,Bend,Oregon,26605,Aberdeen,South Dakota,0,1441,91,Hispanic
39203,Bend,Oregon,24300,Chicago,Illinois,8,1441,143763,Hispanic
39203,Bend,Oregon,35905,Loa,Utah,0,1441,4,Hispanic
39203,Bend,Oregon,1100,Hickory,North Carolina,0,1441,1415,Hispanic
39203,Bend,Oregon,9100,Atlanta,Georgia,1,1441,25896,Hispanic
39203,Bend,Oregon,28603,Phillipsburg,Kansas,0,1441,14,Hispanic
39203,Bend,Oregon,29002,Coldwater,Kansas,0,1441,8,Hispanic
39203,Bend,Oregon,16703,Buckhannon,West Virginia,0,1441,41,Hispanic
39203,Bend,Oregon,4701,Greenwood,Mississippi,0,1441,65,Hispanic
39203,Bend,Oregon,19300,Poughkeepsie,New York,0,1441,10368,Hispanic
39203,Bend,Oregon,33803,Oklahoma City,Oklahoma,3,1441,13057,Hispanic
39203,Bend,Oregon,21002,Houghton,Michigan,0,1441,62,Hispanic
39203,Bend,Oregon,34501,Bonners Ferry,Idaho,-1,1441,47,Hispanic
39203,Bend,Oregon,31007,Dumas,Texas,0,1441,1099,Hispanic
39203,Bend,Oregon,21101,Rice Lake,Wisconsin,0,1441,162,Hispanic
39203,Bend,Oregon,26802,Lisbon,North Dakota,0,1441,33,Hispanic
39203,Bend,Oregon,10501,Columbus,Mississippi,1,1441,148,Hispanic
39203,Bend,Oregon,36200,Logan,Utah,0,1441,1430,Hispanic
39203,Bend,Oregon,22001,Waterloo,Iowa,0,1441,540,Hispanic
39203,Bend,Oregon,19901,Dover,Delaware,0,1441,2430,Hispanic
39203,Bend,Oregon,24801,Jacksonville,Illinois,0,1441,167,Hispanic
39203,Bend,Oregon,33601,Lawton,Oklahoma,0,1441,2079,Hispanic
39203,Bend,Oregon,3600,Alexandria,Louisiana,0,1441,373,Hispanic
