o_cz,o_cz_name,o_state_name,d_cz,d_cz_name,d_state_name,n,n_tot_o,n_tot_d,pool
39301,Friday Harbor,Washington,33500,Texarkana,Texas,0,4,5458,Black
39301,Friday Harbor,Washington,13200,Owensboro,Kentucky,0,4,704,Black
39301,Friday Harbor,Washington,26106,Centerville,Iowa,0,4,19,Black
39301,Friday Harbor,Washington,4001,Magnolia,Arkansas,0,4,1090,Black
39301,Friday Harbor,Washington,39400,Seattle,Washington,2,4,23933,Black
39301,Friday Harbor,Washington,24900,Edwardsville,Illinois,0,4,3367,Black
39301,Friday Harbor,Washington,36403,Soda Springs,Idaho,0,4,7,Black
39301,Friday Harbor,Washington,32604,Vernon,Texas,0,4,137,Black
39301,Friday Harbor,Washington,28302,Ogallala,Nebraska,0,4,10,Black
39301,Friday Harbor,Washington,3500,Baton Rouge,Louisiana,0,4,42723,Black
39301,Friday Harbor,Washington,3203,Vicksburg,Mississippi,0,4,4855,Black
39301,Friday Harbor,Washington,9002,Milledgeville,Georgia,0,4,3548,Black
39301,Friday Harbor,Washington,25800,Blytheville,Arkansas,0,4,2762,Black
39301,Friday Harbor,Washington,5202,Memphis,Tennessee,0,4,75999,Black
39301,Friday Harbor,Washington,11700,Lansing,Michigan,0,4,4942,Black
39301,Friday Harbor,Washington,38200,Santa Barbara,California,0,4,1083,Black
39301,Friday Harbor,Washington,28101,Lincoln,Nebraska,0,4,1292,Black
39301,Friday Harbor,Washington,20800,Springfield,Massachusetts,0,4,4311,Black
39301,Friday Harbor,Washington,37603,Portola,California,0,4,21,Black
39301,Friday Harbor,Washington,31304,Mason,Texas,0,4,4,Black
39301,Friday Harbor,Washington,34302,Worland,Wyoming,0,4,9,Black
39301,Friday Harbor,Washington,14300,Columbus,Indiana,0,4,297,Black
39301,Friday Harbor,Washington,30403,Okmulgee,Oklahoma,0,4,347,Black
39301,Friday Harbor,Washington,19901,Dover,Delaware,0,4,11628,Black
39301,Friday Harbor,Washington,34404,Butte-Silver Bow,Montana,0,4,29,Black
39301,Friday Harbor,Washington,9701,Columbus,Georgia,0,4,16622,Black
39301,Friday Harbor,Washington,39100,Kennewick,Washington,0,4,480,Black
39301,Friday Harbor,Washington,35702,Burley,Idaho,0,4,9,Black
39301,Friday Harbor,Washington,28800,Fort Collins,Colorado,0,4,750,Black
39301,Friday Harbor,Washington,35402,Cortez,Colorado,0,4,14,Black
39301,Friday Harbor,Washington,15300,Parkersburg,West Virginia,0,4,245,Black
39301,Friday Harbor,Washington,36502,Burns,Oregon,0,4,1,Black
39301,Friday Harbor,Washington,29302,Newton,Kansas,0,4,111,Black
39301,Friday Harbor,Washington,21702,Austin,Minnesota,0,4,91,Black
39301,Friday Harbor,Washington,23600,Burlington,Iowa,0,4,531,Black
39301,Friday Harbor,Washington,29602,Eldon,Missouri,0,4,70,Black
39301,Friday Harbor,Washington,34304,Sheridan,Wyoming,0,4,38,Black
39301,Friday Harbor,Washington,4101,Crossett,Arkansas,0,4,465,Black
39301,Friday Harbor,Washington,33902,Sherman,Texas,0,4,1160,Black
39301,Friday Harbor,Washington,4502,Hazard,Kentucky,0,4,122,Black
39301,Friday Harbor,Washington,26702,Grafton,North Dakota,0,4,14,Black
39301,Friday Harbor,Washington,26502,Madison,South Dakota,0,4,25,Black
39301,Friday Harbor,Washington,20001,Bangor,Maine,0,4,238,Black
39301,Friday Harbor,Washington,29004,Great Bend,Kansas,0,4,65,Black
39301,Friday Harbor,Washington,34901,Albuquerque,New Mexico,0,4,2424,Black
39301,Friday Harbor,Washington,2700,Gulfport,Mississippi,0,4,11475,Black
39301,Friday Harbor,Washington,32303,Junction,Texas,0,4,6,Black
39301,Friday Harbor,Washington,1900,Jacksonville,North Carolina,0,4,17640,Black
39301,Friday Harbor,Washington,10801,Tuscaloosa,Alabama,0,4,13212,Black
39301,Friday Harbor,Washington,7800,Ocala,Florida,0,68,3613,Hispanic
39301,Friday Harbor,Washington,32302,Brady,Texas,0,68,609,Hispanic
39301,Friday Harbor,Washington,25402,Murray,Kentucky,0,68,64,Hispanic
39301,Friday Harbor,Washington,6800,Lakeland,Florida,0,68,11453,Hispanic
39301,Friday Harbor,Washington,35701,Twin Falls,Idaho,0,68,1792,Hispanic
39301,Friday Harbor,Washington,31101,Victoria,Texas,0,68,7404,Hispanic
39301,Friday Harbor,Washington,32304,Uvalde,Texas,0,68,2560,Hispanic
39301,Friday Harbor,Washington,4602,Somerset,Kentucky,0,68,145,Hispanic
39301,Friday Harbor,Washington,35300,Farmington,New Mexico,0,68,3241,Hispanic
39301,Friday Harbor,Washington,8000,Sumter,South Carolina,0,68,672,Hispanic
39301,Friday Harbor,Washington,20403,Oak Bluffs,Massachusetts,0,68,32,Hispanic
39301,Friday Harbor,Washington,12301,Traverse City,Michigan,0,68,432,Hispanic
39301,Friday Harbor,Washington,5900,Clarksville,Tennessee,0,68,2971,Hispanic
39301,Friday Harbor,Washington,31007,Dumas,Texas,0,68,1099,Hispanic
39301,Friday Harbor,Washington,24600,Farmington,Missouri,0,68,176,Hispanic
39301,Friday Harbor,Washington,34106,Nome,Alaska,0,68,14,Hispanic
39301,Friday Harbor,Washington,32604,Vernon,Texas,0,68,472,Hispanic
39301,Friday Harbor,Washington,21701,Rochester,Minnesota,0,68,750,Hispanic
39301,Friday Harbor,Washington,401,Winston-Salem,North Carolina,0,68,2410,Hispanic
39301,Friday Harbor,Washington,26406,Wolf Point,Montana,0,68,23,Hispanic
39301,Friday Harbor,Washington,16500,Erie,Pennsylvania,0,68,1993,Hispanic
39301,Friday Harbor,Washington,25200,Henderson,Kentucky,0,68,211,Hispanic
39301,Friday Harbor,Washington,32603,Seymour,Texas,0,68,39,Hispanic
39301,Friday Harbor,Washington,31900,Pearland,Texas,0,68,11519,Hispanic
39301,Friday Harbor,Washington,28702,Glenwood Springs,Colorado,0,68,1811,Hispanic
39301,Friday Harbor,Washington,8800,Savannah,Georgia,0,68,2954,Hispanic
39301,Friday Harbor,Washington,2400,Richmond,Virginia,0,68,4650,Hispanic
39301,Friday Harbor,Washington,38401,Lewiston,Idaho,0,68,369,Hispanic
39301,Friday Harbor,Washington,10700,Birmingham,Alabama,0,68,2250,Hispanic
39301,Friday Harbor,Washington,27002,Ord,Nebraska,0,68,19,Hispanic
39301,Friday Harbor,Washington,25101,Mountain Home,Arkansas,0,68,120,Hispanic
39301,Friday Harbor,Washington,18300,Watertown,New York,0,68,1349,Hispanic
39301,Friday Harbor,Washington,27802,Columbus,Nebraska,0,68,496,Hispanic
39301,Friday Harbor,Washington,9702,Americus,Georgia,0,68,139,Hispanic
39301,Friday Harbor,Washington,4402,Richmond,Kentucky,0,68,188,Hispanic
39301,Friday Harbor,Washington,14700,Evansville,Indiana,0,68,704,Hispanic
39301,Friday Harbor,Washington,8503,Valdosta,Georgia,0,68,1361,Hispanic
39301,Friday Harbor,Washington,4401,London,Kentucky,0,68,134,Hispanic
39301,Friday Harbor,Washington,27605,Mission,South Dakota,0,68,17,Hispanic
39301,Friday Harbor,Washington,4103,El Dorado,Arkansas,0,68,142,Hispanic
39301,Friday Harbor,Washington,27602,Eagle Butte,South Dakota,0,68,10,Hispanic
39301,Friday Harbor,Washington,2800,Laurel,Mississippi,0,68,151,Hispanic
39301,Friday Harbor,Washington,27003,Ainsworth,Nebraska,0,68,6,Hispanic
39301,Friday Harbor,Washington,7400,Orlando,Florida,0,68,54315,Hispanic
39301,Friday Harbor,Washington,26004,International Falls,Minnesota,0,68,21,Hispanic
39301,Friday Harbor,Washington,10502,Starkville,Mississippi,0,68,137,Hispanic
39301,Friday Harbor,Washington,34110,Sitka,Alaska,0,68,66,Hispanic
39301,Friday Harbor,Washington,2300,Lynchburg,Virginia,0,68,599,Hispanic
39301,Friday Harbor,Washington,1001,Boone,North Carolina,0,68,143,Hispanic
39301,Friday Harbor,Washington,31103,Gonzales,Texas,0,68,833,Hispanic
39301,Friday Harbor,Washington,11500,Jackson,Michigan,0,68,1471,Hispanic
39301,Friday Harbor,Washington,6302,Cookeville,Tennessee,0,68,257,Hispanic
39301,Friday Harbor,Washington,27504,Carroll,Iowa,0,68,211,Hispanic
39301,Friday Harbor,Washington,21502,Pine City,Minnesota,0,68,75,Hispanic
39301,Friday Harbor,Washington,32601,Wichita Falls,Texas,0,68,2395,Hispanic
39301,Friday Harbor,Washington,36404,Rock Springs,Wyoming,0,68,805,Hispanic
39301,Friday Harbor,Washington,27301,Spencer,Iowa,0,68,118,Hispanic
39301,Friday Harbor,Washington,26602,Sisseton,South Dakota,0,68,34,Hispanic
39301,Friday Harbor,Washington,10501,Columbus,Mississippi,0,68,148,Hispanic
39301,Friday Harbor,Washington,29301,Wichita,Kansas,0,68,6360,Hispanic
39301,Friday Harbor,Washington,3800,Lafayette,Louisiana,0,68,1303,Hispanic
39301,Friday Harbor,Washington,13102,Madison,Indiana,0,68,77,Hispanic
39301,Friday Harbor,Washington,34701,Honolulu,Hawaii,0,68,11511,Hispanic
39301,Friday Harbor,Washington,11302,Baltimore,Maryland,0,68,9555,Hispanic
39301,Friday Harbor,Washington,2600,Roanoke Rapids,North Carolina,0,68,161,Hispanic
39301,Friday Harbor,Washington,9002,Milledgeville,Georgia,0,68,125,Hispanic
39301,Friday Harbor,Washington,29502,Kansas City,Missouri,0,68,13332,Hispanic
39301,Friday Harbor,Washington,5100,Corinth,Mississippi,0,68,177,Hispanic
39301,Friday Harbor,Washington,16300,Pittsburgh,Pennsylvania,0,68,4033,Hispanic
39301,Friday Harbor,Washington,17400,Hagerstown,Pennsylvania,0,68,1608,Hispanic
39301,Friday Harbor,Washington,16701,Elkins,West Virginia,0,68,41,Hispanic
39301,Friday Harbor,Washington,7900,Gainesville,Florida,0,68,2770,Hispanic
39301,Friday Harbor,Washington,25104,Heber Springs,Arkansas,0,68,84,Hispanic
39301,Friday Harbor,Washington,18400,Plattsburgh,New York,0,68,287,Hispanic
39301,Friday Harbor,Washington,4903,Lexington,Tennessee,0,68,62,Hispanic
39301,Friday Harbor,Washington,602,Galax,Virginia,0,68,162,Hispanic
39301,Friday Harbor,Washington,1701,Raleigh,North Carolina,0,68,9958,Hispanic
39301,Friday Harbor,Washington,3102,Brookhaven,Mississippi,0,68,38,Hispanic
39301,Friday Harbor,Washington,34803,Tucumcari,New Mexico,0,68,378,Hispanic
39301,Friday Harbor,Washington,25602,Harrisburg,Illinois,0,68,44,Hispanic
39301,Friday Harbor,Washington,29401,Ottawa,Kansas,0,68,171,Hispanic
39301,Friday Harbor,Washington,27009,Chamberlain,South Dakota,0,68,22,Hispanic
39301,Friday Harbor,Washington,26604,Mobridge,South Dakota,0,68,3,Hispanic
39301,Friday Harbor,Washington,27702,Cheyenne,Wyoming,0,68,1721,Hispanic
39301,Friday Harbor,Washington,30000,Russellville,Arkansas,0,68,741,Hispanic
39301,Friday Harbor,Washington,4601,Campbellsville,Kentucky,0,68,105,Hispanic
39301,Friday Harbor,Washington,12401,Alpena,Michigan,0,68,116,Hispanic
39301,Friday Harbor,Washington,24400,Rockford,Illinois,0,68,5470,Hispanic
39301,Friday Harbor,Washington,37602,Winnemucca,Nevada,0,68,431,Hispanic
39301,Friday Harbor,Washington,28606,Wano,Kansas,0,68,11,Hispanic
39301,Friday Harbor,Washington,26901,Fergus Falls,Minnesota,0,68,229,Hispanic
39301,Friday Harbor,Washington,14300,Columbus,Indiana,0,68,487,Hispanic
39301,Friday Harbor,Washington,8201,Barnwell,South Carolina,0,68,94,Hispanic
39301,Friday Harbor,Washington,34801,Las Vegas,New Mexico,0,68,2956,Hispanic
39301,Friday Harbor,Washington,34603,Casper,Wyoming,0,68,850,Hispanic
39301,Friday Harbor,Washington,6401,Chattanooga,Tennessee,0,68,1470,Hispanic
39301,Friday Harbor,Washington,16600,Roanoke,Virginia,0,68,1034,Hispanic
39301,Friday Harbor,Washington,32303,Junction,Texas,0,68,142,Hispanic
39301,Friday Harbor,Washington,11304,Washington DC,DC,0,68,45555,Hispanic
39301,Friday Harbor,Washington,29303,Winfield,Kansas,0,68,327,Hispanic
39301,Friday Harbor,Washington,23100,Madison,Wisconsin,0,68,2649,Hispanic
39301,Friday Harbor,Washington,20800,Springfield,Massachusetts,0,68,11745,Hispanic
39301,Friday Harbor,Washington,10802,Demopolis,Alabama,0,68,44,Hispanic
39301,Friday Harbor,Washington,11101,Montgomery,Alabama,0,68,730,Hispanic
39301,Friday Harbor,Washington,34702,Kapaa,Hawaii,0,68,768,Hispanic
39301,Friday Harbor,Washington,10200,Albany,Georgia,0,68,366,Hispanic
39301,Friday Harbor,Washington,8300,Greenville,South Carolina,0,68,3316,Hispanic
39301,Friday Harbor,Washington,35500,Gallup,Arizona,0,68,2200,Hispanic
39301,Friday Harbor,Washington,29203,Manhattan,Kansas,0,68,1776,Hispanic
39301,Friday Harbor,Washington,5800,Dickson,Tennessee,0,68,288,Hispanic
39301,Friday Harbor,Washington,38100,Yuma,California,0,68,21221,Hispanic
39301,Friday Harbor,Washington,26411,Sidney,North Dakota,0,68,205,Hispanic
39301,Friday Harbor,Washington,900,Charlotte,North Carolina,0,68,9289,Hispanic
39301,Friday Harbor,Washington,10400,Meridian,Mississippi,0,68,216,Hispanic
39301,Friday Harbor,Washington,34101,Sand Point,Alaska,0,68,7,Hispanic
39301,Friday Harbor,Washington,19500,Toms River,New Jersey,0,68,7582,Hispanic
39301,Friday Harbor,Washington,31402,Pecos,Texas,0,68,1916,Hispanic
39301,Friday Harbor,Washington,3101,McComb,Mississippi,0,68,107,Hispanic
39301,Friday Harbor,Washington,2500,Newport News,Virginia,0,68,3353,Hispanic
39301,Friday Harbor,Washington,3500,Baton Rouge,Louisiana,0,68,2320,Hispanic
39301,Friday Harbor,Washington,1002,Morganton,North Carolina,0,68,395,Hispanic
39301,Friday Harbor,Washington,5700,Tullahoma,Tennessee,0,68,446,Hispanic
39301,Friday Harbor,Washington,27401,Storm Lake,Iowa,0,68,324,Hispanic
39301,Friday Harbor,Washington,21003,Ironwood,Michigan,0,68,32,Hispanic
39301,Friday Harbor,Washington,25701,Cape Girardeau,Missouri,0,68,331,Hispanic
39301,Friday Harbor,Washington,16702,Morgantown,West Virginia,0,68,457,Hispanic
39301,Friday Harbor,Washington,10302,Dothan,Alabama,0,68,800,Hispanic
39301,Friday Harbor,Washington,27603,Southwest Jackson UT,South Dakota,0,68,12,Hispanic
39301,Friday Harbor,Washington,36200,Logan,Utah,0,68,1430,Hispanic
39301,Friday Harbor,Washington,29902,Center,Missouri,0,68,77,Hispanic
39301,Friday Harbor,Washington,12402,Grayling charter,Michigan,0,68,150,Hispanic
39301,Friday Harbor,Washington,11700,Lansing,Michigan,0,68,3454,Hispanic
39301,Friday Harbor,Washington,30501,Woodward,Oklahoma,0,68,226,Hispanic
39301,Friday Harbor,Washington,9301,Winder,Georgia,0,68,1265,Hispanic
39301,Friday Harbor,Washington,25000,Quincy,Illinois,0,68,218,Hispanic
39301,Friday Harbor,Washington,15000,Canton,Ohio,0,68,1130,Hispanic
39301,Friday Harbor,Washington,32100,Beaumont,Texas,0,68,4461,Hispanic
39301,Friday Harbor,Washington,19100,Reading,Pennsylvania,0,68,13678,Hispanic
39301,Friday Harbor,Washington,5300,West Memphis,Arkansas,0,68,171,Hispanic
39301,Friday Harbor,Washington,30402,Tulsa,Oklahoma,0,68,6303,Hispanic
39301,Friday Harbor,Washington,35904,Richfield,Utah,0,68,94,Hispanic
39301,Friday Harbor,Washington,800,Gastonia,North Carolina,0,68,1255,Hispanic
39301,Friday Harbor,Washington,34703,Kahului,Hawaii,0,68,1672,Hispanic
39301,Friday Harbor,Washington,35002,Safford,Arizona,0,68,1371,Hispanic
39301,Friday Harbor,Washington,34111,Ketchikan,Alaska,0,68,85,Hispanic
39301,Friday Harbor,Washington,17200,Harrisonburg,Virginia,0,68,845,Hispanic
39301,Friday Harbor,Washington,31503,Laredo,Texas,0,68,22307,Hispanic
39301,Friday Harbor,Washington,34002,Idabel,Oklahoma,0,68,490,Hispanic
39301,Friday Harbor,Washington,4101,Crossett,Arkansas,0,68,35,Hispanic
39301,Friday Harbor,Washington,22800,Eau Claire,Wisconsin,0,68,710,Hispanic
39301,Friday Harbor,Washington,11202,Welch,West Virginia,0,68,13,Hispanic
39301,Friday Harbor,Washington,22700,Wausau,Wisconsin,0,68,797,Hispanic
39301,Friday Harbor,Washington,33901,Ada,Oklahoma,0,68,275,Hispanic
39301,Friday Harbor,Washington,11002,Atmore,Alabama,0,68,94,Hispanic
39301,Friday Harbor,Washington,30100,Fort Smith,Arkansas,0,68,1747,Hispanic
39301,Friday Harbor,Washington,10600,Jasper,Alabama,0,68,196,Hispanic
39301,Friday Harbor,Washington,32501,Abilene,Texas,0,68,5024,Hispanic
39301,Friday Harbor,Washington,21501,Minneapolis,Minnesota,0,68,12707,Hispanic
39301,Friday Harbor,Washington,8402,Washington,Georgia,0,68,73,Hispanic
39301,Friday Harbor,Washington,7600,Jacksonville,Florida,0,68,10907,Hispanic
39301,Friday Harbor,Washington,5202,Memphis,Tennessee,0,68,3018,Hispanic
39301,Friday Harbor,Washington,1204,Andrews,North Carolina,0,68,112,Hispanic
39301,Friday Harbor,Washington,11001,Mobile,Alabama,0,68,1310,Hispanic
39301,Friday Harbor,Washington,1203,Asheville,North Carolina,0,68,1445,Hispanic
39301,Friday Harbor,Washington,28608,Kearney,Nebraska,0,68,428,Hispanic
39301,Friday Harbor,Washington,29302,Newton,Kansas,0,68,432,Hispanic
39301,Friday Harbor,Washington,1600,Wilson,North Carolina,0,68,679,Hispanic
39301,Friday Harbor,Washington,8501,Fitzgerald,Georgia,0,68,62,Hispanic
39301,Friday Harbor,Washington,6900,Sarasota,Florida,0,68,6402,Hispanic
39301,Friday Harbor,Washington,6700,Tampa,Florida,0,68,40618,Hispanic
39301,Friday Harbor,Washington,26503,Sioux Falls,South Dakota,0,68,914,Hispanic
39301,Friday Harbor,Washington,37604,Reno,Nevada,0,68,10608,Hispanic
39301,Friday Harbor,Washington,9003,Dublin,Georgia,0,68,124,Hispanic
39301,Friday Harbor,Washington,23700,Galesburg,Illinois,0,68,421,Hispanic
39301,Friday Harbor,Washington,4701,Greenwood,Mississippi,0,68,65,Hispanic
39301,Friday Harbor,Washington,8702,Statesboro,Georgia,0,68,338,Hispanic
39301,Friday Harbor,Washington,21202,Redwood Falls,Minnesota,0,68,148,Hispanic
39301,Friday Harbor,Washington,34901,Albuquerque,New Mexico,0,68,43934,Hispanic
39301,Friday Harbor,Washington,27801,Virginia Beach,Nebraska,0,68,339,Hispanic
39301,Friday Harbor,Washington,32402,Sweetwater,Texas,0,68,605,Hispanic
39301,Friday Harbor,Washington,24701,St. Louis,Missouri,0,68,5920,Hispanic
39301,Friday Harbor,Washington,34902,Socorro,New Mexico,0,68,782,Hispanic
39301,Friday Harbor,Washington,16200,Altoona,Pennsylvania,0,68,382,Hispanic
39301,Friday Harbor,Washington,15300,Parkersburg,West Virginia,0,68,166,Hispanic
39301,Friday Harbor,Washington,35802,Ontario,Oregon,0,68,1239,Hispanic
39301,Friday Harbor,Washington,13900,Center,Indiana,0,68,662,Hispanic
39301,Friday Harbor,Washington,34302,Worland,Wyoming,0,68,117,Hispanic
39301,Friday Harbor,Washington,31102,La Grange,Texas,0,68,741,Hispanic
39301,Friday Harbor,Washington,26301,Devils Lake,North Dakota,0,68,38,Hispanic
39301,Friday Harbor,Washington,31501,Crystal City,Texas,0,68,1911,Hispanic
39301,Friday Harbor,Washington,10000,Panama City,Florida,0,68,1021,Hispanic
39301,Friday Harbor,Washington,29504,Sedalia,Missouri,0,68,304,Hispanic
39301,Friday Harbor,Washington,7700,Lake City,Florida,0,68,640,Hispanic
39301,Friday Harbor,Washington,15700,Scioto,Ohio,0,68,197,Hispanic
39301,Friday Harbor,Washington,25601,Carbondale,Illinois,0,68,548,Hispanic
39301,Friday Harbor,Washington,21201,Hutchinson,Minnesota,0,68,334,Hispanic
39301,Friday Harbor,Washington,30403,Okmulgee,Oklahoma,0,68,174,Hispanic
39301,Friday Harbor,Washington,16400,Youngstown,Ohio,1,68,1763,Hispanic
39301,Friday Harbor,Washington,10102,Thomasville,Georgia,0,68,201,Hispanic
39301,Friday Harbor,Washington,12001,Big Rapids,Michigan,0,68,255,Hispanic
39301,Friday Harbor,Washington,26412,Williston,North Dakota,0,68,286,Hispanic
39301,Friday Harbor,Washington,27502,Creston,Iowa,0,68,121,Hispanic
39301,Friday Harbor,Washington,39201,La Grande,Oregon,0,68,185,Hispanic
39301,Friday Harbor,Washington,301,Middlesborough,Tennessee,0,68,47,Hispanic
39301,Friday Harbor,Washington,21900,Marshalltown,Iowa,0,68,538,Hispanic
39301,Friday Harbor,Washington,19000,Allentown,Pennsylvania,0,68,10902,Hispanic
39301,Friday Harbor,Washington,18900,Williamsport,Pennsylvania,0,68,337,Hispanic
39301,Friday Harbor,Washington,31303,Kerrville,Texas,0,68,1666,Hispanic
39301,Friday Harbor,Washington,20003,Presque Isle,Maine,0,68,73,Hispanic
39301,Friday Harbor,Washington,10101,Bainbridge,Georgia,0,68,104,Hispanic
39301,Friday Harbor,Washington,34401,Dillon,Montana,0,68,21,Hispanic
39301,Friday Harbor,Washington,28305,Broken Bow,Nebraska,0,68,31,Hispanic
39301,Friday Harbor,Washington,30702,Santa Rosa,New Mexico,0,68,348,Hispanic
39301,Friday Harbor,Washington,27902,York,Nebraska,0,68,74,Hispanic
39301,Friday Harbor,Washington,36800,Medford,Oregon,0,68,2674,Hispanic
39301,Friday Harbor,Washington,9500,Talladega,Alabama,0,68,187,Hispanic
39301,Friday Harbor,Washington,6502,Cleveland,Tennessee,0,68,668,Hispanic
39301,Friday Harbor,Washington,34114,Unalaska,Alaska,0,68,22,Hispanic
39301,Friday Harbor,Washington,3202,Natchez,Mississippi,0,68,39,Hispanic
39301,Friday Harbor,Washington,25800,Blytheville,Arkansas,0,68,269,Hispanic
39301,Friday Harbor,Washington,35600,Hilo,Hawaii,0,68,2133,Hispanic
39301,Friday Harbor,Washington,22500,Oshkosh,Wisconsin,0,68,1847,Hispanic
39301,Friday Harbor,Washington,12600,Wayne,Indiana,0,68,144,Hispanic
39301,Friday Harbor,Washington,37901,Las Vegas,Nevada,0,68,52589,Hispanic
39301,Friday Harbor,Washington,19903,Chincoteague,Virginia,0,68,167,Hispanic
39301,Friday Harbor,Washington,18800,Scranton,Pennsylvania,0,68,6088,Hispanic
39301,Friday Harbor,Washington,28501,Springfield,Colorado,0,68,48,Hispanic
39301,Friday Harbor,Washington,29104,Salina,Kansas,0,68,510,Hispanic
39301,Friday Harbor,Washington,5401,Bowling Green,Kentucky,0,68,430,Hispanic
39301,Friday Harbor,Washington,21302,Owatonna,Minnesota,0,68,548,Hispanic
39301,Friday Harbor,Washington,27701,Scottsbluff,Nebraska,0,68,1011,Hispanic
39301,Friday Harbor,Washington,11401,Marquette,Michigan,0,68,162,Hispanic
39301,Friday Harbor,Washington,23900,Peoria,Illinois,0,68,2238,Hispanic
39301,Friday Harbor,Washington,36503,Lakeview,Oregon,0,68,64,Hispanic
39301,Friday Harbor,Washington,18700,Sunbury,Pennsylvania,0,68,428,Hispanic
39301,Friday Harbor,Washington,8202,Charleston,South Carolina,0,68,2962,Hispanic
39301,Friday Harbor,Washington,14600,Bloomington,Indiana,0,68,667,Hispanic
39301,Friday Harbor,Washington,8100,Columbia,South Carolina,0,68,2655,Hispanic
39301,Friday Harbor,Washington,28604,Colby,Kansas,0,68,79,Hispanic
39301,Friday Harbor,Washington,28503,Trinidad,Colorado,0,68,719,Hispanic
39301,Friday Harbor,Washington,6600,Rome,Georgia,0,68,3249,Hispanic
39301,Friday Harbor,Washington,18500,Amsterdam,New York,0,68,735,Hispanic
39301,Friday Harbor,Washington,14400,Terre Haute,Indiana,0,68,460,Hispanic
39301,Friday Harbor,Washington,12902,Mount Sterling,Kentucky,0,68,57,Hispanic
39301,Friday Harbor,Washington,27402,Fort Dodge,Iowa,0,68,285,Hispanic
39301,Friday Harbor,Washington,38000,San Diego,California,1,68,104028,Hispanic
39301,Friday Harbor,Washington,15200,Cleveland,Ohio,0,68,9784,Hispanic
39301,Friday Harbor,Washington,34108,Kodiak,Alaska,0,68,95,Hispanic
39301,Friday Harbor,Washington,34604,Lusk,Wyoming,0,68,11,Hispanic
39301,Friday Harbor,Washington,24801,Jacksonville,Illinois,0,68,167,Hispanic
39301,Friday Harbor,Washington,27001,O'Neill,Nebraska,0,68,23,Hispanic
39301,Friday Harbor,Washington,16000,Mansfield,Ohio,0,68,489,Hispanic
39301,Friday Harbor,Washington,31502,Pearsall,Texas,0,68,1754,Hispanic
39301,Friday Harbor,Washington,1400,Fayetteville,North Carolina,0,68,5713,Hispanic
39301,Friday Harbor,Washington,13700,Concord,Indiana,0,68,2277,Hispanic
39301,Friday Harbor,Washington,17100,Huntington,Kentucky,0,68,351,Hispanic
39301,Friday Harbor,Washington,31800,College Station,Texas,0,68,5418,Hispanic
39301,Friday Harbor,Washington,1202,Sylva,North Carolina,0,68,168,Hispanic
39301,Friday Harbor,Washington,10900,Pensacola,Florida,0,68,4550,Hispanic
39301,Friday Harbor,Washington,22200,Cedar Rapids,Iowa,0,68,759,Hispanic
39301,Friday Harbor,Washington,26405,Scobey,Montana,0,68,1,Hispanic
39301,Friday Harbor,Washington,22400,Sheboygan,Wisconsin,0,68,775,Hispanic
39301,Friday Harbor,Washington,11900,Saginaw,Michigan,0,68,2825,Hispanic
39301,Friday Harbor,Washington,12502,Washington Court House,Ohio,0,68,122,Hispanic
39301,Friday Harbor,Washington,22001,Waterloo,Iowa,0,68,540,Hispanic
39301,Friday Harbor,Washington,34303,Riverton,Wyoming,0,68,267,Hispanic
39301,Friday Harbor,Washington,8602,Brunswick,Georgia,0,68,310,Hispanic
39301,Friday Harbor,Washington,36302,Salmon,Idaho,0,68,47,Hispanic
39301,Friday Harbor,Washington,34102,Anchorage,Alaska,0,68,3779,Hispanic
39301,Friday Harbor,Washington,31005,Perryton,Texas,0,68,536,Hispanic
39301,Friday Harbor,Washington,22602,Shawano,Wisconsin,0,68,141,Hispanic
39301,Friday Harbor,Washington,28303,Oshkosh,Nebraska,0,68,6,Hispanic
39301,Friday Harbor,Washington,8401,Aiken,Georgia,0,68,2423,Hispanic
39301,Friday Harbor,Washington,20901,Bridgeport,Connecticut,0,68,44139,Hispanic
39301,Friday Harbor,Washington,5600,Nashville,Tennessee,0,68,6473,Hispanic
39301,Friday Harbor,Washington,26107,Kirksville,Missouri,0,68,62,Hispanic
39301,Friday Harbor,Washington,30907,Matador,Texas,0,68,25,Hispanic
39301,Friday Harbor,Washington,34305,Miles City,Montana,0,68,51,Hispanic
39301,Friday Harbor,Washington,39000,Yakima,Washington,0,68,9311,Hispanic
39301,Friday Harbor,Washington,601,North Wilkesboro,North Carolina,0,68,193,Hispanic
39301,Friday Harbor,Washington,15500,Steubenville,Ohio,0,68,139,Hispanic
39301,Friday Harbor,Washington,4301,Stuttgart,Arkansas,0,68,65,Hispanic
39301,Friday Harbor,Washington,29102,Superior,Nebraska,0,68,31,Hispanic
39301,Friday Harbor,Washington,20001,Bangor,Maine,0,68,381,Hispanic
39301,Friday Harbor,Washington,22100,Iowa City,Iowa,0,68,1541,Hispanic
39301,Friday Harbor,Washington,34113,Barrow,Alaska,0,68,18,Hispanic
39301,Friday Harbor,Washington,12702,Maysville,Kentucky,0,68,42,Hispanic
39301,Friday Harbor,Washington,8601,Waycross,Georgia,0,68,458,Hispanic
39301,Friday Harbor,Washington,16901,Charleston,West Virginia,0,68,375,Hispanic
39301,Friday Harbor,Washington,4901,Jackson,Tennessee,0,68,387,Hispanic
39301,Friday Harbor,Washington,4302,Searcy,Arkansas,0,68,262,Hispanic
