,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
262,"Boone County, Kentucky",124068,35226,2836,1955,7225,8354,8678,4906,1272,88842,0.28392494438533705
263,"Bullitt County, Kentucky",76894,17625,848,931,5017,3709,4089,2410,621,59269,0.22921164200067626
264,"Campbell County, Kentucky",89349,22668,1488,1602,4709,3564,4417,5340,1548,66681,0.2537017761810429
265,"Christian County, Kentucky",68012,18752,1669,1003,4067,4164,3004,4241,604,49260,0.27571605010880434
266,"Daviess County, Kentucky",96166,25255,2083,972,5713,5103,6216,4508,660,70911,0.2626188049830501
267,"Fayette County, Kentucky",307270,93807,4880,4464,15507,14112,12806,32836,9202,213463,0.3052917629446415
268,"Hardin County, Kentucky",102864,30742,1472,1321,5239,7219,5935,8291,1265,72122,0.29886063151345466
269,"Jefferson County, Kentucky",734419,180076,10084,8129,40096,37619,36910,37580,9658,554343,0.24519518149721073
270,"Kenton County, Kentucky",158681,41802,3243,2142,10138,7881,8624,7743,2031,116879,0.26343418556727016
271,"McCracken County, Kentucky",62617,16389,939,791,3189,2896,3818,3753,1003,46228,0.2617340338885606
272,"Madison County, Kentucky",87353,28121,1015,1896,4064,3592,4041,12523,990,59232,0.3219236889402768
273,"Oldham County, Kentucky",63665,18130,1176,580,3636,4650,5197,2388,503,45535,0.2847718526663002
274,"Warren County, Kentucky",120770,38787,1549,896,5993,6584,5978,15837,1950,81983,0.3211641964063923
275,"Ascension Parish, Louisiana",117758,31444,2675,957,9796,6199,6544,4057,1216,86314,0.2670221980672226
276,"Bossier Parish, Louisiana",120092,30989,2415,1841,7286,6489,5867,5526,1565,89103,0.25804383306131967
277,"Caddo Parish, Louisiana",236724,56404,3997,2804,12156,14242,12270,9051,1884,180320,0.23826903904969501
278,"Calcasieu Parish, Louisiana",191578,50417,3126,3222,12390,9455,10955,10297,972,141161,0.2631669607157398
279,"East Baton Rouge Parish, Louisiana",429272,131178,7998,4488,24221,22470,21557,41853,8591,298094,0.3055824745149928
280,"Iberia Parish, Louisiana",69859,18340,1065,924,4750,5029,4405,1961,206,51519,0.2625288080275984
281,"Jefferson Parish, Louisiana",419086,98394,5844,5268,21933,20850,21182,19307,4010,320692,0.2347823597065996
282,"Lafayette Parish, Louisiana",231764,60575,5151,1686,13235,10676,13523,14143,2161,171189,0.2613650092335307
283,"Lafourche Parish, Louisiana",94511,23661,601,942,4496,7413,5743,3733,733,70850,0.2503518109003185
284,"Livingston Parish, Louisiana",134182,36119,1951,2066,9559,7826,9179,5166,372,98063,0.269179174553964
285,"Orleans Parish, Louisiana",376727,99359,6437,4777,19262,16597,16406,26083,9797,277368,0.26374271023844853
286,"Ouachita Parish, Louisiana",149573,39723,2468,2449,8772,8504,8773,7966,791,109850,0.26557600636478507
287,"Rapides Parish, Louisiana",126987,33845,1769,1840,6781,8274,8090,5732,1359,93142,0.26652334490932145
288,"St. Landry Parish, Louisiana",79495,20311,1516,1663,4735,4836,5373,1766,422,59184,0.2555003459337065
289,"St. Tammany Parish, Louisiana",245655,65114,5652,2639,12728,15681,16775,9460,2179,180541,0.2650627913130203
290,"Tangipahoa Parish, Louisiana",125098,34526,3332,1881,7361,5710,6470,8821,951,90572,0.27599162256790677
291,"Terrebonne Parish, Louisiana",107691,27680,1508,1942,6779,6478,6336,4252,385,80011,0.257031692527695
292,"Androscoggin County, Maine",104271,24464,1897,1183,5865,4130,5664,5067,658,79807,0.23461940520374794
293,"Aroostook County, Maine",65975,13821,671,962,2702,2633,3226,3035,592,52154,0.20948844259189087
294,"Cumberland County, Maine",284467,68360,5743,2752,14402,10791,13312,16517,4843,216107,0.24030906924177498
295,"Kennebec County, Maine",117515,27863,1795,1681,4980,5036,5957,6845,1569,89652,0.2371016465983066
296,"Penobscot County, Maine",147413,36895,2014,1962,6342,5730,6408,12650,1789,110518,0.25028321789801444
297,"York County, Maine",195868,43662,1291,1732,7071,11292,10901,9215,2160,152206,0.2229154328425266
298,"Allegany County, Maryland",70073,17464,908,816,2795,2440,3226,6846,433,52609,0.24922580737231173
299,"Anne Arundel County, Maryland",548534,144996,10747,7188,26685,29158,28535,33757,8926,403538,0.26433366026536187
300,"Baltimore County, Maryland",801062,202477,11689,8627,40033,37862,40896,52011,11359,598585,0.25276071015726626
301,"Calvert County, Maryland",88416,24824,1284,828,5677,4839,6571,4265,1360,63592,0.2807636626854868
302,"Carroll County, Maryland",162779,43675,2933,1835,7334,9818,9505,9773,2477,119104,0.2683085656012139
303,"Cecil County, Maryland",99537,24777,1469,1445,5229,5652,5680,3669,1633,74760,0.24892251122698092
304,"Charles County, Maryland",152221,40013,2221,1975,8354,10389,7595,7281,2198,112208,0.26286123465224903
305,"Frederick County, Maryland",239431,68312,4713,3225,13335,13251,14572,15012,4204,171119,0.28530975521131346
306,"Harford County, Maryland",242243,60538,3879,3227,11106,13682,13421,11640,3583,181705,0.24990608603757383
307,"Howard County, Maryland",306604,90750,6756,2904,17625,20310,18371,17374,7410,215854,0.29598439681152233
308,"Montgomery County, Maryland",1002211,271785,16713,12671,56450,51031,57167,55251,22502,730426,0.2711854090605671
309,"Prince George's County, Maryland",873327,240700,11651,11615,49128,40556,41642,64853,21255,632627,0.2756126857408508
310,"St. Mary's County, Maryland",108651,31185,1616,886,5913,6786,6339,8090,1555,77466,0.28701990777811526
311,"Washington County, Maryland",145999,32880,2269,1605,7769,7458,7818,5225,736,113119,0.22520702196590386
312,"Wicomico County, Maryland",98877,31015,851,1450,5388,5120,5629,11371,1206,67862,0.31367254265400446
313,"Baltimore city, Maryland",591817,152531,10163,7345,27717,27795,26752,35958,16801,439286,0.25773338717880695
314,"Barnstable County, Massachusetts",209334,38223,3378,2492,6770,8108,7987,7359,2129,171111,0.18259336753704605
315,"Berkshire County, Massachusetts",124230,28296,1605,871,5831,5511,5716,7968,794,95934,0.22777106978990583
316,"Bristol County, Massachusetts",543421,137634,10519,6873,25414,26065,29652,32364,6747,405787,0.25327324486907943
317,"Essex County, Massachusetts",754026,190810,9959,9360,35968,40990,40741,43791,10001,563216,0.2530549344452313
318,"Franklin County, Massachusetts",68489,13895,1021,344,2626,3081,3332,2350,1141,54594,0.2028792944852458
319,"Hampden County, Massachusetts",453071,120081,6727,6612,22096,22485,27551,30397,4213,332990,0.2650379300374555
320,"Hampshire County, Massachusetts",158899,53720,1666,2034,5578,5724,5106,30391,3221,105179,0.33807638814592916
321,"Middlesex County, Massachusetts",1538767,418311,30545,16026,69314,73984,79958,103287,45197,1120456,0.2718481745449441
322,"Norfolk County, Massachusetts",677505,179951,13791,7060,32437,36154,38799,38753,12957,497554,0.2656083718939344
323,"Plymouth County, Massachusetts",496259,127557,8592,5345,22713,27653,32895,24735,5624,368702,0.2570371519710474
324,"Suffolk County, Massachusetts",758459,216712,8383,9569,27915,28886,30877,76013,35069,541747,0.28572671693525953
325,"Worcester County, Massachusetts",794430,207119,13126,11007,37928,40118,45177,47650,12113,587311,0.2607139710232494
326,"Allegan County, Michigan",111023,25800,1378,1243,5990,6645,6544,3605,395,85223,0.23238428073462256
327,"Bay County, Michigan",101785,22322,1395,1458,4853,4125,5280,5000,211,79463,0.21930539863437637
328,"Berrien County, Michigan",148369,37131,2028,2357,7887,7300,8201,7200,2158,111238,0.2502611731561175
329,"Calhoun County, Michigan",129170,31828,1350,1613,5843,7240,7569,7456,757,97342,0.24640396376867693
330,"Clinton County, Michigan",75683,21261,1205,1254,4275,3731,4391,5342,1063,54422,0.2809217393602262
331,"Eaton County, Michigan",105821,26175,994,1204,5059,5545,5583,6844,946,79646,0.24735165987847402
332,"Genesee County, Michigan",394823,103026,7494,5978,21291,21001,22612,20810,3840,291797,0.26094224500599
333,"Grand Traverse County, Michigan",88915,20781,909,1597,3762,4754,4264,4645,850,68134,0.2337175954563347
334,"Ingham County, Michigan",278305,98734,3903,3066,12803,14446,11221,44643,8652,179571,0.35476904834623885
335,"Isabella County, Michigan",69530,29171,702,405,3407,2977,2963,16877,1840,40359,0.4195455199194592
336,"Jackson County, Michigan",153592,36180,2643,2072,7347,8015,8148,7227,728,117412,0.23555914370540132
337,"Kalamazoo County, Michigan",252284,78002,4348,2825,11426,13606,13023,28563,4211,174282,0.30918330135878613
338,"Kent County, Michigan",617061,167733,11574,9974,34438,35214,35409,33920,7204,449328,0.27182563798392706
339,"Lapeer County, Michigan",85269,18788,1059,1476,3552,4471,4856,2756,618,66481,0.22033798918716063
340,"Lenawee County, Michigan",95684,23606,1582,1436,4506,4701,5789,5183,409,72078,0.24670791354876467
341,"Livingston County, Michigan",182148,45651,2215,2657,8281,9296,11968,9301,1933,136497,0.2506258646814678
342,"Macomb County, Michigan",837430,206678,12185,10279,41323,42071,46137,45536,9147,630752,0.24680032957978576
343,"Marquette County, Michigan",64710,18468,1191,368,2719,2770,2517,8222,681,46242,0.28539638386648125
344,"Midland County, Michigan",80784,19710,846,1136,3860,4059,4655,4247,907,61074,0.24398395721925134
345,"Monroe County, Michigan",144409,35654,2062,1660,7063,8003,8657,6922,1287,108755,0.24689596908779923
346,"Muskegon County, Michigan",167408,38556,2571,2008,8489,9208,9821,5689,770,128852,0.2303115741183217
347,"Oakland County, Michigan",1203367,309638,19964,12531,57761,60905,69642,65840,22995,893729,0.2573096985375201
348,"Ottawa County, Michigan",271951,81378,3940,4306,15747,15966,15759,23019,2641,190573,0.2992377303264191
349,"Saginaw County, Michigan",185769,47875,3202,1475,9668,9494,9822,12487,1727,137894,0.25771253546070655
350,"St. Clair County, Michigan",154912,34096,1972,1519,7088,8814,8849,5345,509,120816,0.22009915306754801
351,"Shiawassee County, Michigan",66449,15268,853,608,3229,3276,3949,2937,416,51181,0.2297701997020271
352,"Van Buren County, Michigan",72365,17973,1049,918,3310,4602,4906,2667,521,54392,0.24836592275271194
353,"Washtenaw County, Michigan",353292,126558,4859,3728,15500,15878,17259,51007,18327,226734,0.35822492442512144
354,"Wayne County, Michigan",1682554,443501,27237,23586,91014,89753,98969,94674,18268,1239053,0.2635879739966741
355,"Anoka County, Minnesota",332802,88495,6227,4174,17838,18799,20841,17243,3373,244307,0.26590885872080094
356,"Blue Earth County, Minnesota",64448,20360,1049,722,2069,2731,3086,9736,967,44088,0.31591360476663355
357,"Carver County, Minnesota",96575,27777,2047,1840,6173,6187,6871,3811,848,68798,0.2876210199326948
358,"Dakota County, Minnesota",402052,104533,6644,5469,20473,25372,24477,17817,4281,297519,0.25999870663496266
359,"Hennepin County, Minnesota",1182974,307942,21094,13934,62975,57735,59656,70105,22443,875032,0.2603117228273825
360,"Olmsted County, Minnesota",147046,37755,3121,1551,8297,8557,7694,6102,2433,109291,0.2567563891571345
361,"Ramsey County, Minnesota",519006,143372,8686,7651,27490,26867,26403,36113,10162,375634,0.2762434345653037
362,"Rice County, Minnesota",63352,20121,948,1157,3455,3003,2743,8307,508,43231,0.3176063896956686
363,"St. Louis County, Minnesota",193962,48800,2047,2396,7049,9336,8870,17341,1761,145162,0.2515956733793217
364,"Scott County, Minnesota",138046,38170,2811,2035,9225,9830,8571,4558,1140,99876,0.2765020355533663
365,"Sherburne County, Minnesota",89970,26759,1743,1671,6528,5360,5643,5237,577,63211,0.2974213626764477
366,"Stearns County, Minnesota",149592,47013,2350,2838,7239,7483,8000,17312,1791,102579,0.314274827530884
367,"Washington County, Minnesota",243834,66962,4589,3269,14179,14817,15403,11598,3107,176872,0.27462125872519827
368,"Wright County, Minnesota",127254,36400,2173,2179,8034,9024,9025,5240,725,90854,0.286042089050246
369,"DeSoto County, Mississippi",169963,48379,2655,2752,10423,11563,11701,7837,1448,121584,0.28464430493695686
370,"Forrest County, Mississippi",72640,22883,380,351,4874,4669,2918,7931,1760,49757,0.3150192731277533
371,"Harrison County, Mississippi",194484,52670,2930,1903,11281,11745,10736,12366,1709,141814,0.2708191933526665
372,"Hinds County, Mississippi",232037,71099,5276,3552,14237,13497,13446,16559,4532,160938,0.30641233941138696
373,"Jackson County, Mississippi",136493,37049,2065,2732,7090,8360,9448,5619,1735,99444,0.27143516517330557
374,"Jones County, Mississippi",65079,15588,999,836,3812,4363,3291,2036,251,49491,0.23952427050200525
375,"Lauderdale County, Mississippi",75094,18986,545,2021,3988,3915,3887,3651,979,56108,0.2528297866673769
376,"Lee County, Mississippi",81831,21381,1253,1275,5289,4765,4569,3170,1060,60450,0.2612823990908091
377,"Madison County, Mississippi",101851,28230,2511,1990,4587,6934,6518,4571,1119,73621,0.27716959087294185
378,"Rankin County, Mississippi",144612,36770,2662,2156,7965,7372,8343,6598,1674,107842,0.2542665892180455
379,"Boone County, Missouri",169865,59279,2689,1454,7389,9122,7246,24472,6907,110586,0.34897712889647664
380,"Buchanan County, Missouri",85323,20654,1072,758,5139,4512,3346,4796,1031,64669,0.24206837546734175
381,"Cape Girardeau County, Missouri",76087,24036,1631,1401,4126,3243,3353,9139,1143,52051,0.31590153377055213
382,"Cass County, Missouri",99158,24328,1743,1887,5400,5631,5472,3657,538,74830,0.24534581173480707
383,"Christian County, Missouri",81275,21949,1893,1413,5450,4591,5068,3156,378,59326,0.270058443555829
384,"Clay County, Missouri",231361,60412,4894,3830,14180,11571,12250,11196,2491,170949,0.2611157455232299
385,"Cole County, Missouri",74676,20606,1365,720,4768,3853,4949,4403,548,54070,0.2759387219454711
386,"Franklin County, Missouri",98128,21889,1389,1485,4256,5727,5478,2967,587,76239,0.22306579161910972
387,"Greene County, Missouri",279009,80196,4201,2679,12714,13261,14146,29523,3672,198813,0.2874315882283367
388,"Jackson County, Missouri",664224,165173,9702,9110,35674,37962,34439,28775,9511,499051,0.24867062918533506
389,"Jasper County, Missouri",114429,30780,1602,1739,6539,7152,5977,6340,1431,83649,0.26898775660016255
390,"Jefferson County, Missouri",216758,55137,4114,3109,13463,11607,12872,8019,1953,161621,0.25437123427970365
391,"Platte County, Missouri",94973,24278,2102,1199,4588,4318,6348,4153,1570,70695,0.25563054762932624
392,"St. Charles County, Missouri",377554,101947,7144,5810,20441,21625,20461,21528,4938,275607,0.27001965281787504
393,"St. Francois County, Missouri",65080,15567,1169,615,3978,2891,4199,2171,544,49513,0.2391979102642901
394,"St. Louis County, Missouri",964514,249707,17524,10762,48765,50431,56125,49889,16211,714807,0.2588941166224648
395,"St. Louis city, Missouri",299793,72159,5174,3666,13102,12466,12942,16198,8611,227634,0.24069608029540382
396,"Cascade County, Montana",78828,18011,1097,1154,3730,4433,3700,3178,719,60817,0.22848480235449334
397,"Flathead County, Montana",94536,20627,839,1211,5837,4194,5006,2954,586,73909,0.21819201150884318
398,"Gallatin County, Montana",101019,31141,1468,1301,4535,5227,4370,12628,1612,69878,0.30826874152387174
399,"Lewis and Clark County, Montana",65104,15643,615,736,4096,2660,3492,3584,460,49461,0.2402770951093635
400,"Missoula County, Montana",113266,30639,1394,1621,4863,5328,4601,10580,2252,82627,0.2705048293397842
401,"Yellowstone County, Montana",153144,36014,2924,2246,9285,7175,7662,5640,1082,117130,0.2351642898187327
402,"Douglas County, Nebraska",528852,151948,9339,8428,31117,30381,29965,32025,10693,376904,0.28731667839017344
403,"Lancaster County, Nebraska",297426,92382,4061,3625,16396,16032,15217,30857,6194,205044,0.3106049908212463
404,"Sarpy County, Nebraska",171399,51865,3360,2940,11579,10766,10801,9616,2803,119534,0.302598031493766
405,"Clark County, Nevada",2076405,513132,25822,26495,112435,112181,118216,96921,21062,1563273,0.24712519956366893
406,"Washoe County, Nevada",437429,115066,6422,3962,22088,22930,22372,30550,6742,322363,0.2630506893690176
407,"Cheshire County, New Hampshire",73196,18047,1144,1200,2698,2847,3320,6515,323,55149,0.24655718891742717
408,"Grafton County, New Hampshire",86729,21202,1159,1075,2741,2656,3682,7319,2570,65527,0.24446263648837183
409,"Hillsborough County, New Hampshire",394594,96897,5825,4262,19848,20167,21382,19374,6039,297697,0.245561260434776
410,"Merrimack County, New Hampshire",144250,34939,2163,1799,6636,5763,6805,9543,2230,109311,0.24221143847487
411,"Rockingham County, New Hampshire",295606,68728,4074,2712,13874,14898,15739,12778,4653,226878,0.2324986637618993
412,"Strafford County, New Hampshire",124096,33693,1030,1554,5093,6396,4949,13473,1198,90403,0.271507542547705
413,"Atlantic County, New Jersey",262576,70981,5158,3171,11529,15058,15398,17729,2938,191595,0.27032554384254465
414,"Bergen County, New Jersey",910166,228938,17489,13827,41878,44430,51305,46942,13067,681228,0.2515343354948438
415,"Burlington County, New Jersey",436647,109299,7626,4070,20316,24006,24387,22836,6058,327348,0.25031432713381746
416,"Camden County, New Jersey",489683,123971,7542,5971,27493,26145,25908,23955,6957,365712,0.2531658236042501
417,"Cape May County, New Jersey",92443,16755,1113,566,3736,4395,3196,2942,807,75688,0.18124682236621487
418,"Cumberland County, New Jersey",148424,35965,2893,1323,8188,8752,8822,5118,869,112459,0.24231256400582116
419,"Essex County, New Jersey",765883,212935,18254,11576,42830,40989,43223,46496,9567,552948,0.2780254947557264
420,"Gloucester County, New Jersey",282774,74580,4662,4720,13596,15230,15280,16050,5042,208194,0.2637441914744637
421,"Hudson County, New Jersey",649839,156147,14572,8601,29252,27612,26201,34860,15049,493692,0.2402856707584494
422,"Hunterdon County, New Jersey",121991,28767,2052,920,5396,6671,8474,4107,1147,93224,0.2358124779696863
423,"Mercer County, New Jersey",358726,96703,6732,5136,17246,18476,19263,24535,5315,262023,0.2695734348778734
424,"Middlesex County, New Jersey",809948,218458,14692,10444,42647,39192,39602,57179,14702,591490,0.2697185498328288
425,"Monmouth County, New Jersey",608104,155323,12572,6790,30201,31192,37323,28928,8317,452781,0.2554217699604015
426,"Morris County, New Jersey",483908,125232,8878,5143,24727,26188,28869,24126,7301,358676,0.2587929937095481
427,"Ocean County, New Jersey",568989,143981,11045,8490,30740,30920,30529,25253,7004,425008,0.25304707120875797
428,"Passaic County, New Jersey",488561,137291,12191,7951,27451,26643,27366,30444,5245,351270,0.2810109689475828
429,"Salem County, New Jersey",60982,14283,980,816,3194,2829,3572,2493,399,46699,0.23421665409465087
430,"Somerset County, New Jersey",323461,86787,5384,3049,17104,18009,20647,16979,5615,236674,0.26830746210516876
431,"Sussex County, New Jersey",138551,34869,1498,1422,6060,7095,10210,7180,1404,103682,0.251669060490361
432,"Union County, New Jersey",535086,143101,11672,7818,27919,30690,29744,28643,6615,391985,0.26743551503870405
433,"Warren County, New Jersey",103803,25417,1535,1687,3897,5756,5770,5367,1405,78386,0.24485804841863915
434,"Bernalillo County, New Mexico",653027,176026,9729,8058,34699,34441,33076,42933,13090,477001,0.26955393881110584
435,"Chaves County, New Mexico",63254,18405,609,969,4586,4206,4783,2902,350,44849,0.29096974104404466
436,"Doña Ana County, New Mexico",205764,66186,2546,2116,12047,11708,12532,21857,3380,139578,0.32165976555665715
437,"Lea County, New Mexico",66981,19059,999,843,6121,4113,4169,2532,282,47922,0.28454337797285795
438,"McKinley County, New Mexico",71325,21884,1166,1067,5030,4984,5485,3724,428,49441,0.30682089029092185
439,"Otero County, New Mexico",62667,14817,591,1897,2433,2854,4344,2179,519,47850,0.2364402317008952
440,"Sandoval County, New Mexico",137215,39799,2364,2000,6619,7816,9576,8999,2425,97416,0.2900484640892031
441,"San Juan County, New Mexico",110114,29262,2021,1318,7133,6669,6156,5054,911,80852,0.2657427756688523
442,"Santa Fe County, New Mexico",144707,33169,1756,1354,5506,7024,7299,8251,1979,111538,0.22921489630771144
443,"Valencia County, New Mexico",73746,18698,1009,1986,3924,3567,4695,2792,725,55048,0.25354595503484934
444,"Albany County, New York",299476,84444,4778,2949,12908,13047,14179,27931,8652,215032,0.28197251198760503
445,"Bronx County, New York",1390790,410718,23411,21741,85043,80048,84605,97109,18761,980072,0.29531273592706303
446,"Broome County, New York",189854,55624,2979,2132,8859,8985,9407,18661,4601,134230,0.292983029064439
447,"Cattaraugus County, New York",75303,18786,1211,727,4418,3835,4239,3559,797,56517,0.24947213258435919
448,"Cayuga County, New York",75774,16735,682,685,3111,3472,4498,3889,398,59039,0.2208541188270383
449,"Chautauqua County, New York",125710,29837,1838,873,5437,6026,6732,8288,643,95873,0.23734786413173176
450,"Chemung County, New York",83649,20081,1191,500,4390,4108,5290,3896,706,63568,0.24006264270941674
451,"Clinton County, New York",79071,17200,429,718,3251,2941,3514,5930,417,61871,0.2175260209179092
452,"Dutchess County, New York",287393,74414,3524,2679,13163,12212,17526,22008,3302,212979,0.25892767047214094
453,"Erie County, New York",889960,220275,10958,9593,42079,41676,45884,55230,14855,669685,0.24751112409546497
454,"Jefferson County, New York",108539,25247,1477,1090,6358,5204,5139,5376,603,83292,0.23260763412229704
455,"Kings County, New York",2512989,655430,50661,41165,137523,120093,127587,137925,40476,1857559,0.2608168997158364
456,"Livingston County, New York",62624,16913,734,433,2572,2734,2564,7565,311,45711,0.27007217680122636
457,"Madison County, New York",69222,17273,458,668,2857,3014,3602,6339,335,51949,0.24953049608505967
458,"Monroe County, New York",722562,192617,9572,9386,33185,35905,39055,52913,12601,529945,0.26657504823115524
459,"Nassau County, New York",1320275,347671,22563,18211,64155,66190,75454,79780,21318,972604,0.2633322603245536
460,"New York County, New York",1594918,333589,24669,15157,52745,48358,48107,91785,52768,1261329,0.2091574613867296
461,"Niagara County, New York",205597,46910,2479,2115,8313,10515,11297,10682,1509,158687,0.22816480785225465
462,"Oneida County, New York",223955,52418,3083,2945,12079,9895,10874,11748,1794,171537,0.23405594873970217
463,"Onondaga County, New York",451317,121528,5687,5474,23215,21587,24634,32502,8429,329789,0.26927414655330956
464,"Ontario County, New York",106764,26006,862,538,4997,5769,6021,6247,1572,80758,0.24358397961859804
465,"Orange County, New York",364505,103163,6381,5709,22035,22201,24543,18890,3404,261342,0.28302218076569596
466,"Oswego County, New York",114318,28626,1103,1535,5603,4866,6328,8608,583,85692,0.2504067600902745
467,"Putnam County, New York",96430,21917,880,498,4902,5164,6679,3331,463,74513,0.22728404023644094
468,"Queens County, New York",2246024,556070,32487,27444,105951,100779,104618,144263,40528,1689954,0.24757972310180124
469,"Rensselaer County, New York",154133,36914,1511,1753,6880,7720,6868,10186,1996,117219,0.23949446257452978
470,"Richmond County, New York",459791,117845,6393,6332,21720,25248,24948,28240,4964,341946,0.25630123251651293
471,"Rockland County, New York",312786,96572,6825,5623,20818,19247,21688,18473,3898,216214,0.30874783398233935
472,"St. Lawrence County, New York",106893,31082,1592,1060,4467,5721,4742,12163,1337,75811,0.2907767580664777
473,"Saratoga County, New York",220252,51486,3905,3879,10958,8389,11347,11620,1388,168766,0.23375951183190163
474,"Schenectady County, New York",148813,38448,2643,1992,8193,7387,7043,7999,3191,110365,0.2583645246047052
475,"Steuben County, New York",93599,20134,1070,1013,4497,4651,5525,2707,671,73465,0.21510913578136517
476,"Suffolk County, New York",1447900,370705,20789,14590,73144,73872,85788,82290,20232,1077195,0.25602942192140343
477,"Sullivan County, New York",72497,15670,1041,700,3297,3428,4473,2377,354,56827,0.21614687504310523
478,"Tompkins County, New York",102697,41087,1433,883,4177,3263,3233,21064,7034,61610,0.40007984653884726
479,"Ulster County, New York",174779,37877,1786,2034,7838,7801,7776,8954,1688,136902,0.21671367841674344
480,"Warren County, New York",62772,12377,703,221,1969,3108,3575,1942,859,50395,0.19717389919072198
481,"Wayne County, New York",88598,19288,1391,1440,4563,3354,5406,2816,318,69310,0.21770243120612204
482,"Westchester County, New York",943449,247439,17300,12421,47111,50199,54279,52123,14006,696010,0.2622706685787997
483,"Alamance County, North Carolina",154854,40835,2312,2196,7230,7898,9318,10865,1016,114019,0.26370000129153914
484,"Brunswick County, North Carolina",123710,19936,850,649,4469,3866,4990,4324,788,103774,0.16115107913669063
485,"Buncombe County, North Carolina",249484,56002,2511,2875,12374,9548,12260,13530,2904,193482,0.22447130878132465
486,"Burke County, North Carolina",86583,17590,817,995,3781,3278,4829,3593,297,68993,0.203157663744615
487,"Cabarrus County, North Carolina",193738,55002,2761,2402,11689,13647,13663,8877,1963,138736,0.2838988737366959
488,"Caldwell County, North Carolina",79109,17435,780,310,3839,4592,4730,2794,390,61674,0.22039211720537485
489,"Carteret County, North Carolina",67284,14180,872,1048,2980,2449,3444,2774,613,53104,0.21074846917543547
490,"Catawba County, North Carolina",151174,36780,1591,1452,7917,8602,8512,8014,692,114394,0.2432958048341646
491,"Chatham County, North Carolina",70822,15921,1006,772,3076,4113,4308,2033,613,54901,0.22480302730789867
492,"Cleveland County, North Carolina",93920,23108,577,691,6437,3474,5302,5264,1363,70812,0.24603918228279387
493,"Craven County, North Carolina",100007,24116,1409,868,6093,4939,5430,4601,776,75891,0.2411431199816013
494,"Cumberland County, North Carolina",311364,93217,5745,5083,18075,15781,18885,25553,4095,218147,0.2993827160493827
495,"Davidson County, North Carolina",159463,37116,1652,1757,8901,7601,10593,5724,888,122347,0.23275618795582675
496,"Durham County, North Carolina",294004,78225,4184,2758,15869,12940,12005,16662,13807,215779,0.2660678086012435
497,"Forsyth County, North Carolina",358779,95302,4956,4358,19927,18339,20748,22579,4395,263477,0.26562870179135345
498,"Gaston County, North Carolina",208228,48440,2053,2763,10347,10526,11951,8938,1862,159788,0.2326296175346255
499,"Guilford County, North Carolina",503919,141421,5932,6894,26873,25537,28126,41195,6864,362498,0.28064232545309864
500,"Harnett County, North Carolina",125230,38222,1805,1644,7688,8085,8043,8714,2243,87008,0.3052144054938912
501,"Henderson County, North Carolina",110814,21794,1381,1439,4615,4621,4949,3557,1232,89020,0.19667190066237117
502,"Iredell County, North Carolina",166879,40208,1469,1992,8800,9613,10767,6321,1246,126671,0.24094104111362125
503,"Johnston County, North Carolina",184654,51161,2404,1946,9478,14404,11964,8666,2299,133493,0.2770641307526509
504,"Lincoln County, North Carolina",78801,16560,1249,642,3907,3983,4403,2108,268,62241,0.21014961739064225
505,"Mecklenburg County, North Carolina",1011241,276797,18882,13314,56259,58773,54788,59013,15768,734444,0.27372011221855125
506,"Moore County, North Carolina",92602,22962,1778,752,4795,4508,6312,4094,723,69640,0.24796440681626747
507,"Nash County, North Carolina",91011,22189,432,1317,5858,3418,5105,5302,757,68822,0.24380569381723088
508,"New Hanover County, North Carolina",217248,52010,1851,2072,9935,8334,9768,16855,3195,165238,0.2394038149948446
509,"Onslow County, North Carolina",175141,45590,2922,2682,9611,9352,8425,10413,2185,129551,0.2603045546159951
510,"Orange County, North Carolina",137270,51386,1721,2025,6131,6702,7015,19115,8677,85884,0.37434253660668754
511,"Pitt County, North Carolina",171134,59712,2508,1547,11434,6432,8083,25825,3883,111422,0.3489195601107904
512,"Randolph County, North Carolina",138412,33218,838,1810,6850,7987,9000,6201,532,105194,0.23999364216975408
513,"Robeson County, North Carolina",127440,33327,1309,1763,8041,8084,7558,5473,1099,94113,0.26151129943502827
514,"Rockingham County, North Carolina",88377,19181,574,1290,4690,4511,4643,3282,191,69196,0.21703610667933965
515,"Rowan County, North Carolina",135261,31879,1186,1064,7097,7411,8426,6210,485,103382,0.2356850829137741
516,"Rutherford County, North Carolina",65223,13912,525,165,2847,3741,4695,1825,114,51311,0.213298989620226
517,"Surry County, North Carolina",69845,14867,924,690,3814,3068,3966,2204,201,54978,0.2128570405898776
518,"Union County, North Carolina",217986,64701,3724,2546,14553,15713,16959,9321,1885,153285,0.2968126393438111
519,"Wake County, North Carolina",1007069,290717,18801,15887,60050,57746,56622,61248,20363,716352,0.2886763469037375
520,"Wayne County, North Carolina",118845,31247,1819,2231,6723,5548,6944,7104,878,87598,0.2629222937439522
521,"Wilkes County, North Carolina",67164,13910,590,411,3832,2838,4251,1666,322,53254,0.20710499672443572
522,"Wilson County, North Carolina",79145,19665,838,725,4309,4375,5660,3440,318,59480,0.24846800176890518
