,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
262,"Bullitt County, Kentucky",76346,18671,886,1180,4446,3924,4609,3099,527,57675,0.24455767165273884
263,"Campbell County, Kentucky",89500,23390,1482,1450,4270,4062,4464,6475,1187,66110,0.261340782122905
264,"Christian County, Kentucky",68627,17754,745,1380,4527,4271,3193,3364,274,50873,0.2587028429043962
265,"Daviess County, Kentucky",95264,23126,2035,1914,5695,4527,5028,3038,889,72138,0.24275697010413166
266,"Fayette County, Kentucky",303148,87575,4471,2926,14579,16063,12413,28916,8207,215573,0.28888529695066434
267,"Hardin County, Kentucky",102451,30530,1509,1078,7115,5301,6123,7699,1705,71921,0.2979961152160545
268,"Jefferson County, Kentucky",733512,185637,11955,9111,37029,37954,39160,39013,11415,547875,0.2530797042175179
269,"Kenton County, Kentucky",158613,39815,3293,1733,9352,8108,8785,7582,962,118798,0.25101977769791883
270,"McCracken County, Kentucky",62030,14570,202,904,2701,3524,3887,3002,350,47460,0.2348863453167822
271,"Madison County, Kentucky",85346,28208,1151,1141,5340,3170,4450,11515,1441,57138,0.3305134394113374
272,"Pike County, Kentucky",59563,12469,741,557,2702,3024,2647,2509,289,47094,0.20934136964222755
273,"Warren County, Kentucky",117963,35042,1507,1273,5003,7496,6107,12759,897,82921,0.2970592473911311
274,"Ascension Parish, Louisiana",113841,33837,1678,1914,8006,6289,8799,6363,788,80004,0.29723034759005984
275,"Bossier Parish, Louisiana",120918,29917,2160,1578,7627,6849,6172,4371,1160,91001,0.24741560396301626
276,"Caddo Parish, Louisiana",241021,61673,4120,2389,12259,16088,13217,10815,2785,179348,0.25588226752025756
277,"Calcasieu Parish, Louisiana",191123,51957,3001,3221,11179,11198,10569,10065,2724,139166,0.27185111158782566
278,"East Baton Rouge Parish, Louisiana",430484,129080,8261,3934,25901,21281,20980,40732,7991,301404,0.2998485425706879
279,"Iberia Parish, Louisiana",71135,17367,1658,1084,5377,3117,4109,1658,364,53768,0.24414142124130175
280,"Jefferson Parish, Louisiana",420749,101604,7625,5770,20822,20156,20970,21298,4963,319145,0.24148363988981555
281,"Lafayette Parish, Louisiana",229762,61505,4275,3262,15175,10374,11253,15304,1862,168257,0.2676900444808106
282,"Lafourche Parish, Louisiana",94813,23641,2738,725,6296,4386,4442,4209,845,71172,0.2493434444643667
283,"Livingston Parish, Louisiana",132257,34613,1793,2328,8010,10442,6898,5032,110,97644,0.26171015522807867
284,"Orleans Parish, Louisiana",374933,96962,8132,3321,20505,16271,16207,23342,9184,277971,0.2586115385948956
285,"Ouachita Parish, Louisiana",150111,39551,2972,1513,10062,7711,8303,7650,1340,110560,0.26347835934741626
286,"Rapides Parish, Louisiana",126419,33143,2012,2337,7148,7443,8272,4797,1134,93276,0.26216787033594635
287,"St. Landry Parish, Louisiana",81107,19826,1260,2220,4906,5579,3856,1658,347,61281,0.24444252653901635
288,"St. Tammany Parish, Louisiana",240803,64218,3591,2055,14367,15512,15129,11352,2212,176585,0.2666827240524412
289,"Tangipahoa Parish, Louisiana",124381,37310,2272,2702,7501,6796,6892,10376,771,87071,0.29996542880343463
290,"Terrebonne Parish, Louisiana",109501,28824,2609,1612,6684,7296,5741,4267,615,80677,0.2632304727810705
291,"Androscoggin County, Maine",103621,25030,1765,1187,4552,5839,5267,5822,598,78591,0.24155335308479942
292,"Aroostook County, Maine",66521,14115,753,502,2254,3468,2849,3716,573,52406,0.21218863216127237
293,"Cumberland County, Maine",282166,65255,3005,3367,13784,11181,13597,16419,3902,216911,0.2312645747538683
294,"Kennebec County, Maine",116296,25909,1458,1531,4467,6762,4971,5260,1460,90387,0.22278496250945862
295,"Penobscot County, Maine",148593,39033,1566,1591,5224,6555,7780,14028,2289,109560,0.26268397569199087
296,"York County, Maine",196463,41588,1881,1964,7585,9477,12023,6914,1744,154875,0.21168362490647094
297,"Allegany County, Maryland",70841,17315,909,819,2339,2601,3196,6593,858,53526,0.24442060388757922
298,"Anne Arundel County, Maryland",543154,147022,9748,7166,25879,28937,29317,35145,10830,396132,0.27068197969636604
299,"Baltimore County, Maryland",802288,211787,14492,9174,41649,37609,37689,55458,15716,590501,0.26397877071575293
300,"Calvert County, Maryland",88419,24572,1293,1376,3949,5063,6537,5252,1102,63847,0.2779040703921103
301,"Carroll County, Maryland",163856,44146,2790,1444,8240,9401,9869,9145,3257,119710,0.26941949028415196
302,"Cecil County, Maryland",99581,26019,1232,1684,5486,5552,5989,4796,1280,73562,0.26128478324178306
303,"Charles County, Maryland",149978,40271,1584,2693,8497,7948,9652,8754,1143,109707,0.26851271519822906
304,"Frederick County, Maryland",236683,66088,4106,2486,11860,14818,13667,15297,3854,170595,0.2792257999095837
305,"Harford County, Maryland",242032,62624,3614,2307,11502,13221,14264,14518,3198,179408,0.25874264560058174
306,"Howard County, Maryland",303612,92729,7066,3941,17311,17077,20142,20403,6789,210883,0.30541941688734303
307,"Montgomery County, Maryland",1001888,273836,20390,13604,52013,51418,55804,57377,23230,728052,0.2733199718930659
308,"Prince George's County, Maryland",871680,243720,13853,11045,47376,40770,44701,65158,20817,627960,0.2795980176211454
309,"St. Mary's County, Maryland",106702,32687,1001,1478,6920,5987,6589,8592,2120,74015,0.30633915015651064
310,"Washington County, Maryland",144319,34698,2161,1543,8267,7274,8139,5714,1600,109621,0.24042572357070102
311,"Wicomico County, Maryland",99416,30124,1534,1386,4658,5921,4569,11085,971,69292,0.3030095759233926
312,"Baltimore city, Maryland",597761,156644,12256,8382,29303,26523,26656,37867,15657,441117,0.2620512211402216
313,"Barnstable County, Massachusetts",209922,39286,2600,1474,8010,8128,8982,8253,1839,170636,0.1871457017368356
314,"Berkshire County, Massachusetts",125239,29047,1873,1144,4612,5490,6104,8332,1492,96192,0.2319325449740097
315,"Bristol County, Massachusetts",540426,135892,8688,6346,27224,26403,29827,31827,5577,404534,0.2514534829930462
316,"Essex County, Massachusetts",750461,186237,13288,8234,35681,40467,41533,38022,9012,564224,0.24816346219190605
317,"Franklin County, Massachusetts",68523,15974,541,441,2368,3393,3726,3472,2033,52549,0.2331188068239861
318,"Hampden County, Massachusetts",453664,121235,7732,5844,24664,22106,25689,30371,4829,332429,0.26723522254355647
319,"Hampshire County, Massachusetts",158016,56885,1546,1097,5646,6537,6877,32044,3138,101131,0.35999519036046984
320,"Middlesex County, Massachusetts",1532682,411919,29826,17016,73184,68307,75262,105859,42465,1120763,0.2687569893820114
321,"Norfolk County, Massachusetts",673274,178660,12953,6574,34567,36216,36818,36632,14900,494614,0.26536001687277394
322,"Plymouth County, Massachusetts",496003,126714,8518,6518,25472,25973,29445,26195,4593,369289,0.25547022901071165
323,"Suffolk County, Massachusetts",753141,212099,9314,9743,27619,28804,27126,79684,29809,541042,0.28161924526748644
324,"Worcester County, Massachusetts",792947,212622,12498,9862,38116,41192,46420,50191,14343,580325,0.2681415025216061
325,"Allegan County, Michigan",111176,27141,1775,1274,7209,7002,6609,2845,427,84035,0.24412643016478378
326,"Bay County, Michigan",102109,24212,1282,821,5172,5796,4781,5798,562,77897,0.23711915697930644
327,"Berrien County, Michigan",148948,39053,2394,2085,8370,6556,8527,8015,3106,109895,0.2621921744501437
328,"Calhoun County, Michigan",129654,31670,1998,1497,7150,7546,7012,5837,630,97984,0.24426550665617722
329,"Clinton County, Michigan",74934,20364,778,1190,4616,3415,4158,4850,1357,54570,0.2717591480502842
330,"Eaton County, Michigan",105602,26035,1208,1125,5558,5330,6225,5722,867,79567,0.2465388913088767
331,"Genesee County, Michigan",396651,100555,5644,5224,20682,21893,23541,19292,4279,296096,0.2535100125803288
332,"Grand Traverse County, Michigan",88590,19907,1447,598,4503,4201,4176,4195,787,68683,0.22470933513940625
333,"Ingham County, Michigan",276985,96509,3270,4460,12679,12719,12202,43289,7890,180476,0.3484268101160713
334,"Isabella County, Michigan",69068,27522,946,575,2795,2750,2505,16044,1907,41546,0.3984768633810158
335,"Jackson County, Michigan",154934,38398,2398,2090,7149,8400,8737,8879,745,116536,0.24783456181341731
336,"Kalamazoo County, Michigan",251915,81075,4183,3259,13730,12651,12945,28662,5645,170840,0.32183474584681343
337,"Kent County, Michigan",609949,168645,10702,7917,34641,37078,36458,33996,7853,441304,0.27649032951935326
338,"Lapeer County, Michigan",85777,19449,759,1030,3936,4688,5377,3061,598,66328,0.2267391025566294
339,"Lenawee County, Michigan",95261,22900,916,1167,4652,5209,5053,5285,618,72361,0.24039218567934412
340,"Livingston County, Michigan",181619,45240,2386,2066,7380,10808,12709,8798,1093,136379,0.2490928812514109
341,"Macomb County, Michigan",835515,205184,11390,9731,39913,43422,46597,45394,8737,630331,0.24557787711770585
342,"Marquette County, Michigan",65523,18250,584,655,2682,2888,3179,7378,884,47273,0.278528150420463
343,"Midland County, Michigan",81003,19904,1143,1002,4677,3947,4351,4152,632,61099,0.24571929434712295
344,"Monroe County, Michigan",144343,34380,1828,1457,7100,7527,8174,7560,734,109963,0.23818266213117367
345,"Muskegon County, Michigan",167109,40487,2414,2398,8983,9788,8787,6931,1186,126622,0.24227899155640928
346,"Oakland County, Michigan",1200301,307578,19280,12304,58091,63796,67555,67062,19490,892723,0.256250723776786
347,"Ottawa County, Michigan",269523,81387,4122,4246,13519,16756,17896,22886,1962,188136,0.3019668080275153
348,"Saginaw County, Michigan",186352,47341,3485,2237,9978,8157,10666,11551,1267,139011,0.25404074010474803
349,"St. Clair County, Michigan",154613,36242,2937,1830,6490,8812,8629,6288,1256,118371,0.23440461022035664
350,"Shiawassee County, Michigan",66780,16881,848,756,3728,3362,3674,4194,319,49899,0.252785265049416
351,"Van Buren County, Michigan",72170,19181,802,617,4215,4107,5248,3453,739,52989,0.2657752528751559
352,"Washtenaw County, Michigan",348467,123432,5477,4146,14143,16011,17588,47976,18091,225035,0.3542143158462638
353,"Wayne County, Michigan",1691816,451319,24897,21160,93704,94090,99584,98548,19336,1240497,0.2667660076509502
354,"Anoka County, Minnesota",331043,87800,4484,4448,19326,19183,20968,16276,3115,243243,0.26522234271680717
355,"Blue Earth County, Minnesota",63336,23494,1371,662,2856,2258,2585,13102,660,39842,0.3709422761146899
356,"Carver County, Minnesota",94669,27325,2545,958,6599,6262,6555,3691,715,67344,0.2886372518987208
357,"Dakota County, Minnesota",399914,105790,7544,5308,20927,24254,25219,17588,4950,294124,0.2645318743529859
358,"Hennepin County, Minnesota",1173830,304807,21876,14274,58635,58778,60700,67469,23075,869023,0.25966877656900916
359,"Olmsted County, Minnesota",144791,38596,2835,1804,7711,8375,8552,6543,2776,106195,0.26656352950114304
360,"Ramsey County, Minnesota",514523,143753,8857,7468,25873,27755,27782,34720,11298,370770,0.27939081440479824
361,"Rice County, Minnesota",63721,19577,941,747,2852,3908,3420,7454,255,44144,0.3072299555876399
362,"St. Louis County, Minnesota",193840,48247,2447,1804,7758,9318,7866,17049,2005,145593,0.24890115559224102
363,"Scott County, Minnesota",135428,38147,2301,1774,8736,9575,9910,4967,884,97281,0.2816773488495732
364,"Sherburne County, Minnesota",87901,25102,1445,1836,6321,5635,5828,3315,722,62799,0.28557126767613566
365,"Stearns County, Minnesota",149043,44781,2181,2015,7919,7474,7729,15700,1763,104262,0.30045691511845574
366,"Washington County, Minnesota",242368,64792,4381,2827,13829,14578,15565,10109,3503,177576,0.2673290203327172
367,"Wright County, Minnesota",127472,36335,2188,2100,9280,8731,8110,4766,1160,91137,0.28504298983306137
368,"DeSoto County, Mississippi",167435,49043,3261,2864,10404,10040,11578,8554,2342,118392,0.29290769552363605
369,"Forrest County, Mississippi",72931,24499,1378,863,4722,4229,3056,8773,1478,48432,0.3359202533901907
370,"Harrison County, Mississippi",192574,48572,3137,3466,11726,7855,10913,10594,881,144002,0.2522251186556856
371,"Hinds County, Mississippi",233097,73497,3714,4545,14548,13097,13100,19577,4916,159600,0.3153065033012008
372,"Jackson County, Mississippi",137049,37650,3553,1627,8226,7578,8015,8094,557,99399,0.27471926099424293
373,"Jones County, Mississippi",65086,17651,711,1538,4630,2786,4088,3432,466,47435,0.2711950342623606
374,"Lauderdale County, Mississippi",75908,21597,1327,428,4412,4743,4054,5626,1007,54311,0.28451546609053063
375,"Lee County, Mississippi",81481,21188,1206,660,5477,4722,5039,3018,1066,60293,0.26003608203139383
376,"Madison County, Mississippi",99844,28102,2001,1654,6167,5820,6385,5097,978,71742,0.2814590761588077
377,"Rankin County, Mississippi",143330,39236,2107,1877,7167,10000,8929,6449,2707,104094,0.2737459010674667
378,"Boone County, Missouri",167539,64400,1811,2098,8337,7217,8524,28684,7729,103139,0.3843881126185545
379,"Buchanan County, Missouri",86143,21732,1295,701,4696,4633,5470,3969,968,64411,0.2522781885933854
380,"Cape Girardeau County, Missouri",75378,22786,526,838,4376,2746,4737,8415,1148,52592,0.30228979277773355
381,"Cass County, Missouri",98139,25168,1504,2418,6092,5023,5138,3733,1260,72971,0.2564525825614689
382,"Christian County, Missouri",80027,21348,1393,1984,5089,4838,4427,3215,402,58679,0.26675996851062767
383,"Clay County, Missouri",227208,58153,4221,3295,13865,12855,10990,10291,2636,169055,0.2559460934474138
384,"Cole County, Missouri",73814,18214,869,757,3365,4557,4128,3994,544,55600,0.24675535806215623
385,"Franklin County, Missouri",98768,21277,1152,1855,4729,5441,4811,2894,395,77491,0.21542402397537663
386,"Greene County, Missouri",277381,78823,3415,4769,12532,12581,13477,28306,3743,198558,0.28416870658047955
387,"Jackson County, Missouri",658257,164089,9049,10196,38263,35209,33379,29630,8363,494168,0.24927801755241494
388,"Jasper County, Missouri",114229,30350,1520,2773,5168,7089,6535,6493,772,83879,0.2656943508215952
389,"Jefferson County, Missouri",216374,52138,2714,3396,12557,10957,13166,8397,951,164236,0.24096240768299335
390,"Platte County, Missouri",91350,23838,1713,1746,4636,3852,5662,4980,1249,67512,0.26095238095238094
391,"St. Charles County, Missouri",372153,106139,7122,4707,20853,22232,21065,24906,5254,266014,0.28520259140729753
392,"St. Francois County, Missouri",64479,15269,985,356,3100,3514,3709,3090,515,49210,0.23680578172738412
393,"St. Louis County, Missouri",967168,256849,18140,11871,48621,53641,54934,54265,15377,710319,0.26556813294070936
394,"St. Louis city, Missouri",303842,76026,6509,2804,13754,12135,12801,17798,10225,227816,0.2502155725673212
395,"Cascade County, Montana",78890,18558,1164,1247,4457,4169,2789,3872,860,60332,0.23523894029661555
396,"Flathead County, Montana",92451,19031,667,1746,4008,4553,5381,1751,925,73420,0.20584958518566593
397,"Gallatin County, Montana",97519,27813,1145,866,4369,4885,4350,10529,1669,69706,0.2852059598642316
398,"Lewis and Clark County, Montana",63546,13676,525,875,2991,3294,2975,2334,682,49870,0.2152141755578636
399,"Missoula County, Montana",111261,33207,2576,861,5698,5673,4734,11277,2388,78054,0.2984603769514924
400,"Yellowstone County, Montana",150356,35353,1706,2218,8849,7195,7776,6817,792,115003,0.23512862805608023
401,"Douglas County, Nebraska",525669,149038,10365,8375,30104,29382,30613,28648,11551,376631,0.28352061848806
402,"Lancaster County, Nebraska",294244,94160,4923,3267,15188,16452,14305,31941,8084,200084,0.32000652519677547
403,"Sarpy County, Nebraska",167668,51786,3376,3177,12349,9293,10642,10164,2785,115882,0.3088603669155712
404,"Clark County, Nevada",2037029,518864,21905,28202,114563,109157,115773,107262,22002,1518165,0.2547160595160894
405,"Washoe County, Nevada",430186,111700,4084,7497,20873,21515,24278,28507,4946,318486,0.25965512592227546
406,"Cheshire County, New Hampshire",74057,18066,912,653,2985,3467,2987,6218,844,55991,0.24394722983647732
407,"Grafton County, New Hampshire",86782,21620,953,1175,2941,3291,3296,8036,1928,65162,0.24913000391786316
408,"Hillsborough County, New Hampshire",393469,98923,5548,5158,17842,22548,21713,19584,6530,294546,0.2514124365578991
409,"Merrimack County, New Hampshire",143783,34334,1904,1416,5860,6767,8196,9158,1033,109449,0.23879039942135022
410,"Rockingham County, New Hampshire",293960,67456,4056,3530,12136,15431,16267,11440,4596,226504,0.22947339774118927
411,"Strafford County, New Hampshire",123299,37656,1641,1373,5715,4930,6116,16010,1871,85643,0.3054039367715878
412,"Atlantic County, New Jersey",264915,67266,4442,2814,13087,13884,15774,14638,2627,197649,0.2539154068286054
413,"Bergen County, New Jersey",910862,228710,16684,12059,45482,44396,51003,48964,10122,682152,0.25109182291060556
414,"Burlington County, New Jersey",437729,111922,8879,5001,21914,21914,25274,22307,6633,325807,0.2556878799439836
415,"Camden County, New Jersey",492336,130399,10229,6376,26387,26264,26759,26697,7687,361937,0.26485773942998275
416,"Cape May County, New Jersey",92592,19208,1569,623,3622,3293,4887,4225,989,73384,0.20744772766545705
417,"Cumberland County, New Jersey",149507,34623,2380,2522,7931,7837,9300,4202,451,114884,0.23158112998053604
418,"Essex County, New Jersey",765506,212049,17728,8293,42480,47045,41662,42055,12786,553457,0.27700501367722785
419,"Gloucester County, New Jersey",282010,74045,4767,3182,15349,15337,16208,17220,1982,207965,0.26256161129037975
420,"Hudson County, New Jersey",646581,155104,14390,8496,29045,26305,27326,35997,13545,491477,0.239883324749722
421,"Hunterdon County, New Jersey",122720,30749,1503,891,5903,7772,8347,4287,2046,91971,0.2505622555410691
422,"Mercer County, New Jersey",358549,100821,7440,3761,18400,17499,19874,27347,6500,257728,0.28119169206998207
423,"Middlesex County, New Jersey",811171,224578,15486,9687,42100,41134,40369,61027,14775,586593,0.27685654442774704
424,"Monmouth County, New Jersey",611127,156774,11762,7407,31633,31421,37099,30209,7243,454353,0.25653260287959784
425,"Morris County, New Jersey",485455,127480,10594,6016,24386,26596,30114,23805,5969,357975,0.26259900505711137
426,"Ocean County, New Jersey",565068,142909,11145,8725,31026,29144,30182,27461,5226,422159,0.2529058449602526
427,"Passaic County, New Jersey",489981,131981,12569,6251,25663,28415,27087,28253,3743,358000,0.26935942414093605
428,"Salem County, New Jersey",61750,15282,659,992,2692,3786,3633,3076,444,46468,0.24748178137651822
429,"Somerset County, New Jersey",323612,83454,5076,3713,16977,18532,19750,14252,5154,240158,0.25788289680234355
430,"Sussex County, New Jersey",139566,34674,1873,1539,7046,7138,9377,6185,1516,104892,0.2484415975237522
431,"Union County, New Jersey",532966,139465,10699,7709,30584,27317,30692,26530,5934,393501,0.26167710510614184
432,"Warren County, New Jersey",104369,24597,1695,1746,5094,5366,5312,4678,706,79772,0.2356734279335818
433,"Bernalillo County, New Mexico",652172,179725,8988,8143,34723,35304,36463,44200,11904,472447,0.27557914169881564
434,"Chaves County, New Mexico",63135,16898,1170,1380,4138,3399,4096,2715,0,46237,0.2676486893165439
435,"Doña Ana County, New Mexico",206385,68552,5021,2199,12206,12337,11925,23068,1796,137833,0.33215592218426726
436,"Lea County, New Mexico",67527,18573,791,1033,6480,4675,3664,1529,401,48954,0.2750455373406193
437,"McKinley County, New Mexico",73280,23036,2321,1416,5408,5259,4822,3170,640,50244,0.31435589519650653
438,"Otero County, New Mexico",62038,15057,835,1286,3188,3274,2897,3505,72,46981,0.24270608336825816
439,"Sandoval County, New Mexico",134387,33857,1268,1208,8130,7778,7691,7048,734,100530,0.2519365712457306
440,"San Juan County, New Mexico",113030,32419,1431,1826,8043,6592,6751,6181,1595,80611,0.2868176590285765
441,"Santa Fe County, New Mexico",144205,32451,1613,1276,7138,6584,6792,7027,2021,111754,0.22503380604001247
442,"Valencia County, New Mexico",73523,20382,770,892,3503,5261,4805,4732,419,53141,0.27721937352937176
443,"Albany County, New York",300533,86040,4688,2563,12655,13809,14166,31484,6675,214493,0.2862913556913883
444,"Bronx County, New York",1389979,409190,23999,22992,81418,82207,86741,95341,16492,980789,0.29438574251841215
445,"Broome County, New York",191333,54462,2740,2190,8926,8273,9945,18695,3693,136871,0.2846450952005143
446,"Cattaraugus County, New York",75242,17601,1258,1117,3031,4167,4079,3686,263,57641,0.23392520135030967
447,"Cayuga County, New York",75892,17442,790,747,3785,3197,4719,3664,540,58450,0.22982659568861014
448,"Chautauqua County, New York",126558,30654,1660,654,6743,6203,6228,8329,837,95904,0.24221305646422983
449,"Chemung County, New York",84189,17312,1386,1009,3882,3325,4559,2849,302,66877,0.20563256482438325
450,"Clinton County, New York",78761,18238,594,297,3201,3612,3281,6813,440,60523,0.2315613057223753
451,"Dutchess County, New York",288209,75255,4236,2159,11662,14280,16848,23100,2970,212954,0.2611125953734963
452,"Erie County, New York",892965,222720,11559,10815,40904,43302,45841,54460,15839,670245,0.24941627051452184
453,"Jefferson County, New York",111219,26862,1718,1475,6534,4938,5844,5451,902,84357,0.24152348070024007
454,"Kings County, New York",2518965,668605,48495,37882,132603,126293,127427,151656,44249,1850360,0.2654284597046803
455,"Livingston County, New York",62791,16936,1094,619,2201,3199,3426,6007,390,45855,0.2697201828287493
456,"Madison County, New York",70145,18322,745,937,3453,2455,3701,7000,31,51823,0.2612017962791361
457,"Monroe County, New York",725428,187192,11109,7999,34577,34645,38553,49776,10533,538236,0.25804352740726855
458,"Nassau County, New York",1319484,341851,22132,15282,63467,67747,76878,75783,20562,977633,0.25907930675930896
459,"New York County, New York",1592088,327796,27684,11202,51138,46420,48264,90198,52890,1264292,0.20589062916120215
460,"Niagara County, New York",206062,47080,2998,2574,9564,9330,11183,10090,1341,158982,0.22847492502256603
461,"Oneida County, New York",225535,52967,2696,2351,12369,10430,10832,12417,1872,172568,0.23485046666814463
462,"Onondaga County, New York",452317,123064,5088,5175,22052,22124,25530,34707,8388,329253,0.27207467329328766
463,"Ontario County, New York",106358,25822,1545,1225,5282,4953,5562,6594,661,80536,0.2427838056375637
464,"Orange County, New York",363927,104872,7141,7142,22222,19669,20936,24111,3651,259055,0.28816768198017734
465,"Oswego County, New York",116287,30283,1443,1768,5154,6004,6264,9198,452,86004,0.2604160396260975
466,"Putnam County, New York",96353,24137,1397,1007,4387,5009,6351,3979,2007,72216,0.2505059520720683
467,"Queens County, New York",2254057,554623,34433,26084,104999,103646,105601,139885,39975,1699434,0.24605544580283462
468,"Rensselaer County, New York",155044,40997,2341,1533,7463,6232,8472,11962,2994,114047,0.26442171254611596
469,"Richmond County, New York",457876,117297,7376,5711,22616,25041,24102,25317,7134,340579,0.2561763446872079
470,"Rockland County, New York",311716,99713,5756,5922,19722,22709,20925,19416,5263,212003,0.31988412529353644
471,"St. Lawrence County, New York",107006,30648,1032,875,5810,5010,4549,11462,1910,76358,0.2864138459525634
472,"Saratoga County, New York",218773,51182,3160,2311,9778,11080,12589,10206,2058,167591,0.23395025894420243
473,"Schenectady County, New York",149663,37927,1930,2044,7928,7121,8750,8651,1503,111736,0.2534160079645604
474,"Steuben County, New York",94648,21083,1175,526,5255,4981,5417,3244,485,73565,0.22275166934325077
475,"Suffolk County, New York",1454038,379405,23499,14938,72617,76673,87709,84120,19849,1074633,0.260931970141083
476,"Sullivan County, New York",72793,16164,704,1160,3219,3161,4362,3099,459,56629,0.2220543184097372
477,"Tompkins County, New York",102677,43014,1057,917,3349,3253,3953,23367,7118,59663,0.41892536790128265
478,"Ulster County, New York",175028,40417,1541,1421,7796,8466,7787,11464,1942,134611,0.2309173389400553
479,"Warren County, New York",63182,14016,594,1238,2715,2725,3206,3162,376,49166,0.22183533284796303
480,"Wayne County, New York",88538,18864,1920,862,3730,4774,4837,2261,480,69674,0.21306105852854143
481,"Westchester County, New York",943452,252530,16525,10569,50092,50817,57799,52091,14637,690922,0.26766597558752325
482,"Alamance County, North Carolina",152190,39797,2180,1386,7471,8478,9452,9559,1271,112393,0.26149549904724356
483,"Brunswick County, North Carolina",119894,20874,1432,1216,4066,5261,5502,2962,435,99020,0.174103791682653
484,"Buncombe County, North Carolina",246305,53035,3054,3199,11381,10116,10215,12818,2252,193270,0.21532246604819227
485,"Burke County, North Carolina",86737,18828,868,601,3771,4260,4712,3653,963,67909,0.2170699931978279
486,"Cabarrus County, North Carolina",190511,51241,2673,3462,10776,13353,11494,8065,1418,139270,0.2689660964458745
487,"Caldwell County, North Carolina",78707,17220,1508,777,3478,4236,3835,2926,460,61487,0.21878613083969659
488,"Carteret County, North Carolina",67049,14398,729,710,2164,3707,3190,3239,659,52651,0.21473847484675387
489,"Catawba County, North Carolina",149884,34518,1226,1358,8646,7240,9286,5899,863,115366,0.23029809719516425
490,"Chatham County, North Carolina",68669,13631,821,850,3078,3324,3065,2039,454,55038,0.19850296349153185
491,"Cleveland County, North Carolina",93766,21952,752,1729,4697,4751,4563,4603,857,71814,0.23411471108930743
492,"Craven County, North Carolina",99228,23311,1544,813,4984,5033,4779,5197,961,75917,0.23492361027129438
493,"Cumberland County, North Carolina",308042,93735,6279,6107,17117,16185,17287,26162,4598,214307,0.3042929210951753
494,"Davidson County, North Carolina",158787,38022,1935,2013,7276,9617,9566,6762,853,120765,0.23945285193372254
495,"Durham County, North Carolina",288822,81121,5428,5722,14173,12310,12310,19952,11226,207701,0.2808684933973174
496,"Forsyth County, North Carolina",354936,96866,4144,4103,21207,19718,18796,23756,5142,258070,0.27291117271846194
497,"Gaston County, North Carolina",205792,47696,2660,3573,10666,10345,10136,9228,1088,158096,0.2317679987560255
498,"Guilford County, North Carolina",499478,137549,6500,6831,26369,24900,29023,37593,6333,361929,0.275385502464573
499,"Harnett County, North Carolina",121508,38130,915,1522,8604,7828,7275,10095,1891,83378,0.313806498337558
500,"Henderson County, North Carolina",109610,22052,967,1964,4308,5566,5283,3370,594,87558,0.20118602317306816
501,"Iredell County, North Carolina",163909,41645,1715,1848,9604,9062,10041,7687,1688,122264,0.25407390686295445
502,"Johnston County, North Carolina",179303,50074,4046,2516,11896,10556,10604,9116,1340,129229,0.2792702854943866
503,"Lincoln County, North Carolina",78452,16874,1143,909,4222,3950,4003,2222,425,61578,0.215086932136848
504,"Mecklenburg County, North Carolina",990307,263980,16378,15088,54365,56335,53184,55681,12949,726327,0.266563802941916
505,"Moore County, North Carolina",91129,21712,937,717,4380,4941,5265,5246,226,69417,0.23825565955952552
506,"Nash County, North Carolina",90728,21576,725,1374,4874,4846,5631,3602,524,69152,0.2378097169561767
507,"New Hanover County, North Carolina",213091,57071,3327,1016,8888,11684,8945,21615,1596,156020,0.2678245444434537
508,"Onslow County, North Carolina",174072,45991,2745,2767,9533,7500,9465,11858,2123,128081,0.26420676501677465
509,"Orange County, North Carolina",137608,50922,1946,2163,6031,6873,6998,20429,6482,86686,0.3700511598162898
510,"Pitt County, North Carolina",168625,63397,2059,2609,7887,9576,8116,28966,4184,105228,0.3759644180874722
511,"Randolph County, North Carolina",137659,33724,1303,1158,7991,7521,8492,6897,362,103935,0.24498216607704545
512,"Robeson County, North Carolina",128523,33990,963,1866,8523,6410,8026,7495,707,94533,0.26446628229966623
513,"Rockingham County, North Carolina",89058,18923,739,497,4393,5090,4677,3028,499,70135,0.21247950773653124
514,"Rowan County, North Carolina",134053,31974,1548,1825,7087,7616,7043,6428,427,102079,0.23851760124726787
515,"Rutherford County, North Carolina",64175,13579,698,1296,2480,2701,3911,2438,55,50596,0.21159329957148423
516,"Surry County, North Carolina",70876,14854,719,549,3087,3938,3559,2746,256,56022,0.20957728991478075
517,"Union County, North Carolina",215584,64674,3507,2644,15515,15033,17702,8204,2069,150910,0.2999944337242096
518,"Wake County, North Carolina",982058,283504,16360,14148,58610,56979,58343,64730,14334,698554,0.28868356044144033
519,"Wayne County, North Carolina",118609,31485,460,1575,7805,6219,6431,7340,1655,87124,0.2654520314647286
520,"Wilkes County, North Carolina",66971,13857,278,638,3296,3463,3318,2564,300,53114,0.20691045377850115
521,"Wilson County, North Carolina",79273,19084,1352,1496,4212,4120,3703,3232,969,60189,0.24073770388404628
522,"Burleigh County, North Dakota",89444,19807,1528,1016,4147,4152,4052,4266,646,69637,0.22144582084879924
