,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
29,"Navajo County, Arizona",103425,28487,1828,1791,7812,6382,6434,3556,684,74938,0.27543630650229634
30,"Pima County, Arizona",973585,260533,12318,12291,50474,45029,53126,72803,14492,713052,0.2676016988758044
31,"Pinal County, Arizona",392015,93801,2987,6280,22979,22483,20882,14680,3510,298214,0.23927910921775952
32,"Yavapai County, Arizona",216413,43066,2477,1610,8530,10053,7959,11254,1183,173347,0.19899913591142862
33,"Yuma County, Arizona",195644,50371,2646,2733,12275,10917,12000,9022,778,145273,0.25746253399030894
34,"Benton County, Arkansas",239568,63679,3810,3316,16544,14741,14160,9554,1554,175889,0.2658076203833567
35,"Craighead County, Arkansas",99131,30769,1895,1862,4918,5397,5943,8971,1783,68362,0.3103872653357678
36,"Faulkner County, Arkansas",116933,36383,1953,1175,6406,5910,6658,11875,2406,80550,0.31114398843782337
37,"Garland County, Arkansas",93354,18837,900,1679,4502,3901,4098,3529,228,74517,0.20178032007198407
38,"Jefferson County, Arkansas",68512,18122,1055,1564,2586,4615,4106,3652,544,50390,0.2645084072863148
39,"Lonoke County, Arkansas",68657,18362,407,1059,3461,4528,3587,4976,344,50295,0.2674454170732773
40,"Pulaski County, Arkansas",377463,99927,8815,4792,22244,17725,19189,20278,6884,277536,0.26473323213136124
41,"Saline County, Arkansas",112650,27107,1691,1664,7840,5292,4867,4896,857,85543,0.24063027075011095
42,"Sebastian County, Arkansas",122439,30748,2299,1685,5739,7563,7002,5892,568,91691,0.2511291336910625
43,"Washington County, Arkansas",216316,71451,4088,2788,12737,12320,10829,24591,4098,144865,0.33030843765602175
44,"White County, Arkansas",76331,21427,1366,1294,3423,4786,3756,6073,729,54904,0.2807116374736346
45,"Alameda County, California",1577695,416226,25062,23346,74177,76478,74958,110712,31493,1161469,0.2638190524784575
46,"Butte County, California",218339,66550,3710,2347,11514,10075,9387,26270,3247,151789,0.30480124943322084
47,"Contra Costa County, California",1088470,290902,18892,14005,57022,62118,64018,61114,13733,797568,0.267257710364089
48,"El Dorado County, California",180481,42214,2428,2125,8693,10448,10645,6695,1180,138267,0.23389719693485742
49,"Fresno County, California",926626,288180,14240,15141,62640,62078,60180,66465,7436,638446,0.31099925967974135
50,"Humboldt County, California",131679,36390,2140,1694,6276,5575,5989,13130,1586,95289,0.2763538605244572
51,"Imperial County, California",171063,52374,3026,3224,10559,11755,11880,11136,794,118689,0.3061679030532611
52,"Kern County, California",843329,253211,13987,15301,56553,56963,59916,45971,4520,590118,0.30025174042396263
53,"Kings County, California",143673,45516,1841,2401,9620,8858,13295,8452,1049,98157,0.3168027395544048
54,"Lake County, California",62162,14120,435,775,2760,2627,3407,3569,547,48042,0.22714841864804863
55,"Los Angeles County, California",9794541,2715851,167784,134595,481115,495992,561139,736205,139021,7078690,0.2772821105144182
56,"Madera County, California",148960,42506,1755,1824,9050,11196,9191,8283,1207,106454,0.2853517722878625
57,"Marin County, California",252790,60550,3449,2799,11535,13317,13053,11626,4771,192240,0.2395268800189881
58,"Mendocino County, California",84199,20585,733,1258,5061,3469,4269,5450,345,63614,0.24448033824629747
59,"Merced County, California",256174,84938,3809,4707,19176,17585,18209,20204,1248,171236,0.33156370279575603
60,"Monterey County, California",414879,120257,4991,6370,26370,24135,23671,31288,3432,294622,0.2898604171336703
61,"Napa County, California",138036,34250,1632,1040,6994,7756,7621,7776,1431,103786,0.24812367788113246
62,"Nevada County, California",95460,19270,1268,566,4057,3338,4337,5325,379,76190,0.20186465535302744
63,"Orange County, California",3059181,859952,48488,40000,156763,160717,171666,230396,51922,2199229,0.2811053023668753
64,"Placer County, California",364031,95252,4765,6161,18789,18373,20618,22355,4191,268779,0.2616590345327733
65,"Riverside County, California",2270210,660914,30024,33776,136261,139979,152701,146748,21425,1609296,0.29112460961761244
66,"Sacramento County, California",1441533,402421,19647,21470,82021,80268,81924,100308,16783,1039112,0.2791618367390826
67,"San Bernardino County, California",2038931,608960,31947,31967,122716,124615,143042,135040,19633,1429971,0.29866631092469537
68,"San Diego County, California",3169447,869872,51991,42157,157220,153321,166437,246819,51927,2299575,0.27445544916826187
69,"San Francisco County, California",838550,169617,10995,8462,22052,22836,23484,59402,22386,668933,0.20227416373501877
70,"San Joaquin County, California",697323,208868,11942,12282,44607,46215,46973,41745,5104,488455,0.29952833909106685
71,"San Luis Obispo County, California",273744,76496,3401,3441,10986,10767,12671,32133,3097,197248,0.27944356771289963
72,"San Mateo County, California",737711,186874,13966,11360,32800,34711,36847,44632,12558,550837,0.2533160004391964
73,"Santa Barbara County, California",427859,133914,6173,4255,21943,21988,22880,50107,6568,293945,0.31298628753865176
74,"Santa Clara County, California",1844627,507474,35340,22222,97386,101647,92600,121161,37118,1337153,0.27510927683482894
75,"Santa Cruz County, California",265434,78901,3429,2394,12602,12520,12419,32031,3506,186533,0.29725280107295976
76,"Shasta County, California",174072,41200,1949,2640,9426,7474,8784,7466,3461,132872,0.23668367112459213
77,"Solano County, California",422281,108571,7207,5253,22744,22303,23861,23048,4155,313710,0.25710605023669075
78,"Sonoma County, California",485913,120516,6413,7384,21324,23626,23432,33539,4798,365397,0.24801970723154146
79,"Stanislaus County, California",514250,150544,6883,6976,33586,32711,36890,29944,3554,363706,0.29274477394263493
80,"Sutter County, California",92631,25947,1550,1540,5285,5909,5788,5083,792,66684,0.28011140978722027
81,"Tulare County, California",437572,140867,6442,8933,33474,30112,32964,25323,3619,296705,0.3219287340140594
82,"Ventura County, California",820568,226636,15052,8800,43337,48243,50087,51843,9274,593932,0.2761940509500736
83,"Yolo County, California",205460,77749,2570,2916,8673,10699,11411,33408,8072,127711,0.3784142898861092
84,"Yuba County, California",70335,21473,1333,1150,4777,4425,4105,4950,733,48862,0.3052960830312078
85,"Adams County, Colorado",469086,131918,8139,8664,30319,29282,29444,20994,5076,337168,0.2812234856721369
86,"Arapahoe County, Colorado",606898,161790,9326,7668,32541,38039,35336,29273,9607,445108,0.2665851592854153
87,"Boulder County, Colorado",309971,97337,4757,3924,14808,14070,15859,34395,9524,212634,0.3140196986169674
88,"Broomfield County, Colorado",62599,17075,1192,1347,4310,2909,3065,3316,936,45524,0.2727679355900254
89,"Denver County, Colorado",653356,154261,11332,8520,34375,27467,22211,34192,16164,499095,0.23610558409198049
90,"Douglas County, Colorado",311146,92826,6105,5337,20589,21993,22862,12968,2972,218320,0.2983358294819795
91,"El Paso County, Colorado",646597,190135,10626,8566,36582,35809,39264,49814,9474,456462,0.29405487498395444
92,"Jefferson County, Colorado",547483,128496,7993,5666,25712,26759,28237,26632,7497,418987,0.23470317799822096
93,"Larimer County, Colorado",322977,96370,5108,3961,15189,16716,14410,34518,6468,226607,0.29838038002706074
94,"Mesa County, Colorado",143520,36636,2498,952,7362,8408,7414,9250,752,106884,0.2552675585284281
95,"Pueblo County, Colorado",158139,39141,2396,1384,8702,8430,8112,8766,1351,118998,0.24751010187240338
96,"Weld County, Colorado",273727,80511,5129,4582,19302,16421,16049,16775,2253,193216,0.2941288217822867
97,"Fairfield County, Connecticut",917451,250460,17069,11272,50255,51595,58993,47845,13431,666991,0.2729955060270249
98,"Hartford County, Connecticut",867931,225403,13959,10283,41077,46490,48910,50246,14438,642528,0.25970152005170916
99,"Litchfield County, Connecticut",179392,39571,2326,1827,7310,9532,9000,6861,2715,139821,0.22058397252943274
100,"Middlesex County, Connecticut",159688,38315,1919,1585,6436,7764,8148,11012,1451,121373,0.23993662642152197
101,"New Haven County, Connecticut",832740,218714,14467,8853,40532,39228,47677,52211,15746,614026,0.2626438023872998
102,"New London County, Connecticut",263655,62545,3180,3536,10479,13622,13271,15753,2704,201110,0.23722288596840568
103,"Tolland County, Connecticut",147965,48273,1546,1955,5399,6971,7548,22286,2568,99692,0.3262460717061467
104,"Windham County, Connecticut",113254,30526,2073,1334,6139,4047,6071,9253,1609,82728,0.26953573383721546
105,"Kent County, Delaware",167659,46928,3087,1593,7688,10040,10416,12094,2010,120731,0.2799014666674619
106,"New Castle County, Delaware",537043,144390,9003,7677,25813,28003,28601,34649,10644,392653,0.2688611526451327
107,"Sussex County, Delaware",209435,42030,1651,2088,8955,9821,8470,9101,1944,167405,0.20068278940960202
108,"District of Columbia, District of Columbia",645020,166940,14587,6855,24241,20313,24605,51175,25164,478080,0.2588136801959629
109,"Alachua County, Florida",250707,89503,2847,2409,12080,8481,9743,43763,10180,161204,0.35700239722065996
110,"Bay County, Florida",174722,40820,3111,2694,9011,7830,8527,8168,1479,133902,0.23362827806458258
111,"Brevard County, Florida",551624,121748,5484,6500,21179,26235,28184,27050,7116,429876,0.22070830855800327
112,"Broward County, Florida",1833105,478432,33854,18542,98945,84842,100473,112325,29451,1354673,0.26099541488349004
113,"Charlotte County, Florida",169284,25061,650,1211,5259,4459,6981,5845,656,144223,0.14804116159826092
114,"Citrus County, Florida",138075,22617,1507,689,5158,4634,5685,4217,727,115458,0.1638022813688213
115,"Clay County, Florida",196441,54667,1929,2724,10541,12038,12880,12864,1691,141774,0.2782871192877251
116,"Collier County, Florida",348237,67853,4060,3637,14472,14340,15479,12964,2901,280384,0.19484718740398063
117,"Columbia County, Florida",66380,14855,643,1009,3960,3022,3694,1999,528,51525,0.2237872853269057
118,"Duval County, Florida",878193,227127,15074,11101,48912,46811,42374,50719,12136,651066,0.25862993669956374
119,"Escambia County, Florida",300455,75708,2995,1985,14604,13805,15761,23254,3304,224747,0.25197783361901116
120,"Flagler County, Florida",102389,21284,706,820,5159,4254,5057,4777,511,81105,0.20787389270331774
121,"Hernando County, Florida",173999,35835,1610,2252,7187,7116,8920,7552,1198,138164,0.20594945947965218
122,"Highlands County, Florida",96962,17184,780,761,3065,5706,3369,2907,596,79778,0.17722406716033084
123,"Hillsborough County, Florida",1297698,346247,20256,19995,69520,66667,72009,80395,17405,951451,0.2668163162769766
124,"Indian River County, Florida",143188,25747,1282,834,7054,4938,5270,5421,948,117441,0.1798125541246473
125,"Lake County, Florida",314952,66023,3308,3894,12156,17218,14453,12070,2924,248929,0.2096287688282659
126,"Lee County, Florida",683054,140380,6271,6399,30279,31558,31878,27772,6223,542674,0.20551815815440652
127,"Leon County, Florida",277444,108666,4969,4049,14149,10093,12516,52126,10764,168778,0.39166822854341776
128,"Manatee County, Florida",353186,73116,4864,2870,17405,14980,16404,13766,2827,280070,0.20701839823775575
129,"Marion County, Florida",333207,70382,5146,4646,15505,12199,15434,14844,2608,262825,0.21122605467472172
130,"Martin County, Florida",152302,30148,1991,1321,5858,7483,7396,4756,1343,122154,0.1979488122283358
131,"Miami-Dade County, Florida",2601019,656629,46521,31522,120578,122290,127951,171387,36380,1944390,0.2524506741396353
132,"Monroe County, Florida",75675,12970,1124,489,2393,2498,3283,2796,387,62705,0.17139081598942849
133,"Nassau County, Florida",75923,17399,785,711,3403,3777,3903,3410,1410,58524,0.22916639226584828
134,"Okaloosa County, Florida",189642,45881,2827,1500,10703,8863,9411,11024,1553,143761,0.24193480347180477
135,"Orange County, Florida",1242880,347636,23444,16702,63188,62708,68482,95484,17628,895244,0.279701982492276
136,"Osceola County, Florida",313274,85070,5229,4643,18229,18354,20614,14997,3004,228204,0.27155142143937894
137,"Palm Beach County, Florida",1377188,318526,21343,13747,60430,63040,69516,72237,18213,1058662,0.2312872316633604
138,"Pasco County, Florida",484135,106391,6868,5005,24575,22496,22224,22177,3046,377744,0.21975482045297282
139,"Pinellas County, Florida",923850,181795,10557,7591,33684,35136,38102,47578,9147,742055,0.19677978026735943
140,"Polk County, Florida",628122,148537,9859,7817,33992,33348,33922,24344,5255,479585,0.23647794536730127
141,"Putnam County, Florida",69537,15243,703,512,4234,3752,3678,2232,132,54294,0.2192070408559472
142,"St. Johns County, Florida",220770,58974,4103,3155,10808,11677,12895,12991,3345,161796,0.2671286859627667
143,"St. Lucie County, Florida",288834,67439,3992,3994,12872,14120,16116,14120,2225,221395,0.23348705484811344
144,"Santa Rosa County, Florida",161914,39784,1611,2113,7869,8808,9580,8094,1709,122130,0.24571068591968576
145,"Sarasota County, Florida",397761,64121,3979,5107,13604,11465,15048,12752,2166,333640,0.16120484411493333
146,"Seminole County, Florida",435695,117040,7015,5154,21901,22306,24401,30126,6137,318655,0.26862828354697665
147,"Sumter County, Florida",117720,10076,383,344,1663,2302,3633,1630,121,107644,0.08559293238192321
148,"Volusia County, Florida",502797,110052,5025,5140,17981,23453,23014,30258,5181,392745,0.2188795875870381
149,"Barrow County, Georgia",72569,19506,1824,1123,4919,4389,3680,3381,190,53063,0.26879245959018316
150,"Bartow County, Georgia",99043,25384,811,1923,5327,7050,6526,3309,438,73659,0.2562927213432549
151,"Bibb County, Georgia",146910,43151,3097,2811,8914,8234,7167,10586,2342,103759,0.29372404873732216
152,"Bulloch County, Georgia",70197,30607,1248,420,3037,3803,3418,17017,1664,39590,0.43601578415031983
153,"Carroll County, Georgia",110412,33829,1581,1948,6219,6063,7388,9913,717,76583,0.30638879831902327
154,"Catoosa County, Georgia",63489,16672,782,861,4065,3055,4232,3360,317,46817,0.26259667028934147
155,"Chatham County, Georgia",275711,80893,4547,3295,15057,12982,12519,26319,6174,194818,0.2933977969685649
156,"Cherokee County, Georgia",228821,65908,4710,2815,13340,16521,16049,10577,1896,162913,0.28803300396379705
157,"Clarke County, Georgia",120249,53114,2011,1312,5400,3976,4920,28577,6918,67135,0.4417001388784938
158,"Clayton County, Georgia",261398,79566,4248,5817,17637,16124,16627,16562,2551,181832,0.3043864145861866
159,"Cobb County, Georgia",712345,202970,16509,9018,40941,42448,41051,40043,12960,509375,0.2849321606805691
160,"Columbia County, Georgia",138444,37333,1685,1723,9061,7884,8686,7038,1256,101111,0.26966137933027073
161,"Coweta County, Georgia",132771,36508,2534,2115,7304,7634,8062,7521,1338,96263,0.2749696846449902
162,"DeKalb County, Georgia",702449,192419,13906,8945,37527,37422,37830,43287,13502,510030,0.2739259362601413
163,"Dougherty County, Georgia",86890,27842,1464,1417,4895,4805,5855,8719,687,59048,0.32042812751755095
164,"Douglas County, Georgia",134873,44007,3396,1653,7961,9583,9529,8842,3043,90866,0.3262847271136551
165,"Fayette County, Georgia",108393,30819,883,1242,4899,7551,9872,4979,1393,77574,0.2843264786471451
166,"Floyd County, Georgia",92961,23832,1007,1406,4633,6133,4895,4760,998,69129,0.2563655726595024
167,"Forsyth County, Georgia",205629,62686,5213,4075,14674,15300,15335,6083,2006,142943,0.30484999683896724
168,"Fulton County, Georgia",972736,273458,19686,13724,53763,52347,51194,62716,20028,699278,0.2811225245081913
169,"Glynn County, Georgia",79938,19186,988,1090,4469,4338,4626,2955,720,60752,0.240011008531612
170,"Gwinnett County, Georgia",859676,261683,15280,13662,57858,57256,57096,48889,11642,597993,0.304397238029211
171,"Hall County, Georgia",185047,52144,2710,3579,11086,11358,11468,10877,1066,132903,0.2817878701086751
172,"Henry County, Georgia",210723,62948,3961,1958,13862,13193,16056,11148,2770,147775,0.2987239171803742
173,"Houston County, Georgia",143720,40248,2195,1513,9051,8725,7435,8893,2436,103472,0.2800445310325633
174,"Liberty County, Georgia",58167,17196,1250,1254,3039,3096,3746,4592,219,40971,0.2956315436587756
175,"Lowndes County, Georgia",108289,35918,2209,2714,5196,5431,6011,12425,1932,72371,0.3316865055545808
176,"Muscogee County, Georgia",191036,56456,3193,2972,9699,11313,10062,16438,2779,134580,0.29552545070039155
177,"Newton County, Georgia",101641,28605,1975,2088,6391,6760,6370,4392,629,73036,0.2814317057093102
178,"Paulding County, Georgia",147137,44448,2377,2475,9921,9280,11212,7882,1301,102689,0.3020858111827752
179,"Richmond County, Georgia",193287,49386,3525,2499,11024,9384,10438,10235,2281,143901,0.2555060609352931
180,"Rockdale County, Georgia",86018,23925,1133,1077,4547,5700,5594,4929,945,62093,0.2781394591829617
181,"Troup County, Georgia",67032,19202,1252,456,4428,5354,2944,4673,95,47830,0.28646019811433343
182,"Walker County, Georgia",65754,15338,1242,1027,3761,2918,3969,2317,104,50416,0.23326337561213006
183,"Walton County, Georgia",85037,23749,1368,2274,3534,5741,6103,4319,410,61288,0.27927843174147726
184,"Whitfield County, Georgia",100703,28302,1247,2558,6017,5411,6870,5506,693,72401,0.2810442588602127
185,"Hawaii County, Hawaii",189659,43801,3734,1806,8786,9182,9644,8403,2246,145858,0.23094606636120615
186,"Honolulu County, Hawaii",957341,236519,14678,10248,43699,46032,45236,63080,13546,720822,0.24705825823818264
187,"Kauai County, Hawaii",69501,14004,755,202,3182,4089,2892,2441,443,55497,0.20149350369059438
188,"Maui County, Hawaii",159037,36121,3272,2271,7635,7894,7757,5593,1699,122916,0.2271232480491961
189,"Ada County, Idaho",419111,113039,5480,5696,25419,23821,24152,24134,4337,306072,0.26971136524691547
190,"Bannock County, Idaho",80366,25607,1055,1620,4288,5173,5627,6689,1155,54759,0.31862976880770477
191,"Bonneville County, Idaho",104705,31064,1220,1957,7747,8726,6548,3829,1037,73641,0.2966811518074591
192,"Canyon County, Idaho",198119,56962,1729,2358,13745,15189,12696,9635,1610,141157,0.2875140698267203
193,"Kootenai County, Idaho",145137,35848,1300,1960,9096,7809,7864,7145,674,109289,0.24699421925491089
194,"Twin Falls County, Idaho",78364,22223,1131,1351,6075,4044,4796,4172,654,56141,0.2835868511050993
195,"Adams County, Illinois",64814,15326,999,1108,3354,4466,2825,1969,605,49488,0.23646125837010523
196,"Champaign County, Illinois",201974,80186,2385,2438,9929,8261,8188,39381,9604,121788,0.3970114965292562
197,"Cook County, Illinois",5044173,1324083,96735,63535,259002,253171,267330,290839,93471,3720090,0.26249753923983177
198,"DeKalb County, Illinois",101351,36172,1750,1809,5345,5568,4621,14725,2354,65179,0.35689830391412025
199,"DuPage County, Illinois",900617,249057,15582,11922,46181,51156,53446,54655,16115,651560,0.2765404161813512
200,"Kane County, Illinois",511562,151202,9540,8337,30618,34508,36180,26845,5174,360360,0.2955692565124071
201,"Kankakee County, Illinois",107184,29802,1793,1760,6504,5642,6502,7120,481,77382,0.27804523063143755
202,"Kendall County, Illinois",118648,38377,2681,1540,10426,7913,8752,5857,1208,80271,0.3234525655721125
203,"Lake County, Illinois",680349,190330,13091,9314,37256,43712,46794,32987,7176,490019,0.27975347946421614
204,"LaSalle County, Illinois",107595,25547,2073,1035,4223,6409,6171,5407,229,82048,0.2374366838607742
205,"McHenry County, Illinois",298478,79422,5539,3032,16900,18734,19170,12944,3103,219056,0.26608996307935595
206,"McLean County, Illinois",167347,57548,2479,1913,9336,8877,7974,24234,2735,109799,0.3438842644325862
207,"Macon County, Illinois",102810,24830,1571,2054,5223,3875,5626,5742,739,77980,0.24151347145219337
208,"Madison County, Illinois",257812,67520,6064,2857,11963,14830,12600,16553,2653,190292,0.26189626549578765
209,"Peoria County, Illinois",178210,46079,3555,2353,10397,9135,8682,10401,1556,132131,0.2585657370517928
210,"Rock Island County, Illinois",141570,37467,1646,1402,7764,8502,7514,9508,1131,104103,0.2646535282898919
211,"St. Clair County, Illinois",254677,67310,6214,3915,14755,12990,13597,14055,1784,187367,0.2642955586880637
212,"Sangamon County, Illinois",191230,50989,3852,2723,9512,11075,11493,8693,3641,140241,0.2666370339381896
213,"Tazewell County, Illinois",130225,32110,3299,1256,6926,7266,6857,5619,887,98115,0.24657323862545594
214,"Vermilion County, Illinois",75618,16804,1167,1189,4224,3957,4072,2082,113,58814,0.2222222222222222
215,"Will County, Illinois",664881,191384,12038,8395,41502,42889,45856,34668,6036,473497,0.28784699818463755
216,"Williamson County, Illinois",64642,15102,978,538,2996,4396,2757,2752,685,49540,0.2336251972401844
217,"Winnebago County, Illinois",276675,69752,4507,4108,14143,16199,16447,10978,3370,206923,0.25210806903406524
218,"Allen County, Indiana",352288,97865,6122,4265,21849,21869,21695,19587,2478,254423,0.2777982786810791
219,"Bartholomew County, Indiana",78363,19282,1258,795,4268,4855,4143,3302,661,59081,0.2460600028074474
220,"Clark County, Indiana",110864,26643,1879,1387,5078,6684,6466,4353,796,84221,0.24032147496031173
221,"Delaware County, Indiana",112471,33954,1222,1097,4568,4724,5289,14923,2131,78517,0.30189115416418455
222,"Elkhart County, Indiana",193984,49262,1728,2279,13372,12867,12103,6465,448,144722,0.2539487792807654
223,"Floyd County, Indiana",74329,18786,1135,1261,3688,4399,4392,3135,776,55543,0.25274119119051786
224,"Grant County, Indiana",66274,18866,779,614,4356,2683,3202,6824,408,47408,0.2846666867851646
225,"Hamilton County, Indiana",296679,90584,6291,4713,20005,22026,20139,13694,3716,206095,0.30532663248831227
226,"Hancock County, Indiana",70923,18245,1192,1212,3617,4042,3685,4363,134,52678,0.2572508213132552
227,"Hendricks County, Indiana",152953,42475,3313,1574,8373,9332,10528,6820,2535,110478,0.2776996855243114
228,"Howard County, Indiana",79615,18244,976,1130,4405,3740,5133,2430,430,61371,0.2291527978396031
229,"Johnson County, Indiana",143565,37642,2303,2220,8624,8697,8901,5824,1073,105923,0.26219482464388955
230,"Kosciusko County, Indiana",75343,18243,1526,778,4434,3736,4068,3292,409,57100,0.24213264669577797
231,"Lake County, Indiana",470214,125685,7918,6648,27173,26169,28369,24416,4992,344529,0.26729318990927536
232,"LaPorte County, Indiana",106728,25170,716,702,5169,6458,6568,4588,969,81558,0.23583314594108387
233,"Madison County, Indiana",125252,28671,1107,1467,6732,6426,7123,4797,1019,96581,0.22890652444671541
234,"Marion County, Indiana",897806,242228,13094,12715,53528,49342,48239,52978,12332,655578,0.2697999345070093
235,"Monroe County, Indiana",141704,59135,2413,1465,5285,5073,4412,33208,7279,82569,0.41731355501608985
236,"Morgan County, Indiana",67613,17437,1006,606,4079,3492,4515,3379,360,50176,0.25789419194533597
237,"Porter County, Indiana",162689,43639,2808,1812,8230,9318,9708,9624,2139,119050,0.2682357135393296
238,"St. Joseph County, Indiana",258443,72013,3626,2868,14679,12962,16251,17603,4024,186430,0.2786417120989928
239,"Tippecanoe County, Indiana",179911,69072,2153,2010,9427,9278,7790,30239,8175,110839,0.3839231620078817
240,"Vanderburgh County, Indiana",176103,44499,3630,1948,8669,8852,8852,11016,1532,131604,0.25268734774535356
241,"Vigo County, Indiana",104103,30188,1249,1219,5448,4287,4594,11962,1429,73915,0.28998203702102726
242,"Wayne County, Indiana",63904,15851,864,593,2912,2930,4187,4136,229,48053,0.24804394091136706
243,"Black Hawk County, Iowa",128392,38337,2122,1312,6945,6035,6318,13767,1838,90055,0.2985933703034457
244,"Dallas County, Iowa",76234,22492,1784,2068,4802,4588,5064,2934,1252,53742,0.2950389589946743
245,"Dubuque County, Iowa",93363,25889,1516,1110,5192,5054,5099,6896,1022,67474,0.27729400297762496
246,"Johnson County, Iowa",139171,52861,2689,2054,6418,6181,5600,24486,5433,86310,0.3798276939879716
247,"Linn County, Iowa",211839,57426,4596,2666,10882,12155,11426,13306,2395,154413,0.27108322830073783
248,"Polk County, Iowa",446849,121751,6140,5753,25674,28106,24587,23566,7925,325098,0.2724656427562778
249,"Pottawattamie County, Iowa",89918,22800,1119,1720,5009,5062,4897,4102,891,67118,0.2535643586378701
250,"Scott County, Iowa",165799,43364,3044,2513,8976,9208,8550,8850,2223,122435,0.26154560642705926
251,"Story County, Iowa",92712,44153,1015,1216,3370,3070,4399,26698,4385,48559,0.4762382431616188
252,"Woodbury County, Iowa",98148,26794,2171,1405,6382,5025,5870,5839,102,71354,0.2729958837673717
253,"Butler County, Kansas",64578,18579,496,1172,3406,4510,5234,3667,94,45999,0.28769859704543344
254,"Douglas County, Kansas",114147,43163,1903,869,4997,4823,4424,21209,4938,70984,0.3781352116130954
255,"Johnson County, Kansas",557084,155713,11622,7983,30881,33680,34602,26995,9950,401371,0.2795143999827674
256,"Leavenworth County, Kansas",76519,21125,1214,1634,3183,4503,4619,4212,1760,55394,0.2760752231471922
257,"Riley County, Kansas",71812,29132,1173,493,2283,2538,2121,18865,1659,42680,0.40567036149947083
258,"Sedgwick County, Kansas",488758,141559,7180,7835,31261,29093,29368,29968,6854,347199,0.2896300418612074
259,"Shawnee County, Kansas",171329,44676,3063,2889,9021,9166,9785,9095,1657,126653,0.26076145894740527
260,"Wyandotte County, Kansas",155088,41916,2658,3106,10250,9998,9232,5485,1187,113172,0.2702723614979882
261,"Boone County, Kentucky",122740,33380,2133,1636,6525,9050,7581,4782,1673,89360,0.27195698223887893
