,o_state_name,d_state_name,n
946,Louisiana,Nevada,746
947,Louisiana,New Hampshire,58
948,Louisiana,New Jersey,279
949,Louisiana,New Mexico,370
950,Louisiana,New York,2192
951,Louisiana,North Carolina,2151
952,Louisiana,North Dakota,217
953,Louisiana,Ohio,991
954,Louisiana,Oklahoma,1652
955,Louisiana,Oregon,534
956,Louisiana,Pennsylvania,823
957,Louisiana,Rhode Island,84
958,Louisiana,South Carolina,830
959,Louisiana,South Dakota,112
960,Louisiana,Tennessee,3052
961,Louisiana,Texas,33712
962,Louisiana,Utah,393
963,Louisiana,Vermont,47
964,Louisiana,Virginia,1501
965,Louisiana,Washington,1506
966,Louisiana,West Virginia,125
967,Louisiana,Wisconsin,395
968,Louisiana,Wyoming,146
969,Maine,Alabama,137
970,Maine,Alaska,208
971,Maine,Arizona,507
972,Maine,Arkansas,103
973,Maine,California,2083
974,Maine,Colorado,1065
975,Maine,Connecticut,861
976,Maine,DC,965
977,Maine,Delaware,89
978,Maine,Florida,2500
979,Maine,Georgia,671
980,Maine,Hawaii,188
981,Maine,Idaho,67
982,Maine,Illinois,438
983,Maine,Indiana,207
984,Maine,Iowa,72
985,Maine,Kansas,121
986,Maine,Kentucky,160
987,Maine,Louisiana,183
988,Maine,Maine,88901
989,Maine,Maryland,292
990,Maine,Massachusetts,5233
991,Maine,Michigan,237
992,Maine,Minnesota,177
993,Maine,Mississippi,82
994,Maine,Missouri,243
995,Maine,Montana,170
996,Maine,Nebraska,56
997,Maine,Nevada,181
998,Maine,New Hampshire,4925
999,Maine,New Jersey,297
1000,Maine,New Mexico,133
1001,Maine,New York,2396
1002,Maine,North Carolina,1295
1003,Maine,North Dakota,68
1004,Maine,Ohio,416
1005,Maine,Oklahoma,167
1006,Maine,Oregon,355
1007,Maine,Pennsylvania,988
1008,Maine,Rhode Island,537
1009,Maine,South Carolina,461
1010,Maine,South Dakota,30
1011,Maine,Tennessee,537
1012,Maine,Texas,1252
1013,Maine,Utah,300
1014,Maine,Vermont,752
1015,Maine,Virginia,862
1016,Maine,Washington,650
1017,Maine,West Virginia,50
1018,Maine,Wisconsin,165
1019,Maine,Wyoming,123
1020,Maryland,Alabama,445
1021,Maryland,Alaska,165
1022,Maryland,Arizona,913
1023,Maryland,Arkansas,146
1024,Maryland,California,5230
1025,Maryland,Colorado,1714
1026,Maryland,Connecticut,487
1027,Maryland,DC,14947
1028,Maryland,Delaware,4417
1029,Maryland,Florida,5659
1030,Maryland,Georgia,2811
1031,Maryland,Hawaii,450
1032,Maryland,Idaho,79
1033,Maryland,Illinois,1109
1034,Maryland,Indiana,465
1035,Maryland,Iowa,141
1036,Maryland,Kansas,183
1037,Maryland,Kentucky,476
1038,Maryland,Louisiana,529
1039,Maryland,Maine,176
1040,Maryland,Maryland,239805
1041,Maryland,Massachusetts,1388
1042,Maryland,Michigan,471
1043,Maryland,Minnesota,267
1044,Maryland,Mississippi,186
1045,Maryland,Missouri,532
1046,Maryland,Montana,133
1047,Maryland,Nebraska,124
1048,Maryland,Nevada,397
1049,Maryland,New Hampshire,169
1050,Maryland,New Jersey,1335
1051,Maryland,New Mexico,220
1052,Maryland,New York,5715
1053,Maryland,North Carolina,4844
1054,Maryland,North Dakota,90
1055,Maryland,Ohio,1282
1056,Maryland,Oklahoma,308
1057,Maryland,Oregon,516
1058,Maryland,Pennsylvania,11149
1059,Maryland,Rhode Island,202
1060,Maryland,South Carolina,1763
1061,Maryland,South Dakota,48
1062,Maryland,Tennessee,1309
1063,Maryland,Texas,2998
1064,Maryland,Utah,381
1065,Maryland,Vermont,143
1066,Maryland,Virginia,4441
1067,Maryland,Washington,1155
1068,Maryland,West Virginia,1279
1069,Maryland,Wisconsin,280
1070,Maryland,Wyoming,114
1071,Massachusetts,Alabama,447
1072,Massachusetts,Alaska,326
1073,Massachusetts,Arizona,1787
1074,Massachusetts,Arkansas,229
1075,Massachusetts,California,15052
1076,Massachusetts,Colorado,3778
1077,Massachusetts,Connecticut,7043
1078,Massachusetts,DC,6196
1079,Massachusetts,Delaware,287
1080,Massachusetts,Florida,11477
1081,Massachusetts,Georgia,3145
1082,Massachusetts,Hawaii,678
1083,Massachusetts,Idaho,139
1084,Massachusetts,Illinois,2712
1085,Massachusetts,Indiana,622
1086,Massachusetts,Iowa,192
1087,Massachusetts,Kansas,267
1088,Massachusetts,Kentucky,408
1089,Massachusetts,Louisiana,805
1090,Massachusetts,Maine,2990
1091,Massachusetts,Maryland,1347
1092,Massachusetts,Massachusetts,449987
1093,Massachusetts,Michigan,829
1094,Massachusetts,Minnesota,608
1095,Massachusetts,Mississippi,174
1096,Massachusetts,Missouri,720
1097,Massachusetts,Montana,293
1098,Massachusetts,Nebraska,156
1099,Massachusetts,Nevada,722
1100,Massachusetts,New Hampshire,13488
1101,Massachusetts,New Jersey,2178
1102,Massachusetts,New Mexico,382
1103,Massachusetts,New York,19748
1104,Massachusetts,North Carolina,5110
1105,Massachusetts,North Dakota,110
1106,Massachusetts,Ohio,1413
1107,Massachusetts,Oklahoma,377
1108,Massachusetts,Oregon,1193
1109,Massachusetts,Pennsylvania,4198
1110,Massachusetts,Rhode Island,12660
1111,Massachusetts,South Carolina,1690
1112,Massachusetts,South Dakota,71
1113,Massachusetts,Tennessee,1636
1114,Massachusetts,Texas,4579
1115,Massachusetts,Utah,791
1116,Massachusetts,Vermont,3087
1117,Massachusetts,Virginia,2215
1118,Massachusetts,Washington,2229
1119,Massachusetts,West Virginia,112
1120,Massachusetts,Wisconsin,665
1121,Massachusetts,Wyoming,226
1122,Michigan,Alabama,2792
1123,Michigan,Alaska,1346
1124,Michigan,Arizona,8069
1125,Michigan,Arkansas,1422
1126,Michigan,California,17972
1127,Michigan,Colorado,9004
1128,Michigan,Connecticut,1018
1129,Michigan,DC,6015
1130,Michigan,Delaware,327
1131,Michigan,Florida,18536
1132,Michigan,Georgia,9518
1133,Michigan,Hawaii,1180
1134,Michigan,Idaho,546
1135,Michigan,Illinois,20933
1136,Michigan,Indiana,11890
1137,Michigan,Iowa,1419
1138,Michigan,Kansas,1258
1139,Michigan,Kentucky,3538
1140,Michigan,Louisiana,2057
1141,Michigan,Maine,325
1142,Michigan,Maryland,1600
1143,Michigan,Massachusetts,2714
1144,Michigan,Michigan,876573
1145,Michigan,Minnesota,4104
1146,Michigan,Mississippi,1183
1147,Michigan,Missouri,3834
1148,Michigan,Montana,1031
1149,Michigan,Nebraska,891
1150,Michigan,Nevada,2977
1151,Michigan,New Hampshire,354
1152,Michigan,New Jersey,1390
1153,Michigan,New Mexico,989
1154,Michigan,New York,9012
1155,Michigan,North Carolina,9307
1156,Michigan,North Dakota,1344
1157,Michigan,Ohio,15412
1158,Michigan,Oklahoma,1908
1159,Michigan,Oregon,2692
1160,Michigan,Pennsylvania,4423
1161,Michigan,Rhode Island,345
1162,Michigan,South Carolina,3444
1163,Michigan,South Dakota,489
1164,Michigan,Tennessee,8507
1165,Michigan,Texas,16533
1166,Michigan,Utah,1704
1167,Michigan,Vermont,295
1168,Michigan,Virginia,4476
1169,Michigan,Washington,5669
1170,Michigan,West Virginia,494
1171,Michigan,Wisconsin,9160
1172,Michigan,Wyoming,1156
1173,Minnesota,Alabama,463
1174,Minnesota,Alaska,982
1175,Minnesota,Arizona,3966
1176,Minnesota,Arkansas,550
1177,Minnesota,California,10495
1178,Minnesota,Colorado,6954
1179,Minnesota,Connecticut,438
1180,Minnesota,DC,2294
1181,Minnesota,Delaware,150
1182,Minnesota,Florida,4649
1183,Minnesota,Georgia,1995
1184,Minnesota,Hawaii,660
1185,Minnesota,Idaho,409
1186,Minnesota,Illinois,6897
1187,Minnesota,Indiana,1347
1188,Minnesota,Iowa,5796
1189,Minnesota,Kansas,792
1190,Minnesota,Kentucky,513
1191,Minnesota,Louisiana,686
1192,Minnesota,Maine,153
1193,Minnesota,Maryland,495
1194,Minnesota,Massachusetts,1502
1195,Minnesota,Michigan,1810
1196,Minnesota,Minnesota,472152
1197,Minnesota,Mississippi,323
1198,Minnesota,Missouri,2478
1199,Minnesota,Montana,1551
1200,Minnesota,Nebraska,1509
1201,Minnesota,Nevada,1187
1202,Minnesota,New Hampshire,150
1203,Minnesota,New Jersey,461
1204,Minnesota,New Mexico,544
1205,Minnesota,New York,4247
1206,Minnesota,North Carolina,2247
1207,Minnesota,North Dakota,12822
1208,Minnesota,Ohio,1423
1209,Minnesota,Oklahoma,871
1210,Minnesota,Oregon,2089
1211,Minnesota,Pennsylvania,1271
1212,Minnesota,Rhode Island,157
1213,Minnesota,South Carolina,662
1214,Minnesota,South Dakota,5825
1215,Minnesota,Tennessee,1586
1216,Minnesota,Texas,6157
1217,Minnesota,Utah,1124
1218,Minnesota,Vermont,173
1219,Minnesota,Virginia,1138
1220,Minnesota,Washington,4043
1221,Minnesota,West Virginia,98
1222,Minnesota,Wisconsin,12663
1223,Minnesota,Wyoming,671
1224,Mississippi,Alabama,7287
1225,Mississippi,Alaska,257
1226,Mississippi,Arizona,689
1227,Mississippi,Arkansas,1947
1228,Mississippi,California,2563
1229,Mississippi,Colorado,1195
1230,Mississippi,Connecticut,126
1231,Mississippi,DC,1051
1232,Mississippi,Delaware,74
1233,Mississippi,Florida,4365
1234,Mississippi,Georgia,5356
1235,Mississippi,Hawaii,266
1236,Mississippi,Idaho,79
1237,Mississippi,Illinois,1911
1238,Mississippi,Indiana,975
1239,Mississippi,Iowa,371
1240,Mississippi,Kansas,420
1241,Mississippi,Kentucky,740
1242,Mississippi,Louisiana,9006
1243,Mississippi,Maine,42
1244,Mississippi,Maryland,279
1245,Mississippi,Massachusetts,274
1246,Mississippi,Michigan,856
1247,Mississippi,Minnesota,555
1248,Mississippi,Mississippi,258767
1249,Mississippi,Missouri,1420
1250,Mississippi,Montana,125
1251,Mississippi,Nebraska,300
1252,Mississippi,Nevada,489
1253,Mississippi,New Hampshire,46
1254,Mississippi,New Jersey,126
1255,Mississippi,New Mexico,230
1256,Mississippi,New York,923
1257,Mississippi,North Carolina,1913
1258,Mississippi,North Dakota,137
1259,Mississippi,Ohio,1026
1260,Mississippi,Oklahoma,854
1261,Mississippi,Oregon,357
1262,Mississippi,Pennsylvania,649
1263,Mississippi,Rhode Island,58
1264,Mississippi,South Carolina,802
1265,Mississippi,South Dakota,95
1266,Mississippi,Tennessee,12633
1267,Mississippi,Texas,10588
1268,Mississippi,Utah,273
1269,Mississippi,Vermont,28
1270,Mississippi,Virginia,1201
1271,Mississippi,Washington,825
1272,Mississippi,West Virginia,80
1273,Mississippi,Wisconsin,870
1274,Mississippi,Wyoming,114
1275,Missouri,Alabama,1471
1276,Missouri,Alaska,710
1277,Missouri,Arizona,3918
1278,Missouri,Arkansas,7807
1279,Missouri,California,12408
1280,Missouri,Colorado,8655
1281,Missouri,Connecticut,462
1282,Missouri,DC,2994
1283,Missouri,Delaware,167
1284,Missouri,Florida,8207
1285,Missouri,Georgia,4476
1286,Missouri,Hawaii,893
1287,Missouri,Idaho,517
1288,Missouri,Illinois,16756
1289,Missouri,Indiana,2876
1290,Missouri,Iowa,3368
1291,Missouri,Kansas,11188
1292,Missouri,Kentucky,1875
1293,Missouri,Louisiana,1948
1294,Missouri,Maine,146
1295,Missouri,Maryland,777
1296,Missouri,Massachusetts,1346
1297,Missouri,Michigan,1731
1298,Missouri,Minnesota,2100
1299,Missouri,Mississippi,990
1300,Missouri,Missouri,616791
1301,Missouri,Montana,586
1302,Missouri,Nebraska,2892
1303,Missouri,Nevada,1518
1304,Missouri,New Hampshire,185
1305,Missouri,New Jersey,598
1306,Missouri,New Mexico,866
1307,Missouri,New York,4799
1308,Missouri,North Carolina,3720
1309,Missouri,North Dakota,568
1310,Missouri,Ohio,2656
1311,Missouri,Oklahoma,5777
1312,Missouri,Oregon,1941
1313,Missouri,Pennsylvania,1878
1314,Missouri,Rhode Island,174
1315,Missouri,South Carolina,1291
1316,Missouri,South Dakota,443
1317,Missouri,Tennessee,4820
1318,Missouri,Texas,16211
1319,Missouri,Utah,1568
1320,Missouri,Vermont,118
1321,Missouri,Virginia,2321
1322,Missouri,Washington,3634
1323,Missouri,West Virginia,186
1324,Missouri,Wisconsin,1813
1325,Missouri,Wyoming,452
1326,Montana,Alabama,108
1327,Montana,Alaska,641
1328,Montana,Arizona,1186
1329,Montana,Arkansas,124
1330,Montana,California,2772
1331,Montana,Colorado,2196
1332,Montana,Connecticut,66
1333,Montana,DC,337
1334,Montana,Delaware,22
1335,Montana,Florida,655
1336,Montana,Georgia,326
1337,Montana,Hawaii,260
1338,Montana,Idaho,1244
1339,Montana,Illinois,343
1340,Montana,Indiana,185
1341,Montana,Iowa,188
1342,Montana,Kansas,184
1343,Montana,Kentucky,92
1344,Montana,Louisiana,143
1345,Montana,Maine,47
1346,Montana,Maryland,88
1347,Montana,Massachusetts,215
1348,Montana,Michigan,217
1349,Montana,Minnesota,753
1350,Montana,Mississippi,75
1351,Montana,Missouri,358
1352,Montana,Montana,74021
1353,Montana,Nebraska,235
1354,Montana,Nevada,770
1355,Montana,New Hampshire,48
1356,Montana,New Jersey,58
1357,Montana,New Mexico,270
1358,Montana,New York,510
1359,Montana,North Carolina,426
1360,Montana,North Dakota,2124
1361,Montana,Ohio,290
1362,Montana,Oklahoma,303
1363,Montana,Oregon,2208
1364,Montana,Pennsylvania,283
1365,Montana,Rhode Island,17
1366,Montana,South Carolina,153
1367,Montana,South Dakota,438
1368,Montana,Tennessee,343
1369,Montana,Texas,1515
1370,Montana,Utah,1203
1371,Montana,Vermont,33
1372,Montana,Virginia,318
1373,Montana,Washington,5117
1374,Montana,West Virginia,24
1375,Montana,Wisconsin,271
1376,Montana,Wyoming,1546
1377,Nebraska,Alabama,248
1378,Nebraska,Alaska,219
1379,Nebraska,Arizona,1767
1380,Nebraska,Arkansas,417
1381,Nebraska,California,3187
1382,Nebraska,Colorado,5202
1383,Nebraska,Connecticut,147
1384,Nebraska,DC,683
1385,Nebraska,Delaware,44
1386,Nebraska,Florida,1590
1387,Nebraska,Georgia,765
1388,Nebraska,Hawaii,224
1389,Nebraska,Idaho,241
1390,Nebraska,Illinois,1863
1391,Nebraska,Indiana,423
1392,Nebraska,Iowa,4519
1393,Nebraska,Kansas,2153
1394,Nebraska,Kentucky,208
1395,Nebraska,Louisiana,333
1396,Nebraska,Maine,58
1397,Nebraska,Maryland,169
1398,Nebraska,Massachusetts,293
1399,Nebraska,Michigan,380
1400,Nebraska,Minnesota,1497
1401,Nebraska,Mississippi,151
1402,Nebraska,Missouri,4212
1403,Nebraska,Montana,323
1404,Nebraska,Nebraska,162583
1405,Nebraska,Nevada,533
1406,Nebraska,New Hampshire,47
1407,Nebraska,New Jersey,126
1408,Nebraska,New Mexico,253
1409,Nebraska,New York,988
1410,Nebraska,North Carolina,850
1411,Nebraska,North Dakota,382
1412,Nebraska,Ohio,531
1413,Nebraska,Oklahoma,824
1414,Nebraska,Oregon,689
1415,Nebraska,Pennsylvania,427
1416,Nebraska,Rhode Island,42
1417,Nebraska,South Carolina,286
1418,Nebraska,South Dakota,1969
1419,Nebraska,Tennessee,689
1420,Nebraska,Texas,3948
1421,Nebraska,Utah,465
1422,Nebraska,Vermont,45
1423,Nebraska,Virginia,533
1424,Nebraska,Washington,1227
1425,Nebraska,West Virginia,38
1426,Nebraska,Wisconsin,597
1427,Nebraska,Wyoming,1234
1428,Nevada,Alabama,327
1429,Nevada,Alaska,514
1430,Nevada,Arizona,6293
1431,Nevada,Arkansas,517
1432,Nevada,California,19074
1433,Nevada,Colorado,3186
1434,Nevada,Connecticut,184
1435,Nevada,DC,764
1436,Nevada,Delaware,68
1437,Nevada,Florida,2068
1438,Nevada,Georgia,1062
1439,Nevada,Hawaii,900
1440,Nevada,Idaho,1924
1441,Nevada,Illinois,1298
1442,Nevada,Indiana,645
1443,Nevada,Iowa,415
1444,Nevada,Kansas,493
1445,Nevada,Kentucky,327
1446,Nevada,Louisiana,507
1447,Nevada,Maine,82
1448,Nevada,Maryland,250
1449,Nevada,Massachusetts,449
1450,Nevada,Michigan,739
1451,Nevada,Minnesota,634
1452,Nevada,Mississippi,230
1453,Nevada,Missouri,1089
1454,Nevada,Montana,717
1455,Nevada,Nebraska,458
1456,Nevada,Nevada,162866
1457,Nevada,New Hampshire,97
1458,Nevada,New Jersey,278
1459,Nevada,New Mexico,955
1460,Nevada,New York,1613
1461,Nevada,North Carolina,1070
1462,Nevada,North Dakota,491
1463,Nevada,Ohio,1038
1464,Nevada,Oklahoma,910
1465,Nevada,Oregon,3229
1466,Nevada,Pennsylvania,799
1467,Nevada,Rhode Island,81
1468,Nevada,South Carolina,359
1469,Nevada,South Dakota,222
1470,Nevada,Tennessee,888
1471,Nevada,Texas,5363
1472,Nevada,Utah,5856
1473,Nevada,Vermont,53
1474,Nevada,Virginia,669
1475,Nevada,Washington,4256
1476,Nevada,West Virginia,79
1477,Nevada,Wisconsin,539
1478,Nevada,Wyoming,544
1479,New Hampshire,Alabama,164
1480,New Hampshire,Alaska,194
1481,New Hampshire,Arizona,772
1482,New Hampshire,Arkansas,110
1483,New Hampshire,California,3758
1484,New Hampshire,Colorado,1753
1485,New Hampshire,Connecticut,1365
1486,New Hampshire,DC,1519
1487,New Hampshire,Delaware,120
1488,New Hampshire,Florida,3753
1489,New Hampshire,Georgia,848
1490,New Hampshire,Hawaii,277
1491,New Hampshire,Idaho,92
1492,New Hampshire,Illinois,654
1493,New Hampshire,Indiana,214
1494,New Hampshire,Iowa,84
1495,New Hampshire,Kansas,134
1496,New Hampshire,Kentucky,214
1497,New Hampshire,Louisiana,222
1498,New Hampshire,Maine,4861
1499,New Hampshire,Maryland,392
1500,New Hampshire,Massachusetts,14839
1501,New Hampshire,Michigan,305
1502,New Hampshire,Minnesota,235
1503,New Hampshire,Mississippi,73
1504,New Hampshire,Missouri,268
1505,New Hampshire,Montana,241
1506,New Hampshire,Nebraska,98
1507,New Hampshire,Nevada,275
1508,New Hampshire,New Hampshire,106395
1509,New Hampshire,New Jersey,511
1510,New Hampshire,New Mexico,177
1511,New Hampshire,New York,3793
1512,New Hampshire,North Carolina,1900
1513,New Hampshire,North Dakota,58
1514,New Hampshire,Ohio,542
1515,New Hampshire,Oklahoma,214
1516,New Hampshire,Oregon,568
1517,New Hampshire,Pennsylvania,1253
1518,New Hampshire,Rhode Island,1001
1519,New Hampshire,South Carolina,761
1520,New Hampshire,South Dakota,38
1521,New Hampshire,Tennessee,628
1522,New Hampshire,Texas,1581
1523,New Hampshire,Utah,466
1524,New Hampshire,Vermont,3441
1525,New Hampshire,Virginia,972
1526,New Hampshire,Washington,882
1527,New Hampshire,West Virginia,65
1528,New Hampshire,Wisconsin,236
1529,New Hampshire,Wyoming,113
1530,New Jersey,Alabama,579
1531,New Jersey,Alaska,234
1532,New Jersey,Arizona,2155
1533,New Jersey,Arkansas,254
1534,New Jersey,California,14062
1535,New Jersey,Colorado,3487
1536,New Jersey,Connecticut,3447
1537,New Jersey,DC,9859
1538,New Jersey,Delaware,2088
1539,New Jersey,Florida,19115
1540,New Jersey,Georgia,5957
1541,New Jersey,Hawaii,693
1542,New Jersey,Idaho,129
1543,New Jersey,Illinois,2929
1544,New Jersey,Indiana,814
1545,New Jersey,Iowa,186
1546,New Jersey,Kansas,312
1547,New Jersey,Kentucky,502
1548,New Jersey,Louisiana,862
1549,New Jersey,Maine,512
1550,New Jersey,Maryland,4371
1551,New Jersey,Massachusetts,7821
1552,New Jersey,Michigan,1124
1553,New Jersey,Minnesota,646
1554,New Jersey,Mississippi,203
1555,New Jersey,Missouri,813
1556,New Jersey,Montana,206
1557,New Jersey,Nebraska,187
1558,New Jersey,Nevada,924
1559,New Jersey,New Hampshire,700
1560,New Jersey,New Jersey,504580
1561,New Jersey,New Mexico,328
1562,New Jersey,New York,47739
1563,New Jersey,North Carolina,9629
1564,New Jersey,North Dakota,136
1565,New Jersey,Ohio,2153
1566,New Jersey,Oklahoma,423
1567,New Jersey,Oregon,955
1568,New Jersey,Pennsylvania,31173
1569,New Jersey,Rhode Island,1134
1570,New Jersey,South Carolina,3197
1571,New Jersey,South Dakota,72
1572,New Jersey,Tennessee,1850
1573,New Jersey,Texas,6003
1574,New Jersey,Utah,603
1575,New Jersey,Vermont,853
1576,New Jersey,Virginia,4800
1577,New Jersey,Washington,1957
1578,New Jersey,West Virginia,280
1579,New Jersey,Wisconsin,613
1580,New Jersey,Wyoming,141
1581,New Mexico,Alabama,240
1582,New Mexico,Alaska,326
1583,New Mexico,Arizona,7816
1584,New Mexico,Arkansas,404
1585,New Mexico,California,4992
1586,New Mexico,Colorado,7088
1587,New Mexico,Connecticut,127
1588,New Mexico,DC,679
1589,New Mexico,Delaware,45
1590,New Mexico,Florida,1356
1591,New Mexico,Georgia,652
1592,New Mexico,Hawaii,356
1593,New Mexico,Idaho,312
1594,New Mexico,Illinois,696
1595,New Mexico,Indiana,344
1596,New Mexico,Iowa,196
1597,New Mexico,Kansas,568
1598,New Mexico,Kentucky,190
1599,New Mexico,Louisiana,377
1600,New Mexico,Maine,71
1601,New Mexico,Maryland,189
1602,New Mexico,Massachusetts,398
1603,New Mexico,Michigan,306
1604,New Mexico,Minnesota,360
1605,New Mexico,Mississippi,136
1606,New Mexico,Missouri,738
1607,New Mexico,Montana,326
1608,New Mexico,Nebraska,309
1609,New Mexico,Nevada,1123
1610,New Mexico,New Hampshire,65
1611,New Mexico,New Jersey,112
1612,New Mexico,New Mexico,137239
1613,New Mexico,New York,1098
1614,New Mexico,North Carolina,751
1615,New Mexico,North Dakota,221
1616,New Mexico,Ohio,490
1617,New Mexico,Oklahoma,1412
1618,New Mexico,Oregon,1165
1619,New Mexico,Pennsylvania,477
1620,New Mexico,Rhode Island,51
1621,New Mexico,South Carolina,272
1622,New Mexico,South Dakota,160
1623,New Mexico,Tennessee,535
1624,New Mexico,Texas,16944
1625,New Mexico,Utah,1335
1626,New Mexico,Vermont,52
1627,New Mexico,Virginia,501
1628,New Mexico,Washington,1759
1629,New Mexico,West Virginia,62
1630,New Mexico,Wisconsin,271
1631,New Mexico,Wyoming,332
1632,New York,Alabama,1776
1633,New York,Alaska,1029
1634,New York,Arizona,5763
1635,New York,Arkansas,742
1636,New York,California,27652
1637,New York,Colorado,8887
1638,New York,Connecticut,14098
1639,New York,DC,17987
1640,New York,Delaware,2496
1641,New York,Florida,48874
1642,New York,Georgia,15698
1643,New York,Hawaii,1670
1644,New York,Idaho,442
1645,New York,Illinois,6182
1646,New York,Indiana,2290
1647,New York,Iowa,656
1648,New York,Kansas,915
1649,New York,Kentucky,1551
1650,New York,Louisiana,2220
1651,New York,Maine,1498
1652,New York,Maryland,6872
1653,New York,Massachusetts,21158
1654,New York,Michigan,3087
1655,New York,Minnesota,1584
1656,New York,Mississippi,708
1657,New York,Missouri,2323
1658,New York,Montana,649
1659,New York,Nebraska,526
1660,New York,Nevada,3015
1661,New York,New Hampshire,2339
1662,New York,New Jersey,31764
1663,New York,New Mexico,912
1664,New York,New York,1435174
1665,New York,North Carolina,27384
1666,New York,North Dakota,397
1667,New York,Ohio,6922
1668,New York,Oklahoma,1351
1669,New York,Oregon,2563
1670,New York,Pennsylvania,35857
1671,New York,Rhode Island,2902
1672,New York,South Carolina,8211
1673,New York,South Dakota,282
1674,New York,Tennessee,5304
1675,New York,Texas,15087
1676,New York,Utah,1696
1677,New York,Vermont,3272
1678,New York,Virginia,12725
1679,New York,Washington,5287
1680,New York,West Virginia,677
1681,New York,Wisconsin,1766
1682,New York,Wyoming,458
1683,North Carolina,Alabama,2236
1684,North Carolina,Alaska,836
1685,North Carolina,Arizona,2132
1686,North Carolina,Arkansas,859
1687,North Carolina,California,11020
1688,North Carolina,Colorado,4583
1689,North Carolina,Connecticut,1214
1690,North Carolina,DC,9603
1691,North Carolina,Delaware,639
1692,North Carolina,Florida,15631
1693,North Carolina,Georgia,16169
1694,North Carolina,Hawaii,1220
1695,North Carolina,Idaho,356
1696,North Carolina,Illinois,3007
1697,North Carolina,Indiana,1764
1698,North Carolina,Iowa,554
1699,North Carolina,Kansas,838
1700,North Carolina,Kentucky,2116
1701,North Carolina,Louisiana,1916
1702,North Carolina,Maine,342
1703,North Carolina,Maryland,2556
1704,North Carolina,Massachusetts,2650
1705,North Carolina,Michigan,1773
1706,North Carolina,Minnesota,974
1707,North Carolina,Mississippi,999
1708,North Carolina,Missouri,1919
1709,North Carolina,Montana,395
1710,North Carolina,Nebraska,432
1711,North Carolina,Nevada,1104
1712,North Carolina,New Hampshire,400
1713,North Carolina,New Jersey,1957
1714,North Carolina,New Mexico,614
1715,North Carolina,New York,11626
1716,North Carolina,North Carolina,748432
1717,North Carolina,North Dakota,404
1718,North Carolina,Ohio,3832
1719,North Carolina,Oklahoma,1324
1720,North Carolina,Oregon,1417
1721,North Carolina,Pennsylvania,5520
1722,North Carolina,Rhode Island,441
1723,North Carolina,South Carolina,18997
1724,North Carolina,South Dakota,222
1725,North Carolina,Tennessee,8612
1726,North Carolina,Texas,10801
1727,North Carolina,Utah,1069
1728,North Carolina,Vermont,255
1729,North Carolina,Virginia,16434
1730,North Carolina,Washington,3317
1731,North Carolina,West Virginia,1293
1732,North Carolina,Wisconsin,1054
1733,North Carolina,Wyoming,342
1734,North Dakota,Alabama,74
1735,North Dakota,Alaska,169
1736,North Dakota,Arizona,710
1737,North Dakota,Arkansas,73
1738,North Dakota,California,953
1739,North Dakota,Colorado,1436
1740,North Dakota,Connecticut,40
1741,North Dakota,DC,239
1742,North Dakota,Delaware,17
1743,North Dakota,Florida,438
1744,North Dakota,Georgia,199
1745,North Dakota,Hawaii,83
1746,North Dakota,Idaho,196
1747,North Dakota,Illinois,411
1748,North Dakota,Indiana,144
1749,North Dakota,Iowa,398
1750,North Dakota,Kansas,165
1751,North Dakota,Kentucky,84
1752,North Dakota,Louisiana,68
1753,North Dakota,Maine,26
1754,North Dakota,Maryland,57
1755,North Dakota,Massachusetts,124
1756,North Dakota,Michigan,203
1757,North Dakota,Minnesota,7023
1758,North Dakota,Mississippi,45
1759,North Dakota,Missouri,328
1760,North Dakota,Montana,1122
1761,North Dakota,Nebraska,427
1762,North Dakota,Nevada,248
1763,North Dakota,New Hampshire,18
1764,North Dakota,New Jersey,33
1765,North Dakota,New Mexico,111
1766,North Dakota,New York,284
1767,North Dakota,North Carolina,241
1768,North Dakota,North Dakota,66355
1769,North Dakota,Ohio,200
1770,North Dakota,Oklahoma,192
1771,North Dakota,Oregon,425
1772,North Dakota,Pennsylvania,173
1773,North Dakota,Rhode Island,19
1774,North Dakota,South Carolina,72
1775,North Dakota,South Dakota,1348
1776,North Dakota,Tennessee,196
1777,North Dakota,Texas,890
1778,North Dakota,Utah,226
1779,North Dakota,Vermont,20
1780,North Dakota,Virginia,165
1781,North Dakota,Washington,689
1782,North Dakota,West Virginia,22
1783,North Dakota,Wisconsin,431
1784,North Dakota,Wyoming,307
1785,Ohio,Alabama,2588
1786,Ohio,Alaska,1017
1787,Ohio,Arizona,6227
1788,Ohio,Arkansas,1084
1789,Ohio,California,18696
1790,Ohio,Colorado,8590
1791,Ohio,Connecticut,1217
1792,Ohio,DC,8644
1793,Ohio,Delaware,565
1794,Ohio,Florida,23447
1795,Ohio,Georgia,11102
1796,Ohio,Hawaii,1413
1797,Ohio,Idaho,530
1798,Ohio,Illinois,14524
1799,Ohio,Indiana,13610
1800,Ohio,Iowa,1060
1801,Ohio,Kansas,1172
1802,Ohio,Kentucky,13002
1803,Ohio,Louisiana,2108
1804,Ohio,Maine,379
1805,Ohio,Maryland,2428
1806,Ohio,Massachusetts,3587
1807,Ohio,Michigan,12127
1808,Ohio,Minnesota,1819
1809,Ohio,Mississippi,1030
1810,Ohio,Missouri,3879
1811,Ohio,Montana,794
