,o_state_name,d_state_name,n
1812,Ohio,Nebraska,833
1813,Ohio,Nevada,2716
1814,Ohio,New Hampshire,482
1815,Ohio,New Jersey,1833
1816,Ohio,New Mexico,1076
1817,Ohio,New York,12754
1818,Ohio,North Carolina,15117
1819,Ohio,North Dakota,579
1820,Ohio,Ohio,1135013
1821,Ohio,Oklahoma,1762
1822,Ohio,Oregon,2431
1823,Ohio,Pennsylvania,15741
1824,Ohio,Rhode Island,463
1825,Ohio,South Carolina,5902
1826,Ohio,South Dakota,368
1827,Ohio,Tennessee,10002
1828,Ohio,Texas,15417
1829,Ohio,Utah,1780
1830,Ohio,Vermont,343
1831,Ohio,Virginia,6633
1832,Ohio,Washington,4898
1833,Ohio,West Virginia,5078
1834,Ohio,Wisconsin,2646
1835,Ohio,Wyoming,569
1836,Oklahoma,Alabama,582
1837,Oklahoma,Alaska,447
1838,Oklahoma,Arizona,1351
1839,Oklahoma,Arkansas,6502
1840,Oklahoma,California,4678
1841,Oklahoma,Colorado,3675
1842,Oklahoma,Connecticut,158
1843,Oklahoma,DC,905
1844,Oklahoma,Delaware,82
1845,Oklahoma,Florida,2726
1846,Oklahoma,Georgia,1536
1847,Oklahoma,Hawaii,450
1848,Oklahoma,Idaho,197
1849,Oklahoma,Illinois,1258
1850,Oklahoma,Indiana,641
1851,Oklahoma,Iowa,393
1852,Oklahoma,Kansas,4337
1853,Oklahoma,Kentucky,456
1854,Oklahoma,Louisiana,1115
1855,Oklahoma,Maine,69
1856,Oklahoma,Maryland,270
1857,Oklahoma,Massachusetts,405
1858,Oklahoma,Michigan,521
1859,Oklahoma,Minnesota,483
1860,Oklahoma,Mississippi,402
1861,Oklahoma,Missouri,3939
1862,Oklahoma,Montana,246
1863,Oklahoma,Nebraska,488
1864,Oklahoma,Nevada,608
1865,Oklahoma,New Hampshire,69
1866,Oklahoma,New Jersey,152
1867,Oklahoma,New Mexico,884
1868,Oklahoma,New York,1417
1869,Oklahoma,North Carolina,1504
1870,Oklahoma,North Dakota,245
1871,Oklahoma,Ohio,830
1872,Oklahoma,Oklahoma,288811
1873,Oklahoma,Oregon,839
1874,Oklahoma,Pennsylvania,696
1875,Oklahoma,Rhode Island,65
1876,Oklahoma,South Carolina,447
1877,Oklahoma,South Dakota,213
1878,Oklahoma,Tennessee,1394
1879,Oklahoma,Texas,20017
1880,Oklahoma,Utah,587
1881,Oklahoma,Vermont,38
1882,Oklahoma,Virginia,875
1883,Oklahoma,Washington,1655
1884,Oklahoma,West Virginia,111
1885,Oklahoma,Wisconsin,416
1886,Oklahoma,Wyoming,290
1887,Oregon,Alabama,292
1888,Oregon,Alaska,1669
1889,Oregon,Arizona,4146
1890,Oregon,Arkansas,449
1891,Oregon,California,18822
1892,Oregon,Colorado,3280
1893,Oregon,Connecticut,265
1894,Oregon,DC,1345
1895,Oregon,Delaware,85
1896,Oregon,Florida,2079
1897,Oregon,Georgia,1113
1898,Oregon,Hawaii,1399
1899,Oregon,Idaho,5094
1900,Oregon,Illinois,1233
1901,Oregon,Indiana,570
1902,Oregon,Iowa,367
1903,Oregon,Kansas,485
1904,Oregon,Kentucky,343
1905,Oregon,Louisiana,558
1906,Oregon,Maine,120
1907,Oregon,Maryland,333
1908,Oregon,Massachusetts,902
1909,Oregon,Michigan,610
1910,Oregon,Minnesota,796
1911,Oregon,Mississippi,175
1912,Oregon,Missouri,1011
1913,Oregon,Montana,1640
1914,Oregon,Nebraska,397
1915,Oregon,Nevada,2460
1916,Oregon,New Hampshire,143
1917,Oregon,New Jersey,222
1918,Oregon,New Mexico,630
1919,Oregon,New York,2882
1920,Oregon,North Carolina,1410
1921,Oregon,North Dakota,727
1922,Oregon,Ohio,756
1923,Oregon,Oklahoma,790
1924,Oregon,Oregon,301129
1925,Oregon,Pennsylvania,802
1926,Oregon,Rhode Island,103
1927,Oregon,South Carolina,417
1928,Oregon,South Dakota,263
1929,Oregon,Tennessee,981
1930,Oregon,Texas,4838
1931,Oregon,Utah,3352
1932,Oregon,Vermont,93
1933,Oregon,Virginia,980
1934,Oregon,Washington,21570
1935,Oregon,West Virginia,57
1936,Oregon,Wisconsin,574
1937,Oregon,Wyoming,666
1938,Pennsylvania,Alabama,1682
1939,Pennsylvania,Alaska,1103
1940,Pennsylvania,Arizona,5217
1941,Pennsylvania,Arkansas,837
1942,Pennsylvania,California,22667
1943,Pennsylvania,Colorado,8278
1944,Pennsylvania,Connecticut,3323
1945,Pennsylvania,DC,25294
1946,Pennsylvania,Delaware,10452
1947,Pennsylvania,Florida,30236
1948,Pennsylvania,Georgia,10044
1949,Pennsylvania,Hawaii,1733
1950,Pennsylvania,Idaho,517
1951,Pennsylvania,Illinois,6186
1952,Pennsylvania,Indiana,2790
1953,Pennsylvania,Iowa,745
1954,Pennsylvania,Kansas,979
1955,Pennsylvania,Kentucky,2050
1956,Pennsylvania,Louisiana,1939
1957,Pennsylvania,Maine,948
1958,Pennsylvania,Maryland,13863
1959,Pennsylvania,Massachusetts,8317
1960,Pennsylvania,Michigan,2953
1961,Pennsylvania,Minnesota,1421
1962,Pennsylvania,Mississippi,767
1963,Pennsylvania,Missouri,2497
1964,Pennsylvania,Montana,841
1965,Pennsylvania,Nebraska,599
1966,Pennsylvania,Nevada,2398
1967,Pennsylvania,New Hampshire,1097
1968,Pennsylvania,New Jersey,17430
1969,Pennsylvania,New Mexico,946
1970,Pennsylvania,New York,38776
1971,Pennsylvania,North Carolina,19199
1972,Pennsylvania,North Dakota,533
1973,Pennsylvania,Ohio,15067
1974,Pennsylvania,Oklahoma,1447
1975,Pennsylvania,Oregon,2428
1976,Pennsylvania,Pennsylvania,1273456
1977,Pennsylvania,Rhode Island,1245
1978,Pennsylvania,South Carolina,6961
1979,Pennsylvania,South Dakota,313
1980,Pennsylvania,Tennessee,5778
1981,Pennsylvania,Texas,13085
1982,Pennsylvania,Utah,1694
1983,Pennsylvania,Vermont,1071
1984,Pennsylvania,Virginia,14126
1985,Pennsylvania,Washington,5019
1986,Pennsylvania,West Virginia,3519
1987,Pennsylvania,Wisconsin,1850
1988,Pennsylvania,Wyoming,575
1989,Rhode Island,Alabama,130
1990,Rhode Island,Alaska,90
1991,Rhode Island,Arizona,427
1992,Rhode Island,Arkansas,93
1993,Rhode Island,California,2958
1994,Rhode Island,Colorado,675
1995,Rhode Island,Connecticut,2514
1996,Rhode Island,DC,1306
1997,Rhode Island,Delaware,79
1998,Rhode Island,Florida,4214
1999,Rhode Island,Georgia,879
2000,Rhode Island,Hawaii,201
2001,Rhode Island,Idaho,38
2002,Rhode Island,Illinois,501
2003,Rhode Island,Indiana,184
2004,Rhode Island,Iowa,57
2005,Rhode Island,Kansas,87
2006,Rhode Island,Kentucky,115
2007,Rhode Island,Louisiana,198
2008,Rhode Island,Maine,646
2009,Rhode Island,Maryland,347
2010,Rhode Island,Massachusetts,13667
2011,Rhode Island,Michigan,184
2012,Rhode Island,Minnesota,144
2013,Rhode Island,Mississippi,71
2014,Rhode Island,Missouri,193
2015,Rhode Island,Montana,55
2016,Rhode Island,Nebraska,60
2017,Rhode Island,Nevada,239
2018,Rhode Island,New Hampshire,1115
2019,Rhode Island,New Jersey,639
2020,Rhode Island,New Mexico,72
2021,Rhode Island,New York,3912
2022,Rhode Island,North Carolina,1357
2023,Rhode Island,North Dakota,48
2024,Rhode Island,Ohio,377
2025,Rhode Island,Oklahoma,95
2026,Rhode Island,Oregon,262
2027,Rhode Island,Pennsylvania,1041
2028,Rhode Island,Rhode Island,122387
2029,Rhode Island,South Carolina,509
2030,Rhode Island,South Dakota,34
2031,Rhode Island,Tennessee,409
2032,Rhode Island,Texas,1283
2033,Rhode Island,Utah,141
2034,Rhode Island,Vermont,509
2035,Rhode Island,Virginia,743
2036,Rhode Island,Washington,500
2037,Rhode Island,West Virginia,52
2038,Rhode Island,Wisconsin,124
2039,Rhode Island,Wyoming,53
2040,South Carolina,Alabama,1213
2041,South Carolina,Alaska,312
2042,South Carolina,Arizona,746
2043,South Carolina,Arkansas,391
2044,South Carolina,California,3453
2045,South Carolina,Colorado,1621
2046,South Carolina,Connecticut,525
2047,South Carolina,DC,2701
2048,South Carolina,Delaware,237
2049,South Carolina,Florida,6893
2050,South Carolina,Georgia,13757
2051,South Carolina,Hawaii,541
2052,South Carolina,Idaho,109
2053,South Carolina,Illinois,1100
2054,South Carolina,Indiana,726
2055,South Carolina,Iowa,223
2056,South Carolina,Kansas,397
2057,South Carolina,Kentucky,893
2058,South Carolina,Louisiana,904
2059,South Carolina,Maine,137
2060,South Carolina,Maryland,876
2061,South Carolina,Massachusetts,863
2062,South Carolina,Michigan,738
2063,South Carolina,Minnesota,310
2064,South Carolina,Mississippi,461
2065,South Carolina,Missouri,820
2066,South Carolina,Montana,136
2067,South Carolina,Nebraska,179
2068,South Carolina,Nevada,435
2069,South Carolina,New Hampshire,140
2070,South Carolina,New Jersey,707
2071,South Carolina,New Mexico,247
2072,South Carolina,New York,4030
2073,South Carolina,North Carolina,19962
2074,South Carolina,North Dakota,166
2075,South Carolina,Ohio,1606
2076,South Carolina,Oklahoma,590
2077,South Carolina,Oregon,456
2078,South Carolina,Pennsylvania,2098
2079,South Carolina,Rhode Island,179
2080,South Carolina,South Carolina,320558
2081,South Carolina,South Dakota,79
2082,South Carolina,Tennessee,3163
2083,South Carolina,Texas,4212
2084,South Carolina,Utah,451
2085,South Carolina,Vermont,105
2086,South Carolina,Virginia,3355
2087,South Carolina,Washington,1356
2088,South Carolina,West Virginia,337
2089,South Carolina,Wisconsin,356
2090,South Carolina,Wyoming,135
2091,South Dakota,Alabama,76
2092,South Dakota,Alaska,191
2093,South Dakota,Arizona,883
2094,South Dakota,Arkansas,103
2095,South Dakota,California,1197
2096,South Dakota,Colorado,2254
2097,South Dakota,Connecticut,38
2098,South Dakota,DC,280
2099,South Dakota,Delaware,18
2100,South Dakota,Florida,588
2101,South Dakota,Georgia,246
2102,South Dakota,Hawaii,117
2103,South Dakota,Idaho,173
2104,South Dakota,Illinois,476
2105,South Dakota,Indiana,214
2106,South Dakota,Iowa,1626
2107,South Dakota,Kansas,385
2108,South Dakota,Kentucky,101
2109,South Dakota,Louisiana,88
2110,South Dakota,Maine,23
2111,South Dakota,Maryland,85
2112,South Dakota,Massachusetts,120
2113,South Dakota,Michigan,226
2114,South Dakota,Minnesota,4172
2115,South Dakota,Mississippi,56
2116,South Dakota,Missouri,645
2117,South Dakota,Montana,578
2118,South Dakota,Nebraska,3128
2119,South Dakota,Nevada,294
2120,South Dakota,New Hampshire,25
2121,South Dakota,New Jersey,41
2122,South Dakota,New Mexico,175
2123,South Dakota,New York,283
2124,South Dakota,North Carolina,331
2125,South Dakota,North Dakota,2411
2126,South Dakota,Ohio,219
2127,South Dakota,Oklahoma,295
2128,South Dakota,Oregon,450
2129,South Dakota,Pennsylvania,198
2130,South Dakota,Rhode Island,17
2131,South Dakota,South Carolina,124
2132,South Dakota,South Dakota,65744
2133,South Dakota,Tennessee,246
2134,South Dakota,Texas,1078
2135,South Dakota,Utah,291
2136,South Dakota,Vermont,21
2137,South Dakota,Virginia,175
2138,South Dakota,Washington,721
2139,South Dakota,West Virginia,17
2140,South Dakota,Wisconsin,438
2141,South Dakota,Wyoming,1021
2142,Tennessee,Alabama,7269
2143,Tennessee,Alaska,576
2144,Tennessee,Arizona,1669
2145,Tennessee,Arkansas,3758
2146,Tennessee,California,7148
2147,Tennessee,Colorado,3567
2148,Tennessee,Connecticut,432
2149,Tennessee,DC,2893
2150,Tennessee,Delaware,213
2151,Tennessee,Florida,10312
2152,Tennessee,Georgia,12482
2153,Tennessee,Hawaii,730
2154,Tennessee,Idaho,290
2155,Tennessee,Illinois,3990
2156,Tennessee,Indiana,2958
2157,Tennessee,Iowa,553
2158,Tennessee,Kansas,728
2159,Tennessee,Kentucky,9365
2160,Tennessee,Louisiana,2550
2161,Tennessee,Maine,176
2162,Tennessee,Maryland,811
2163,Tennessee,Massachusetts,992
2164,Tennessee,Michigan,2359
2165,Tennessee,Minnesota,810
2166,Tennessee,Mississippi,5937
2167,Tennessee,Missouri,3187
2168,Tennessee,Montana,363
2169,Tennessee,Nebraska,473
2170,Tennessee,Nevada,933
2171,Tennessee,New Hampshire,200
2172,Tennessee,New Jersey,444
2173,Tennessee,New Mexico,589
2174,Tennessee,New York,3706
2175,Tennessee,North Carolina,7281
2176,Tennessee,North Dakota,334
2177,Tennessee,Ohio,3655
2178,Tennessee,Oklahoma,1456
2179,Tennessee,Oregon,1058
2180,Tennessee,Pennsylvania,1997
2181,Tennessee,Rhode Island,166
2182,Tennessee,South Carolina,3142
2183,Tennessee,South Dakota,201
2184,Tennessee,Tennessee,565380
2185,Tennessee,Texas,10349
2186,Tennessee,Utah,848
2187,Tennessee,Vermont,104
2188,Tennessee,Virginia,4884
2189,Tennessee,Washington,2416
2190,Tennessee,West Virginia,397
2191,Tennessee,Wisconsin,1140
2192,Tennessee,Wyoming,262
2193,Texas,Alabama,4323
2194,Texas,Alaska,2163
2195,Texas,Arizona,10036
2196,Texas,Arkansas,9534
2197,Texas,California,38653
2198,Texas,Colorado,19731
2199,Texas,Connecticut,1387
2200,Texas,DC,7968
2201,Texas,Delaware,687
2202,Texas,Florida,17299
2203,Texas,Georgia,11340
2204,Texas,Hawaii,3278
2205,Texas,Idaho,1481
2206,Texas,Illinois,8654
2207,Texas,Indiana,4199
2208,Texas,Iowa,2237
2209,Texas,Kansas,4973
2210,Texas,Kentucky,2574
2211,Texas,Louisiana,17645
2212,Texas,Maine,425
2213,Texas,Maryland,2114
2214,Texas,Massachusetts,3629
2215,Texas,Michigan,3762
2216,Texas,Minnesota,3340
2217,Texas,Mississippi,3436
2218,Texas,Missouri,8544
2219,Texas,Montana,1149
2220,Texas,Nebraska,2569
2221,Texas,Nevada,4197
2222,Texas,New Hampshire,508
2223,Texas,New Jersey,1657
2224,Texas,New Mexico,10141
2225,Texas,New York,14659
2226,Texas,North Carolina,10031
2227,Texas,North Dakota,1436
2228,Texas,Ohio,5448
2229,Texas,Oklahoma,20012
2230,Texas,Oregon,4305
2231,Texas,Pennsylvania,5078
2232,Texas,Rhode Island,495
2233,Texas,South Carolina,3065
2234,Texas,South Dakota,783
2235,Texas,Tennessee,8925
2236,Texas,Texas,2234993
2237,Texas,Utah,4548
2238,Texas,Vermont,276
2239,Texas,Virginia,7230
2240,Texas,Washington,10881
2241,Texas,West Virginia,537
2242,Texas,Wisconsin,2759
2243,Texas,Wyoming,1183
2244,Utah,Alabama,316
2245,Utah,Alaska,573
2246,Utah,Arizona,4434
2247,Utah,Arkansas,308
2248,Utah,California,7909
2249,Utah,Colorado,3664
2250,Utah,Connecticut,187
2251,Utah,DC,1056
2252,Utah,Delaware,67
2253,Utah,Florida,1390
2254,Utah,Georgia,774
2255,Utah,Hawaii,579
2256,Utah,Idaho,3737
2257,Utah,Illinois,795
2258,Utah,Indiana,506
2259,Utah,Iowa,395
2260,Utah,Kansas,360
2261,Utah,Kentucky,326
2262,Utah,Louisiana,261
2263,Utah,Maine,82
2264,Utah,Maryland,253
2265,Utah,Massachusetts,508
2266,Utah,Michigan,499
2267,Utah,Minnesota,509
2268,Utah,Mississippi,140
2269,Utah,Missouri,890
2270,Utah,Montana,743
2271,Utah,Nebraska,462
2272,Utah,Nevada,3485
2273,Utah,New Hampshire,89
2274,Utah,New Jersey,172
2275,Utah,New Mexico,680
2276,Utah,New York,1356
2277,Utah,North Carolina,986
2278,Utah,North Dakota,451
2279,Utah,Ohio,736
2280,Utah,Oklahoma,555
2281,Utah,Oregon,2305
2282,Utah,Pennsylvania,703
2283,Utah,Rhode Island,68
2284,Utah,South Carolina,325
2285,Utah,South Dakota,158
2286,Utah,Tennessee,599
2287,Utah,Texas,4240
2288,Utah,Utah,252234
2289,Utah,Vermont,91
2290,Utah,Virginia,650
2291,Utah,Washington,3480
2292,Utah,West Virginia,104
2293,Utah,Wisconsin,408
2294,Utah,Wyoming,1694
2295,Vermont,Alabama,95
2296,Vermont,Alaska,121
2297,Vermont,Arizona,358
2298,Vermont,Arkansas,41
2299,Vermont,California,1874
2300,Vermont,Colorado,1160
2301,Vermont,Connecticut,730
2302,Vermont,DC,838
2303,Vermont,Delaware,61
2304,Vermont,Florida,1473
2305,Vermont,Georgia,386
2306,Vermont,Hawaii,129
2307,Vermont,Idaho,82
2308,Vermont,Illinois,368
2309,Vermont,Indiana,115
2310,Vermont,Iowa,43
2311,Vermont,Kansas,76
2312,Vermont,Kentucky,114
2313,Vermont,Louisiana,115
2314,Vermont,Maine,900
2315,Vermont,Maryland,202
2316,Vermont,Massachusetts,4128
2317,Vermont,Michigan,189
2318,Vermont,Minnesota,137
2319,Vermont,Mississippi,38
2320,Vermont,Missouri,153
2321,Vermont,Montana,305
2322,Vermont,Nebraska,48
2323,Vermont,Nevada,132
2324,Vermont,New Hampshire,3684
2325,Vermont,New Jersey,250
2326,Vermont,New Mexico,107
2327,Vermont,New York,3044
2328,Vermont,North Carolina,1216
2329,Vermont,North Dakota,32
2330,Vermont,Ohio,263
2331,Vermont,Oklahoma,80
2332,Vermont,Oregon,463
2333,Vermont,Pennsylvania,737
2334,Vermont,Rhode Island,428
2335,Vermont,South Carolina,409
2336,Vermont,South Dakota,30
2337,Vermont,Tennessee,356
2338,Vermont,Texas,751
2339,Vermont,Utah,332
2340,Vermont,Vermont,51339
2341,Vermont,Virginia,562
2342,Vermont,Washington,553
2343,Vermont,West Virginia,29
2344,Vermont,Wisconsin,156
2345,Vermont,Wyoming,117
2346,Virginia,Alabama,1501
2347,Virginia,Alaska,607
2348,Virginia,Arizona,1635
2349,Virginia,Arkansas,609
2350,Virginia,California,8149
2351,Virginia,Colorado,3451
2352,Virginia,Connecticut,869
2353,Virginia,DC,22683
2354,Virginia,Delaware,1128
2355,Virginia,Florida,10978
2356,Virginia,Georgia,7604
2357,Virginia,Hawaii,1108
2358,Virginia,Idaho,288
2359,Virginia,Illinois,1953
2360,Virginia,Indiana,1252
2361,Virginia,Iowa,380
2362,Virginia,Kansas,645
2363,Virginia,Kentucky,1787
2364,Virginia,Louisiana,1362
2365,Virginia,Maine,317
2366,Virginia,Maryland,4034
2367,Virginia,Massachusetts,1756
2368,Virginia,Michigan,1224
2369,Virginia,Minnesota,551
2370,Virginia,Mississippi,736
2371,Virginia,Missouri,1402
2372,Virginia,Montana,303
2373,Virginia,Nebraska,379
2374,Virginia,Nevada,885
2375,Virginia,New Hampshire,315
2376,Virginia,New Jersey,1353
2377,Virginia,New Mexico,489
2378,Virginia,New York,7688
2379,Virginia,North Carolina,22917
2380,Virginia,North Dakota,252
2381,Virginia,Ohio,2962
2382,Virginia,Oklahoma,960
2383,Virginia,Oregon,955
2384,Virginia,Pennsylvania,6639
2385,Virginia,Rhode Island,335
2386,Virginia,South Carolina,4414
2387,Virginia,South Dakota,171
2388,Virginia,Tennessee,6898
2389,Virginia,Texas,7778
2390,Virginia,Utah,932
2391,Virginia,Vermont,216
2392,Virginia,Virginia,436953
2393,Virginia,Washington,2605
2394,Virginia,West Virginia,2268
2395,Virginia,Wisconsin,640
2396,Virginia,Wyoming,246
2397,Washington,Alabama,725
2398,Washington,Alaska,2715
2399,Washington,Arizona,6753
2400,Washington,Arkansas,601
2401,Washington,California,26232
2402,Washington,Colorado,5060
2403,Washington,Connecticut,477
2404,Washington,DC,2518
2405,Washington,Delaware,154
2406,Washington,Florida,3975
2407,Washington,Georgia,2293
2408,Washington,Hawaii,2398
2409,Washington,Idaho,6394
2410,Washington,Illinois,2198
2411,Washington,Indiana,954
2412,Washington,Iowa,700
2413,Washington,Kansas,780
2414,Washington,Kentucky,541
2415,Washington,Louisiana,1054
2416,Washington,Maine,177
2417,Washington,Maryland,644
2418,Washington,Massachusetts,1605
2419,Washington,Michigan,1100
2420,Washington,Minnesota,1278
2421,Washington,Mississippi,398
2422,Washington,Missouri,1703
2423,Washington,Montana,4063
2424,Washington,Nebraska,698
2425,Washington,Nevada,3307
2426,Washington,New Hampshire,242
2427,Washington,New Jersey,456
2428,Washington,New Mexico,929
2429,Washington,New York,4701
2430,Washington,North Carolina,2661
2431,Washington,North Dakota,1398
2432,Washington,Ohio,1390
2433,Washington,Oklahoma,1341
2434,Washington,Oregon,21078
2435,Washington,Pennsylvania,1556
2436,Washington,Rhode Island,196
2437,Washington,South Carolina,859
2438,Washington,South Dakota,420
2439,Washington,Tennessee,1754
2440,Washington,Texas,8781
2441,Washington,Utah,5024
2442,Washington,Vermont,162
2443,Washington,Virginia,1898
2444,Washington,Washington,502860
2445,Washington,West Virginia,92
2446,Washington,Wisconsin,1015
2447,Washington,Wyoming,890
2448,West Virginia,Alabama,233
2449,West Virginia,Alaska,109
2450,West Virginia,Arizona,281
2451,West Virginia,Arkansas,103
2452,West Virginia,California,964
2453,West Virginia,Colorado,520
2454,West Virginia,Connecticut,109
2455,West Virginia,DC,1206
2456,West Virginia,Delaware,128
2457,West Virginia,Florida,1999
2458,West Virginia,Georgia,901
2459,West Virginia,Hawaii,100
2460,West Virginia,Idaho,50
2461,West Virginia,Illinois,399
2462,West Virginia,Indiana,410
2463,West Virginia,Iowa,59
2464,West Virginia,Kansas,114
2465,West Virginia,Kentucky,3318
2466,West Virginia,Louisiana,212
2467,West Virginia,Maine,36
2468,West Virginia,Maryland,677
2469,West Virginia,Massachusetts,166
2470,West Virginia,Michigan,292
2471,West Virginia,Minnesota,111
2472,West Virginia,Mississippi,101
2473,West Virginia,Missouri,251
2474,West Virginia,Montana,80
2475,West Virginia,Nebraska,68
2476,West Virginia,Nevada,155
2477,West Virginia,New Hampshire,42
2478,West Virginia,New Jersey,129
2479,West Virginia,New Mexico,67
2480,West Virginia,New York,712
2481,West Virginia,North Carolina,2716
2482,West Virginia,North Dakota,54
2483,West Virginia,Ohio,6002
2484,West Virginia,Oklahoma,204
2485,West Virginia,Oregon,145
2486,West Virginia,Pennsylvania,3220
2487,West Virginia,Rhode Island,32
2488,West Virginia,South Carolina,1025
2489,West Virginia,South Dakota,36
2490,West Virginia,Tennessee,1031
2491,West Virginia,Texas,1190
2492,West Virginia,Utah,136
2493,West Virginia,Vermont,42
2494,West Virginia,Virginia,3269
2495,West Virginia,Washington,354
2496,West Virginia,West Virginia,107511
2497,West Virginia,Wisconsin,129
2498,West Virginia,Wyoming,70
2499,Wisconsin,Alabama,603
2500,Wisconsin,Alaska,714
2501,Wisconsin,Arizona,4251
2502,Wisconsin,Arkansas,765
2503,Wisconsin,California,9510
2504,Wisconsin,Colorado,6784
2505,Wisconsin,Connecticut,428
2506,Wisconsin,DC,2248
2507,Wisconsin,Delaware,126
2508,Wisconsin,Florida,6136
2509,Wisconsin,Georgia,2766
2510,Wisconsin,Hawaii,665
2511,Wisconsin,Idaho,395
2512,Wisconsin,Illinois,15791
2513,Wisconsin,Indiana,2387
2514,Wisconsin,Iowa,3680
2515,Wisconsin,Kansas,689
2516,Wisconsin,Kentucky,857
2517,Wisconsin,Louisiana,801
2518,Wisconsin,Maine,170
2519,Wisconsin,Maryland,574
2520,Wisconsin,Massachusetts,1401
2521,Wisconsin,Michigan,3797
2522,Wisconsin,Minnesota,25931
2523,Wisconsin,Mississippi,585
2524,Wisconsin,Missouri,2762
2525,Wisconsin,Montana,802
2526,Wisconsin,Nebraska,847
2527,Wisconsin,Nevada,1282
2528,Wisconsin,New Hampshire,182
2529,Wisconsin,New Jersey,408
2530,Wisconsin,New Mexico,544
2531,Wisconsin,New York,3733
2532,Wisconsin,North Carolina,3192
2533,Wisconsin,North Dakota,1101
2534,Wisconsin,Ohio,2199
2535,Wisconsin,Oklahoma,936
2536,Wisconsin,Oregon,2016
2537,Wisconsin,Pennsylvania,1542
2538,Wisconsin,Rhode Island,187
2539,Wisconsin,South Carolina,971
2540,Wisconsin,South Dakota,691
2541,Wisconsin,Tennessee,2838
2542,Wisconsin,Texas,7412
2543,Wisconsin,Utah,1037
2544,Wisconsin,Vermont,156
2545,Wisconsin,Virginia,1499
2546,Wisconsin,Washington,3414
2547,Wisconsin,West Virginia,114
2548,Wisconsin,Wisconsin,493760
2549,Wisconsin,Wyoming,488
2550,Wyoming,Alabama,91
2551,Wyoming,Alaska,238
2552,Wyoming,Arizona,889
2553,Wyoming,Arkansas,139
2554,Wyoming,California,1309
2555,Wyoming,Colorado,4631
2556,Wyoming,Connecticut,44
2557,Wyoming,DC,188
2558,Wyoming,Delaware,17
2559,Wyoming,Florida,475
2560,Wyoming,Georgia,244
2561,Wyoming,Hawaii,141
2562,Wyoming,Idaho,1103
2563,Wyoming,Illinois,246
2564,Wyoming,Indiana,175
2565,Wyoming,Iowa,200
2566,Wyoming,Kansas,314
2567,Wyoming,Kentucky,82
2568,Wyoming,Louisiana,139
2569,Wyoming,Maine,35
2570,Wyoming,Maryland,57
2571,Wyoming,Massachusetts,87
2572,Wyoming,Michigan,192
2573,Wyoming,Minnesota,316
2574,Wyoming,Mississippi,62
2575,Wyoming,Missouri,353
2576,Wyoming,Montana,2284
2577,Wyoming,Nebraska,1179
2578,Wyoming,Nevada,463
2579,Wyoming,New Hampshire,29
2580,Wyoming,New Jersey,32
2581,Wyoming,New Mexico,302
2582,Wyoming,New York,285
2583,Wyoming,North Carolina,258
2584,Wyoming,North Dakota,626
2585,Wyoming,Ohio,198
2586,Wyoming,Oklahoma,345
2587,Wyoming,Oregon,741
2588,Wyoming,Pennsylvania,188
2589,Wyoming,Rhode Island,20
2590,Wyoming,South Carolina,97
2591,Wyoming,South Dakota,875
2592,Wyoming,Tennessee,246
2593,Wyoming,Texas,1427
2594,Wyoming,Utah,2631
2595,Wyoming,Vermont,24
2596,Wyoming,Virginia,189
2597,Wyoming,Washington,1138
2598,Wyoming,West Virginia,33
2599,Wyoming,Wisconsin,186
2600,Wyoming,Wyoming,41806
